gene_id	gene_name	SRR3214253	SRR3214254	SRR3214255	SRR3214277	SRR3214278	SRR3214279	SRR3214301	SRR3214302	SRR3214303	SRR3214325	SRR3214326	SRR3214327
24334	ENSG00000222844.1	RNU6-321P	0	0	0	0	0	0	0	0	0	0	0	0
24335	ENSG00000222845.1	RN7SKP42	0	0	0	0	0	0	0	0	0	0	0	0
24336	ENSG00000222849.1	RNA5SP21	0	0	0	0	0	0	0	0	0	0	0	0
24337	ENSG00000222852.1	AC022413.1	0	0	0	0	0	0	0	0	0	0	0	0
24338	ENSG00000222858.1	RNU6-920P	0	0	0	1	0	0	0	0	0	0	0	0
24339	ENSG00000222859.1	RN7SKP136	0	0	0	0	0	0	0	0	0	0	0	0
24340	ENSG00000222862.2	RNU6-1086P	0	0	0	0	0	0	0	0	0	0	0	0
24341	ENSG00000222869.1	RNU6-565P	0	0	0	0	0	0	0	0	0	0	0	0
24342	ENSG00000222870.1	RNU6-1328P	0	0	0	0	0	0	0	0	0	0	0	0
24343	ENSG00000222872.1	RNU4-78P	0	0	0	0	0	0	0	0	0	0	0	0
24344	ENSG00000222874.1	RN7SKP33	0	0	0	0	0	0	0	0	0	0	0	0
24345	ENSG00000222880.1	RN7SKP261	0	0	0	0	0	0	0	0	0	0	0	0
24346	ENSG00000222881.1	AC080112.1	1	0	3	0	0	0	0	0	0	0	0	0
24347	ENSG00000222883.1	AC126467.1	0	0	0	0	0	0	0	0	0	0	0	0
24348	ENSG00000222889.1	RN7SKP29	0	0	0	0	0	0	0	0	0	0	0	0
24349	ENSG00000222890.1	RNU6-1068P	0	0	0	0	0	0	0	0	0	0	0	0
24350	ENSG00000222895.1	RNU6-1133P	0	0	0	0	0	0	0	0	0	0	0	0
24351	ENSG00000222898.1	RN7SKP97	0	0	1	3	0	1	0	0	0	0	2	1
24352	ENSG00000222909.1	RNU6-193P	0	0	0	0	0	0	0	0	0	0	0	0
24353	ENSG00000222915.1	RNU6-564P	0	0	0	3	0	2	0	0	0	0	0	0
24354	ENSG00000222920.1	RNA5SP29	0	0	0	0	0	0	0	0	0	0	0	0
24355	ENSG00000222921.1	RNA5SP104	0	0	0	1	0	0	0	0	0	0	0	0
24356	ENSG00000222922.1	RNA5SP501	0	0	0	0	0	0	0	0	0	0	0	0
24357	ENSG00000222923.1	RNU2-41P	0	0	0	0	0	0	0	0	0	0	0	0
24358	ENSG00000222924.1	RNU6-1148P	0	0	0	0	0	0	0	0	0	0	0	0
24359	ENSG00000222931.1	RN7SKP205	0	0	0	0	0	0	0	0	0	0	0	0
24360	ENSG00000222932.1	RNU6-172P	0	0	0	0	0	0	0	0	0	0	0	0
24361	ENSG00000222934.1	RN7SKP284	0	0	0	0	0	0	0	0	0	0	0	0
24362	ENSG00000222937.1	SNORD63B	0	0	0	0	0	0	0	0	0	0	0	0
24363	ENSG00000222940.1	RNU6-370P	0	0	0	0	0	0	0	0	0	0	0	0
24364	ENSG00000222941.2	AC074257.1	0	0	0	0	0	0	0	0	0	0	0	0
24365	ENSG00000222942.1	RN7SKP58	0	0	0	0	0	0	0	0	0	0	0	0
24366	ENSG00000222950.1	RN7SKP262	0	0	0	1	0	3	0	0	0	0	0	0
24367	ENSG00000222952.1	RNA5SP41	0	0	0	0	0	0	0	0	0	0	0	0
24368	ENSG00000222955.1	RNA5SP265	0	0	0	0	0	0	0	0	0	0	0	0
24369	ENSG00000222958.1	MIR1913	0	0	0	0	0	0	0	0	0	0	0	0
24370	ENSG00000222960.1	RNU6-272P	0	0	0	0	0	0	0	0	0	0	0	0
24371	ENSG00000222966.1	AC004522.2	0	0	0	0	0	0	0	0	0	0	0	0
24372	ENSG00000222969.1	RN7SKP8	0	0	0	0	0	0	0	0	0	0	0	0
24373	ENSG00000222971.1	RNA5SP222	0	0	0	0	0	0	0	0	0	0	0	0
24374	ENSG00000222972.1	RNU6-651P	0	0	0	0	0	0	0	0	0	0	0	0
24375	ENSG00000222973.1	RNU2-25P	0	0	0	0	0	0	0	0	0	0	0	0
24376	ENSG00000222974.1	RN7SKP228	0	0	0	0	0	0	0	0	0	0	0	0
24377	ENSG00000222976.1	RN7SKP94	0	0	0	0	0	0	0	0	0	0	0	0
24378	ENSG00000222979.1	RN7SKP167	0	0	0	0	0	0	0	0	0	0	0	0
24379	ENSG00000222982.1	RN7SKP216	0	0	0	0	0	0	0	0	0	0	0	0
24380	ENSG00000222983.1	RNA5SP127	0	0	0	0	0	0	0	0	0	0	0	0
24381	ENSG00000222985.1	RNU2-14P	0	0	0	0	0	0	0	0	0	0	0	0
24382	ENSG00000222986.1	RNU5A-5P	0	0	0	1	0	0	0	0	0	0	1	0
24383	ENSG00000222987.1	RN7SKP68	0	0	0	0	0	0	0	0	0	0	0	0
24384	ENSG00000222990.1	RNU4-22P	0	0	0	0	0	0	0	0	0	0	0	0
24385	ENSG00000222997.1	AL355500.1	0	0	0	0	0	0	0	0	0	0	0	0
24386	ENSG00000222998.1	RN7SKP259	0	0	0	0	0	0	0	0	0	0	0	0
24387	ENSG00000223001.1	RNU2-61P	0	0	0	0	0	0	0	0	0	0	0	0
24388	ENSG00000223003.1	RNA5SP184	0	0	0	0	0	0	0	0	0	0	0	0
24389	ENSG00000223004.1	AC106821.2	0	0	0	0	0	0	0	0	0	0	0	0
24390	ENSG00000223006.1	RN7SKP137	0	0	0	0	0	0	0	0	0	0	0	0
24391	ENSG00000223007.1	RN7SKP73	0	0	0	0	0	0	0	0	0	0	0	0
24392	ENSG00000223012.1	RN7SKP264	0	0	0	0	0	0	0	0	0	0	0	0
24393	ENSG00000223013.1	RNA5SP344	0	0	0	0	0	0	0	0	0	0	1	0
24394	ENSG00000223015.1	RNU6-1135P	0	0	0	0	0	0	0	0	0	0	0	0
24395	ENSG00000223019.1	RNA5SP306	0	0	0	0	0	0	0	0	0	0	0	0
24396	ENSG00000223023.1	AC106033.1	0	0	0	0	0	0	0	0	0	0	0	0
24397	ENSG00000223024.1	RNU6-55P	0	0	0	0	0	0	0	0	0	0	0	0
24398	ENSG00000223026.1	RN7SKP247	0	1	0	0	0	0	0	0	0	0	0	0
24399	ENSG00000223027.1	AL139404.1	0	0	0	0	0	0	0	0	0	0	0	0
24400	ENSG00000223037.1	RNU6-284P	0	0	0	0	1	0	0	0	0	0	0	0
24401	ENSG00000223039.1	RN7SKP268	0	0	0	0	0	0	0	0	0	0	0	0
24402	ENSG00000223040.1	RN7SKP144	0	0	0	0	0	0	0	0	0	0	0	0
24403	ENSG00000223042.1	RN7SKP161	0	0	0	0	0	0	0	0	0	0	0	0
24404	ENSG00000223044.1	RNU6-130P	0	0	0	0	0	0	0	0	0	0	0	0
24405	ENSG00000223046.1	RNA5SP369	0	0	0	0	0	0	0	0	0	0	0	0
24406	ENSG00000223047.1	RNU6-847P	0	0	0	0	0	0	0	0	0	0	0	0
24407	ENSG00000223056.1	RN7SKP169	0	0	0	0	0	0	0	0	0	0	0	0
24408	ENSG00000223060.1	AC024580.1	0	0	0	0	0	0	0	1	0	0	0	0
24409	ENSG00000223062.1	RNU6-1245P	0	0	0	0	0	0	0	0	0	0	0	0
24410	ENSG00000223064.1	RNU6-325P	0	0	0	0	0	0	0	0	0	0	0	0
24411	ENSG00000223075.1	RN7SKP126	0	0	0	0	0	0	0	0	0	0	0	0
24412	ENSG00000223076.1	RNA5SP31	0	0	0	0	0	0	0	0	0	0	0	0
24413	ENSG00000223078.1	RNU2-55P	0	0	0	0	0	0	0	0	0	0	0	0
24414	ENSG00000223080.1	AC026894.2	0	0	0	0	0	0	0	0	0	0	0	0
24415	ENSG00000223086.1	RNA5SP155	2	0	2	2	3	5	0	0	0	0	0	2
24416	ENSG00000223087.2	RNU6-602P	0	0	0	0	0	0	0	0	0	0	0	0
24417	ENSG00000223088.1	RMRPP5	0	0	0	0	0	0	0	0	0	0	0	0
24418	ENSG00000223092.1	RNA5SP115	0	0	0	0	0	0	0	0	0	0	0	0
24419	ENSG00000223096.1	RNU5E-9P	0	0	0	0	0	0	0	0	0	0	0	0
24420	ENSG00000223107.1	RNU2-72P	0	0	0	0	0	0	0	0	0	0	0	0
24421	ENSG00000223109.1	MIR1538	0	0	0	0	0	0	0	0	0	0	0	0
24422	ENSG00000223113.1	RNA5SP247	0	0	0	0	0	0	0	0	0	0	0	0
24423	ENSG00000223117.1	RN7SKP296	1	0	1	1	0	2	0	0	0	0	2	0
24424	ENSG00000223118.1	RN7SKP102	0	0	0	0	0	0	0	0	0	0	0	0
24425	ENSG00000223120.1	RN7SKP181	0	0	0	0	0	0	0	0	0	0	0	0
24426	ENSG00000223125.1	RNU2-32P	0	0	0	0	0	0	0	0	0	0	0	0
24427	ENSG00000223126.1	RN7SKP263	0	0	0	0	0	0	0	0	0	2	0	2
24428	ENSG00000223128.1	RN7SKP140	0	0	0	0	0	0	0	0	0	0	0	0
24429	ENSG00000223131.1	RNA5SP304	0	0	0	0	0	0	0	0	0	0	0	0
24430	ENSG00000223136.1	RN7SKP207	0	0	0	0	0	0	0	0	0	0	0	0
24431	ENSG00000223138.1	RNA5SP450	2	0	0	0	0	0	0	0	0	0	0	0
24432	ENSG00000223142.1	RN7SKP252	0	0	0	0	0	0	0	0	0	0	0	0
24433	ENSG00000223145.1	RN7SKP112	0	0	0	0	0	0	0	0	0	0	0	0
24434	ENSG00000223152.1	RNU4-88P	0	0	0	0	0	0	0	0	0	0	0	0
24435	ENSG00000223156.1	RNU2-18P	0	0	0	0	0	0	0	0	0	0	0	0
24436	ENSG00000223158.1	RNY1P3	0	0	0	0	0	0	0	0	0	0	0	0
24437	ENSG00000223162.1	RNA5SP280	0	0	0	0	0	0	0	0	0	0	0	0
24438	ENSG00000223168.1	RN7SKP142	0	0	0	0	0	0	0	0	0	0	0	0
24439	ENSG00000223169.1	RNA5SP209	0	0	0	0	0	0	0	0	0	0	0	0
24440	ENSG00000223174.1	RN7SKP17	0	0	0	0	0	0	0	0	0	0	0	0
24441	ENSG00000223175.1	RNU4-61P	0	0	0	0	0	0	0	0	0	0	0	0
24442	ENSG00000223177.1	RNA5SP39	0	0	0	0	0	0	0	0	0	0	0	0
24443	ENSG00000223179.3	RNU6-373P	0	0	0	0	0	0	0	0	0	0	0	0
24444	ENSG00000223181.1	RNU6-1199P	0	0	0	0	0	0	0	0	0	0	0	0
24445	ENSG00000223188.1	AL392105.1	0	0	0	0	0	0	0	0	0	0	0	1
24446	ENSG00000223189.1	RNU6-177P	0	0	0	0	0	0	0	0	0	0	0	0
24447	ENSG00000223190.1	RN7SKP100	0	0	0	0	0	0	0	0	0	0	0	0
24448	ENSG00000223191.1	RNU6-293P	0	0	0	0	0	0	0	0	0	0	0	0
24449	ENSG00000223197.1	RNU6-1001P	0	0	0	0	0	0	0	0	0	0	0	0
24450	ENSG00000223198.1	RNU2-22P	3	2	0	0	0	0	0	0	0	1	0	1
24451	ENSG00000223202.1	RN7SKP297	0	0	0	0	0	0	0	0	0	0	0	0
24452	ENSG00000223203.1	RNA5SP221	0	0	0	3	0	1	0	0	0	2	0	0
24453	ENSG00000223212.1	RNU4-74P	0	0	0	0	0	0	0	0	0	0	0	0
24454	ENSG00000223215.1	RNU6-607P	0	0	0	0	0	0	0	0	0	0	0	0
24455	ENSG00000223217.1	RNU6-938P	0	0	0	0	0	0	0	0	0	0	0	0
24456	ENSG00000223220.1	AC020987.1	0	0	0	0	0	0	0	0	0	0	0	0
24457	ENSG00000223223.1	RN7SKP192	0	0	0	0	0	0	0	0	0	0	0	0
24458	ENSG00000223224.1	SNORD71	0	0	0	0	0	0	0	0	0	0	0	1
24459	ENSG00000223225.1	RNU6-1054P	0	0	0	2	0	0	0	0	0	0	0	0
24460	ENSG00000223229.1	RN7SKP270	0	0	0	0	0	0	0	0	0	0	0	0
24461	ENSG00000223238.1	RNA5SP294	0	0	0	0	0	0	0	0	0	0	0	0
24462	ENSG00000223245.1	RNU4-63P	0	0	0	0	0	0	0	0	0	0	0	0
24463	ENSG00000223247.1	RNU2-64P	0	0	0	0	0	0	0	0	0	0	0	0
24464	ENSG00000223254.1	AL590113.1	0	0	0	0	0	0	0	0	0	0	0	0
24465	ENSG00000223258.1	RNU6-575P	0	0	0	0	0	0	0	0	0	0	0	0
24466	ENSG00000223259.1	RNA5SP508	0	0	0	0	0	0	0	0	0	0	0	0
24467	ENSG00000223260.1	RN7SKP194	0	0	0	0	0	0	0	0	0	0	0	0
24468	ENSG00000223262.1	RNA5SP492	0	0	0	0	0	0	0	0	0	0	0	0
24469	ENSG00000223263.1	RNU6-387P	0	0	0	0	0	0	0	0	0	0	0	0
24470	ENSG00000223265.1	RNU6-592P	0	0	0	0	0	0	0	0	0	0	0	0
24471	ENSG00000223269.1	RN7SKP53	0	0	0	0	0	0	0	0	0	0	0	0
24472	ENSG00000223271.1	AC055855.1	0	0	0	0	0	0	0	0	0	0	0	0
24473	ENSG00000223273.1	RN7SKP172	0	0	0	0	0	0	0	0	0	0	0	0
24474	ENSG00000223274.6	RNA5SP498	0	0	0	0	0	0	0	0	0	0	0	0
24475	ENSG00000223280.1	RNU6-57P	0	0	0	0	0	0	0	0	0	0	0	0
24476	ENSG00000223281.1	RN7SKP85	0	2	0	0	0	0	0	0	0	0	0	0
24477	ENSG00000223282.1	RN7SKP165	0	0	0	0	0	0	0	0	0	0	0	0
24478	ENSG00000223284.1	RNU6-195P	0	0	0	0	0	0	0	0	0	0	0	0
24479	ENSG00000223287.1	RNU6-954P	0	0	0	0	0	0	0	0	0	0	0	0
24480	ENSG00000223290.1	RNA5SP107	0	0	0	0	0	0	0	0	0	0	0	0
24481	ENSG00000223293.1	RNA5SP270	0	0	0	0	0	0	0	0	0	0	0	0
24482	ENSG00000223294.1	AC078962.1	1	0	0	0	0	0	0	0	0	0	0	0
24483	ENSG00000223298.1	RNY3P8	0	0	0	0	0	0	0	0	0	0	0	0
24484	ENSG00000223299.1	RN7SKP108	0	0	0	0	0	0	0	0	0	0	0	0
24485	ENSG00000223300.1	AC005520.2	0	0	0	0	0	0	0	0	0	0	0	0
24486	ENSG00000223302.1	AL359260.1	0	0	0	0	0	0	4	0	3	0	0	0
24487	ENSG00000223305.1	RN7SKP30	6	1	6	1	0	4	0	0	0	1	0	1
24488	ENSG00000223306.2	RNU6-1304P	0	0	0	0	0	0	0	0	0	0	0	0
24489	ENSG00000223308.1	RN7SKP101	0	0	0	0	0	0	0	0	0	0	0	0
24490	ENSG00000223309.1	RNU6-722P	0	0	0	0	0	0	0	0	0	0	0	0
24491	ENSG00000223313.1	RNU6-516P	0	0	0	0	0	0	4	0	5	0	0	0
24492	ENSG00000223315.1	RN7SKP279	0	0	0	0	0	0	0	0	0	0	0	0
24493	ENSG00000223318.1	RNA5SP111	0	0	0	0	0	0	0	0	0	0	0	0
24494	ENSG00000223321.1	RN7SKP293	0	0	0	0	0	0	0	0	0	0	0	0
24495	ENSG00000223324.1	RN7SKP273	0	0	1	3	0	0	0	0	0	2	2	1
24496	ENSG00000223327.1	RNU2-71P	0	0	0	0	0	0	0	1	0	0	0	0
24497	ENSG00000223330.1	RNU6-1052P	0	0	0	0	0	0	0	0	0	0	0	0
24498	ENSG00000223335.1	RNU6-603P	0	0	0	0	0	0	0	0	0	0	0	0
24499	ENSG00000223336.1	RNU2-6P	0	0	0	2	0	5	0	0	0	0	0	0
24500	ENSG00000223341.1	RN7SKP3	0	0	0	0	0	0	0	0	0	0	0	0
24501	ENSG00000223342.2	AL158817.1	0	0	3	0	0	0	0	0	0	0	2	0
24502	ENSG00000223343.1	AC137630.1	3	0	0	3	3	1	0	4	0	0	2	0
24503	ENSG00000223344.1	AL359081.1	0	0	0	0	0	0	0	0	0	0	0	0
24504	ENSG00000223345.3	H2BP1	0	0	0	0	0	0	0	0	0	0	0	0
24505	ENSG00000223349.1	KLF2P3	0	0	0	0	0	0	0	0	0	0	0	0
24506	ENSG00000223350.2	IGLV9-49	0	0	0	0	0	0	0	0	0	0	0	0
24507	ENSG00000223351.5	ZNF385D-AS2	0	0	0	0	0	0	0	0	0	0	0	0
24508	ENSG00000223353.2	AL589763.1	0	0	0	0	0	0	0	0	0	0	0	0
24509	ENSG00000223356.1	AL590666.1	2	0	0	11	0	13	18	0	4	0	4	1
24510	ENSG00000223358.5	EHHADH-AS1	0	0	0	0	0	0	0	1	0	0	0	0
24511	ENSG00000223360.1	AC096559.1	0	0	0	0	0	0	0	0	0	0	0	0
24512	ENSG00000223361.5	FTH1P10	0	0	0	1	0	0	1	0	0	4	0	0
24513	ENSG00000223362.1	CDY15P	0	0	0	0	0	0	0	0	0	0	0	0
24514	ENSG00000223368.2	AL513124.1	0	0	0	0	0	0	0	0	0	0	0	0
24515	ENSG00000223373.1	AC108066.1	0	0	0	0	0	0	0	0	0	0	0	0
24516	ENSG00000223374.1	AC005104.1	0	0	0	0	0	0	0	3	0	0	0	0
24517	ENSG00000223375.1	AC096638.1	0	0	0	0	0	0	0	0	0	0	0	0
24518	ENSG00000223377.1	AC244098.1	0	0	0	0	0	0	0	0	0	0	0	0
24519	ENSG00000223379.1	AL391987.3	11	0	3	0	0	0	0	0	0	5	2	1
24520	ENSG00000223381.2	LINC02661	0	0	0	0	0	0	0	0	0	0	0	0
24521	ENSG00000223382.5	LINC01778	0	0	0	0	0	1	7	1	6	0	0	0
24522	ENSG00000223383.1	H2ACP1	0	0	0	0	0	0	0	0	0	0	0	0
24523	ENSG00000223387.6	LINC02068	0	0	0	0	0	2	0	0	0	0	3	0
24524	ENSG00000223389.1	SDCBP2P1	0	0	0	0	0	0	0	0	0	0	0	0
24525	ENSG00000223390.1	AL445685.1	0	0	0	0	0	3	0	1	0	0	0	0
24526	ENSG00000223391.2	AC006210.1	0	0	0	0	0	0	0	0	0	0	0	0
24527	ENSG00000223392.1	CLDN10-AS1	0	0	0	0	0	1	0	1	0	0	0	0
24528	ENSG00000223393.2	AL118511.1	0	0	0	0	0	0	7	1	4	0	0	0
24529	ENSG00000223394.2	TRBV29OR9-2	0	0	0	0	0	0	0	0	0	0	0	0
24530	ENSG00000223395.2	RBM22P7	0	0	0	0	0	0	0	0	0	0	0	0
24531	ENSG00000223396.4	RPS10P7	28	16	29	66	19	63	65	16	53	15	43	22
24532	ENSG00000223398.1	AC027124.1	0	0	0	0	0	0	0	0	0	0	0	0
24533	ENSG00000223400.1	AP006748.1	0	0	0	0	0	0	0	0	0	0	0	0
24534	ENSG00000223402.1	AC074121.1	0	0	0	0	0	0	0	0	0	0	0	0
24535	ENSG00000223403.6	MEG9	0	0	0	0	0	0	0	2	0	0	0	0
24536	ENSG00000223404.3	LINC00397	0	0	0	0	0	0	0	0	0	0	0	0
24537	ENSG00000223407.1	USP9YP18	0	0	0	0	0	0	0	0	0	0	0	0
24538	ENSG00000223409.1	RPL17P17	0	0	0	0	0	0	0	0	0	0	0	0
24539	ENSG00000223410.1	AL009050.1	0	0	0	0	0	0	0	2	0	0	0	0
24540	ENSG00000223416.3	RPS26P15	0	0	0	0	0	0	0	0	0	0	0	0
24541	ENSG00000223417.8	TRIM49D1	0	0	0	0	0	0	0	0	0	0	0	0
24542	ENSG00000223418.1	AC004554.1	0	0	0	0	0	0	0	0	0	0	0	0
24543	ENSG00000223419.1	AC006022.1	0	0	0	0	0	0	0	0	0	0	0	0
24544	ENSG00000223421.1	AL354854.1	0	0	0	0	0	0	0	0	0	0	0	0
24545	ENSG00000223422.1	AC007274.1	0	0	0	0	0	0	0	0	0	0	0	0
24546	ENSG00000223427.1	RBM7P1	0	3	0	0	0	0	0	0	0	0	0	0
24547	ENSG00000223428.1	AC010997.1	0	0	0	0	0	0	0	0	0	0	0	0
24548	ENSG00000223429.1	AL139156.1	0	0	0	0	0	0	0	0	0	0	0	0
24549	ENSG00000223430.1	AC011243.1	0	0	0	0	0	0	0	0	0	0	0	0
24550	ENSG00000223431.1	MTND6P21	0	0	0	0	0	0	0	0	0	0	0	0
24551	ENSG00000223432.1	AC009988.1	0	1	0	0	0	0	0	0	0	0	0	0
24552	ENSG00000223433.1	RPS29P9	0	0	0	0	0	0	0	0	0	0	0	0
24553	ENSG00000223436.1	AC011625.1	0	0	0	0	0	0	0	0	0	0	0	0
24554	ENSG00000223437.1	TMSB4XP3	0	0	0	0	0	0	0	0	0	0	0	0
24555	ENSG00000223438.1	AC235097.1	0	0	0	0	0	0	0	0	0	0	0	0
24556	ENSG00000223440.1	AL589642.1	0	0	0	33	21	28	0	0	0	0	0	0
24557	ENSG00000223442.1	TH2LCRR	0	0	0	0	0	0	0	1	0	0	0	0
24558	ENSG00000223443.2	USP17L2	1	0	1	0	4	0	0	2	0	2	0	0
24559	ENSG00000223445.1	RPL6P21	0	0	0	0	0	0	0	2	0	0	0	0
24560	ENSG00000223446.2	AL451065.1	0	0	0	0	0	0	0	2	0	0	0	1
24561	ENSG00000223450.1	AL590632.1	0	0	0	0	0	0	0	0	0	0	0	0
24562	ENSG00000223452.3	HMGN2P18	0	0	0	1	0	2	0	0	0	0	0	0
24563	ENSG00000223455.1	AL355298.1	0	0	0	0	0	0	0	0	0	0	0	0
24564	ENSG00000223457.1	HTATSF1P1	0	0	0	0	0	0	0	0	0	0	0	0
24565	ENSG00000223458.2	LMO7DN-IT1	0	0	0	0	0	0	0	0	0	0	0	0
24566	ENSG00000223459.6	TCAF1P1	0	1	0	0	0	0	14	5	9	0	0	0
24567	ENSG00000223460.1	GAPDHP69	0	0	0	0	0	1	1	0	1	0	0	2
24568	ENSG00000223461.1	AC004471.1	0	0	0	0	0	0	3	0	1	0	0	0
24569	ENSG00000223462.2	AL353801.1	0	0	0	0	0	0	0	0	0	0	0	0
24570	ENSG00000223466.2	LINC01825	1	1	0	4	12	2	13	1	2	0	0	0
24571	ENSG00000223467.2	CALM1P1	0	0	0	0	0	0	0	0	0	0	0	0
24572	ENSG00000223469.1	AL157371.1	0	0	0	0	0	0	0	0	0	0	0	0
24573	ENSG00000223470.3	LINC02629	0	0	0	0	0	0	0	0	0	0	0	0
24574	ENSG00000223475.1	AC099681.1	0	0	0	0	0	1	0	0	0	0	0	0
24575	ENSG00000223476.1	VN1R42P	0	0	0	1	0	1	0	0	0	3	0	0
24576	ENSG00000223478.1	AL441992.2	1	0	0	13	3	9	0	3	0	5	1	6
24577	ENSG00000223479.3	LINC02238	0	0	0	0	0	0	0	0	0	0	0	0
24578	ENSG00000223482.8	NUTM2A-AS1	616	104	600	654	308	573	987	251	767	399	628	405
24579	ENSG00000223484.7	TRPC6P	0	0	0	0	0	0	0	0	0	0	0	0
24580	ENSG00000223485.4	LINC01615	0	0	0	6	0	4	0	0	0	0	0	0
24581	ENSG00000223486.1	AC092198.1	0	0	0	0	0	0	0	0	0	0	0	0
24582	ENSG00000223487.1	FRMPD4-AS1	0	0	0	0	0	0	0	0	0	0	0	0
24583	ENSG00000223488.2	MAPK6P2	0	0	0	0	0	0	0	0	0	0	0	0
24584	ENSG00000223489.1	NEFHP1	0	4	0	0	1	0	0	0	0	0	1	0
24585	ENSG00000223490.2	CHCHD2P5	0	0	0	0	0	0	0	0	0	0	0	0
24586	ENSG00000223492.1	AL391097.1	0	0	0	0	0	0	0	0	0	0	0	0
24587	ENSG00000223495.2	AC239859.2	0	0	0	0	0	0	8	0	5	0	0	0
24588	ENSG00000223496.3	EXOSC6	552	69	447	429	88	357	749	304	542	458	463	441
24589	ENSG00000223497.1	H2BL1P	0	0	0	0	0	0	0	0	0	0	0	0
24590	ENSG00000223498.1	AL929302.2	0	0	0	0	0	0	0	0	0	0	0	0
24591	ENSG00000223500.1	RNF14P4	0	0	0	1	0	0	0	0	0	0	0	0
24592	ENSG00000223501.9	VPS52	292	25	253	703	141	695	632	189	424	223	632	230
24593	ENSG00000223502.1	AL731537.1	0	3	0	2	0	1	15	0	10	1	1	1
24594	ENSG00000223503.1	AL353807.1	0	0	0	0	0	0	0	0	0	0	0	0
24595	ENSG00000223504.1	AL646090.1	0	0	0	0	0	0	0	0	0	0	0	0
24596	ENSG00000223505.2	AC114402.1	0	0	0	0	0	0	0	0	0	0	0	0
24597	ENSG00000223506.2	SLC20A1P1	0	0	0	0	0	0	0	0	0	0	0	0
24598	ENSG00000223508.5	RPL23AP53	6	17	10	15	0	10	0	2	0	3	3	2
24599	ENSG00000223509.8	AC135983.3	77	2	93	11	1	14	120	17	111	41	68	43
24600	ENSG00000223510.7	CDRT15	0	0	0	0	0	0	0	0	0	0	0	0
24601	ENSG00000223511.7	AL683807.1	3	7	6	2	10	3	8	5	2	4	6	6
24602	ENSG00000223513.1	ATP6V0E1P2	0	0	0	0	0	0	0	0	0	0	0	1
24603	ENSG00000223514.1	AC004866.1	0	0	0	0	0	0	0	0	0	0	0	0
24604	ENSG00000223516.1	AFF2-IT1	3	0	5	0	0	1	0	0	0	4	1	2
24605	ENSG00000223517.1	AC010723.1	0	0	0	0	0	0	0	0	0	0	0	0
24606	ENSG00000223518.5	CSNK1A1P1	0	0	0	0	0	0	0	0	0	0	0	0
24607	ENSG00000223519.8	KIF28P	0	0	0	0	0	0	0	0	0	0	0	0
24608	ENSG00000223522.2	AC093690.1	3	0	7	5	3	3	5	22	5	1	4	1
24609	ENSG00000223523.1	AC092598.1	0	0	0	1	0	1	0	0	0	0	0	0
24610	ENSG00000223525.1	RABGAP1L-IT1	13	21	14	8	6	11	4	12	1	0	2	6
24611	ENSG00000223528.7	AL359094.1	0	0	0	0	0	0	3	0	3	0	0	0
24612	ENSG00000223529.1	EEF1A1P8	10	0	4	4	1	4	13	0	5	2	3	2
24613	ENSG00000223530.1	AC012506.1	0	0	0	0	0	0	0	0	0	0	0	0
24614	ENSG00000223534.1	HLA-DQB1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
24615	ENSG00000223536.6	AC008164.1	0	0	0	1	0	0	0	0	0	0	1	0
24616	ENSG00000223537.3	AL109947.1	0	0	0	0	0	0	0	0	0	0	0	0
24617	ENSG00000223538.2	AC079602.2	0	0	0	0	0	0	0	0	0	0	0	0
24618	ENSG00000223539.4	AC011431.1	0	0	0	0	0	0	0	0	0	0	0	0
24619	ENSG00000223540.1	RPS15AP5	0	0	0	0	0	0	0	0	0	0	0	0
24620	ENSG00000223542.1	AL024497.1	0	0	0	0	0	0	0	0	0	0	0	0
24621	ENSG00000223543.1	TCEAL4P1	2	0	0	0	7	0	0	0	0	0	0	0
24622	ENSG00000223544.1	AC005838.1	0	0	0	0	0	0	0	0	0	0	0	0
24623	ENSG00000223546.7	LINC00630	437	34	430	254	215	311	575	108	416	343	241	335
24624	ENSG00000223547.10	ZNF844	43	22	42	30	76	20	146	96	90	24	32	28
24625	ENSG00000223548.1	ACSL6-AS1	0	0	0	0	0	0	0	0	0	0	0	0
24626	ENSG00000223549.1	MTND5P28	0	0	0	0	0	0	0	0	0	0	0	0
24627	ENSG00000223550.1	SNRPBP1	0	0	1	0	0	0	0	0	0	0	0	0
24628	ENSG00000223551.1	TMSB4XP4	0	0	4	6	8	1	7	1	3	1	8	5
24629	ENSG00000223552.1	CCR5AS	3	0	3	43	16	37	19	6	12	12	1	12
24630	ENSG00000223553.6	SMPD4P1	0	1	1	2	0	3	2	12	2	2	3	0
24631	ENSG00000223554.1	AC078851.1	0	0	0	0	0	0	0	0	0	0	0	0
24632	ENSG00000223555.1	USP9YP23	0	0	0	0	0	0	0	0	0	0	0	0
24633	ENSG00000223558.1	TRIM60P17	0	0	0	0	0	0	0	0	0	0	0	0
24634	ENSG00000223559.1	AC073136.1	0	0	0	0	0	0	0	0	0	1	0	1
24635	ENSG00000223561.7	AC005165.1	0	1	0	6	9	2	0	1	0	1	4	2
24636	ENSG00000223563.1	AP001599.1	0	0	0	0	0	0	0	0	0	0	0	0
24637	ENSG00000223564.1	CYP4F32P	0	0	0	0	0	0	0	0	0	0	0	0
