chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
chr3	134100435	134100484	2321458:SINE:AluY	0	-	134100435	134100484	0	1	50	0	-4.23410650459726	0.156028991030034
chr1	75536977	75537035	232433:SINE:AluY	0	+	75536977	75537035	0	1	59	0	0.510825627434236	0.673244854564027
chr3	143773588	143773637	2328464:SINE:AluSx	0	-	143773588	143773637	0	1	50	0	0.693147183454676	0.510532398258409
chr1	511529	511578	232:SINE:AluSx	0	-	511529	511578	0	1	50	0	0.337553902491953	0.824433144658187
chr1	76459345	76459394	233048:SINE:AluY	0	+	76459345	76459394	0	1	50	0	-1.60943791242473	0.0900182806914755
chr3	149477065	149477114	2331640:SINE:AluJb	0	-	149477065	149477114	0	1	50	0	-0.451985123743057	0.354120754239151
chr3	152687722	152687771	2333880:SINE:AluSx	0	-	152687722	152687771	0	1	50	0	1.08221847889243	0.676150135526387
chr3	153207468	153207517	2334279:SINE:AluSx	0	-	153207468	153207517	0	1	50	0	4.45434729896375	0.000235256801390804
chr3	158674094	158674242	2337719:SINE:AluSx	0	-	158674094	158674242	0	1	149	0	1.09861229049579	0.37859504913205
chr3	160555995	160556044	2339048:SINE:AluSx	0	-	160555995	160556044	0	1	50	0	2.67414865655084	0.0264312087433044
chr3	161532935	161532984	2339759:SINE:AluSx	0	-	161532935	161532984	0	1	50	0	-0.405465108627912	0.655573054950458
chr3	161969337	161969386	2340037:SINE:AluY	0	-	161969337	161969386	0	1	50	0	-19.9957322735559	0.154865741944241
chr3	162108690	162108739	2340119:SINE:AluSx	0	-	162108690	162108739	0	1	50	0	-0.693147180550579	0.435259994374782
chr3	164693246	164693295	2341381:SINE:AluY	0	-	164693246	164693295	0	1	50	0	-5.31320598037566	0.029434353243342
chr3	172505787	172505936	2346116:SINE:AluSx	0	-	172505787	172505936	0	1	150	0	2.06369318470774	0.0650605046018286
chr3	172505987	172506036	2346116:SINE:AluSx	0	-	172505987	172506036	0	1	50	0	-1.7340184745382	0.0474866640131059
chr3	179594758	179594807	2350817:SINE:AluSx	0	-	179594758	179594807	0	1	50	0	-2.28238238567653	0.432539394065334
chr3	179612737	179612786	2350842:SINE:AluY	0	-	179612737	179612786	0	1	50	0	1.27145510150752	0.640022622269276
chr3	183001622	183001671	2353202:SINE:AluJb	0	-	183001622	183001671	0	1	50	0	0.405465108108165	0.538224131425072
chr3	184008998	184009047	2354065:SINE:AluJb	0	-	184008998	184009047	0	1	50	0	0.405465108466886	0.624379206107207
chr3	185330105	185330154	2355179:SINE:AluY	0	-	185330105	185330154	0	1	50	0	0.875468741675776	0.493529361429915
chr3	189494379	189494428	2358654:SINE:AluY	0	-	189494379	189494428	0	1	50	0	-0.405465108466886	0.738433928591041
chr3	191153248	191153297	2359725:SINE:AluSx	0	-	191153248	191153297	0	1	50	0	0.571786323555678	0.811929273205843
chr3	195068736	195068885	2362373:SINE:AluJb	0	-	195068736	195068885	0	1	150	0	-1.3535045382969	0.439572740499542
chr3	196188803	196188852	2363229:SINE:AluSx	0	-	196188803	196188852	0	1	50	0	-2.94443897916644	0.23569492852277
chr3	196638675	196638724	2363682:SINE:AluJb	0	-	196638675	196638724	0	1	50	0	0.0645385211375718	0.959893460020557
chr3	196764086	196764135	2363815:SINE:AluY	0	-	196764086	196764135	0	1	50	0	-4.51815880899846	0.183366506408848
chr3	197538501	197538600	2364408:SINE:AluSx	0	-	197538501	197538600	0	1	100	0	-2.5743244174944	0.386379100714068
chr3	198000593	198000642	2364806:SINE:AluSx	0	-	198000593	198000642	0	1	50	0	6.65415481747402e-17	0.99999996637168
chr3	6721007	6721056	2369467:SINE:AluY	0	+	6721007	6721056	0	1	50	0	1.09861228865874	0.308614648814082
chr3	6778528	6778577	2369508:SINE:AluSx	0	+	6778528	6778577	0	1	50	0	-1.09861228917849	0.409122063998827
chr3	6901570	6901630	2369577:SINE:AluSx	0	+	6901570	6901630	0	1	61	0	2.38646658135504	0.115892863726924
chr3	7167790	7167839	2369742:SINE:AluY	0	+	7167790	7167839	0	1	50	0	-1.49339498689172e-09	1
chr3	9384966	9385015	2371449:SINE:AluSx	0	+	9384966	9385015	0	1	50	0	-0.518260602253623	0.464015472719855
chr3	9388036	9388085	2371451:SINE:AluSx	0	+	9388036	9388085	0	1	50	0	-1.26206536115768	0.662130521093628
chr3	9437823	9437872	2371472:SINE:AluSx	0	+	9437823	9437872	0	1	50	0	2.77258872223978	0.270283595347559
chr3	9479934	9479983	2371499:SINE:AluSx	0	+	9479934	9479983	0	1	50	0	-23.2188758248672	0.0108871855200042
chr3	9941761	9941817	2372019:SINE:AluY	0	+	9941761	9941817	0	1	57	0	-1.99243016479004	0.109117606520835
chr3	9987140	9987189	2372060:SINE:AluY	0	+	9987140	9987189	0	1	50	0	-3.71008166343851	0.039313748343115
chr3	10050857	10050906	2372123:SINE:AluSx	0	+	10050857	10050906	0	1	50	0	-1.02961942205766	0.404137005398063
chr3	12449274	12449323	2374290:SINE:AluJb	0	+	12449274	12449323	0	1	50	0	-1.79175947120739	0.294753268402098
chr3	15589805	15589854	2377054:SINE:AluSx	0	+	15589805	15589854	0	1	50	0	4.81218435536601	1.66848899626482e-05
chr3	15803539	15803588	2377216:SINE:AluSx	0	+	15803539	15803588	0	1	50	0	-19.8675344504559	0.157615109841254
chr1	84453737	84453786	237815:SINE:AluSx	0	+	84453737	84453786	0	1	50	0	-1.09861228917849	0.409122063998827
chr3	21066236	21066285	2380628:SINE:AluSx	0	+	21066236	21066285	0	1	50	0	-1.60943791391813	0.318465778501576
chr3	22067844	22067893	2381217:SINE:AluSx	0	+	22067844	22067893	0	1	50	0	-0.396315913454576	0.807039847246296
chr3	25446774	25446832	2383447:SINE:AluY	0	+	25446774	25446832	0	1	59	0	0.980829252491979	0.129279675888123
chr3	25601438	25601487	2383539:SINE:AluSx	0	+	25601438	25601487	0	1	50	0	-2.00533356952611	0.445636219082432
chr3	27429936	27429985	2384658:SINE:AluJb	0	+	27429936	27429985	0	1	50	0	-2.8327536861517	0.13158281452792
chr3	29082701	29082750	2385821:SINE:AluY	0	+	29082701	29082750	0	1	50	0	1.09861228865874	0.308614648814082
chr3	31296505	31296554	2387165:SINE:AluJb	0	+	31296505	31296554	0	1	50	0	-0.610909082322973	0.634951096689813
chr3	32293666	32293715	2387956:SINE:AluSx	0	+	32293666	32293715	0	1	50	0	1.09861228917849	0.409123255361004
chr3	35747271	35747320	2390413:SINE:AluSx	0	+	35747271	35747320	0	1	50	0	-0.405465108627912	0.655573054950458
chr3	39290742	39290791	2392798:SINE:AluSx	0	+	39290742	39290791	0	1	50	0	1.386294354409	0.345561107448299
chr3	40517363	40517412	2393626:SINE:AluSx	0	+	40517363	40517412	0	1	50	0	-2.34788485222371	0.312134952702789
chr3	41215348	41215400	2394080:SINE:AluSx	0	+	41215348	41215400	0	1	53	0	-1.38629436210067	0.353079968112576
chr3	42112347	42112396	2394800:SINE:AluSx	0	+	42112347	42112396	0	1	50	0	-3.76120011579237	0.0454091902537814
chr3	44644409	44644508	2396611:SINE:AluSx	0	+	44644409	44644508	0	1	100	0	1.30961899346092	0.731841030522246
chr3	47755679	47755728	2399112:SINE:AluSx	0	+	47755679	47755728	0	1	50	0	1.60943791242473	0.0789947658660107
chr3	48740985	48741034	2400108:SINE:AluSx	0	+	48740985	48741034	0	1	50	0	-1.09861228917849	0.409122063998827
chr3	48821838	48821887	2400206:SINE:AluSx	0	+	48821838	48821887	0	1	50	0	-1.09861229065681	0.353422115680334
chr3	48905586	48905635	2400325:SINE:AluJb	0	+	48905586	48905635	0	1	50	0	0.916290731713129	0.115573971222339
chr3	50173244	50173293	2401410:SINE:AluSx	0	+	50173244	50173293	0	1	50	0	0.446850324271018	0.768771171596081
chr3	50582496	50582595	2401629:SINE:MIRb	0	+	50582496	50582595	0	1	100	0	2.30258509895146	0.153046451077512
chr3	52414779	52414828	2402736:SINE:AluJb	0	+	52414779	52414828	0	1	50	0	-4.55387689160054	0.148471103254874
chr3	52596410	52596470	2402833:SINE:AluSx	0	+	52596410	52596470	0	1	61	0	2.68815666064087	0.029638436424423
chr3	53208257	53208306	2403414:SINE:AluSx	0	+	53208257	53208306	0	1	50	0	1.94591015481599	0.357322925333259
chr3	54204767	54204827	2404081:SINE:AluSx	0	+	54204767	54204827	0	1	61	0	-1.79175947446939	0.380054169306605
chr3	56794408	56794457	2405901:SINE:AluSx	0	+	56794408	56794457	0	1	50	0	0.847297859867456	0.235559122095311
chr3	57301200	57301249	2406315:SINE:AluJb	0	+	57301200	57301249	0	1	50	0	-2.0794415421971	0.157176433421842
chr3	57473407	57473500	2406501:SINE:AluSx	0	+	57473407	57473500	0	1	94	0	0.69314718039892	0.216429154340501
chr3	58196515	58196569	2407239:SINE:AluY	0	+	58196515	58196569	0	1	55	0	-1.60943791242473	0.113182545685405
chr1	88657229	88657288	240780:SINE:AluY	0	+	88657229	88657288	0	1	60	0	2.78180537764402	0.0364937914243803
chr3	60971188	60971237	2409090:SINE:AluSx	0	+	60971188	60971237	0	1	50	0	-0.69314718039892	0.412717579081205
chr1	88856240	88856300	240933:SINE:AluSx	0	+	88856240	88856300	0	1	61	0	1.3862943611199	0.00414387596230548
chr1	88872424	88872484	240947:SINE:AluSx	0	+	88872424	88872484	0	1	61	0	-3.2188758248642	0.0475026273541969
chr3	61542999	61543048	2409548:SINE:AluJb	0	+	61542999	61543048	0	1	50	0	-1.938519129272	0.148646152798984
chr3	61677069	61677118	2409650:SINE:AluSx	0	+	61677069	61677118	0	1	50	0	2.24689618862996	0.163790431241704
chr3	62576725	62576774	2410237:SINE:AluSx	0	+	62576725	62576774	0	1	50	0	0.980829255906457	0.406436115382011
chr3	66388068	66388123	2413330:SINE:AluY	0	+	66388068	66388123	0	1	56	0	0.405465107947139	0.513057648222929
chr3	66434717	66434775	2413353:SINE:AluSx	0	+	66434717	66434775	0	1	59	0	1.38629436210067	0.329465065751179
chr1	89593095	89593244	241378:SINE:AluSx	0	+	89593095	89593244	0	1	150	0	2.73495765417874	0.233234064188431
chr1	89593295	89593391	241378:SINE:AluSx	0	+	89593295	89593391	0	1	97	0	0.432864082296279	0.444022362056805
chr1	89974209	89974258	241663:SINE:AluSx	0	+	89974209	89974258	0	1	50	0	2.30258509298468	0.0106595024370789
chr3	72722514	72722608	2418064:SINE:AluJb	0	+	72722514	72722608	0	1	95	0	-1.79175947120739	0.294753268402097
chr3	72722518	72722567	2418065:SINE:AluY	0	+	72722518	72722567	0	1	50	0	-1.79175947120739	0.294753268402097
chr3	72875950	72876007	2418207:SINE:AluJb	0	+	72875950	72876007	0	1	58	0	2.70805020109284	0.00156649048349566
chr3	74437379	74437428	2419331:SINE:AluY	0	+	74437379	74437428	0	1	50	0	1.38629436210067	0.329465065751179
chr3	75532272	75532321	2420022:SINE:AluY	0	+	75532272	75532321	0	1	50	0	1.09861228917849	0.409123255361005
chr3	77669755	77669804	2421029:SINE:AluSx	0	+	77669755	77669804	0	1	50	0	-0.693147180550579	0.435259994374782
chr3	81768914	81768972	2423324:SINE:AluY	0	+	81768914	81768972	0	1	59	0	-0.495321437762811	0.27329409133016
chr3	85188852	85188901	2425102:SINE:AluY	0	+	85188852	85188901	0	1	50	0	-0.405465107836434	0.530712352369357
chr3	85693501	85693550	2425318:SINE:AluY	0	+	85693501	85693550	0	1	50	0	0.405465107947139	0.513057648230767
chr3	86091492	86091541	2425464:SINE:AluY	0	+	86091492	86091541	0	1	50	0	-2.36712361361187	0.00723730892814511
chr3	88651177	88651236	2426819:SINE:AluY	0	+	88651177	88651236	0	1	60	0	0.218545526536946	0.270790721524105
chr3	90035192	90035252	2427458:SINE:AluSx	0	+	90035192	90035252	0	1	61	0	0.693147181389062	0.440914528291512
chr3	93859118	93859178	2427781:SINE:AluSx	0	+	93859118	93859178	0	1	61	0	0.916290733206524	0.333430314857189
chr3	94379831	94379880	2428120:SINE:AluSx	0	+	94379831	94379880	0	1	50	0	2.41591377830105	0.333844895488103
chr3	97492515	97492574	2429609:SINE:AluSx	0	+	97492515	97492574	0	1	60	0	2.24485262632516	0.000140769963573484
chr1	91962128	91962187	243070:SINE:AluY	0	+	91962128	91962187	0	1	60	0	-1.13635261673579	0.342216022385937
chr3	100397811	100397902	2431186:SINE:AluSx	0	+	100397811	100397902	0	1	92	0	-1.09861229049579	0.482175847717998
chr3	100721923	100721972	2431366:SINE:AluSx	0	+	100721923	100721972	0	1	50	0	-6.3026189757449	0.120744152620606
chr3	101608617	101608666	2431977:SINE:AluSx	0	+	101608617	101608666	0	1	50	0	0.847297859867456	0.235559122095311
chr3	101703006	101703055	2432064:SINE:AluSx	0	+	101703006	101703055	0	1	50	0	-0.693147180550579	0.435259994374782
chr3	103953589	103953649	2433314:SINE:AluJb	0	+	103953589	103953649	0	1	61	0	1.87180217674057	0.00211905542302138
chr3	103957939	103957988	2433319:SINE:AluY	0	+	103957939	103957988	0	1	50	0	0.762140052064672	0.394994579062644
chr3	104605456	104605553	2433629:SINE:AluSx	0	+	104605456	104605553	0	1	98	0	-0.405465107947139	0.655619382616321
chr1	92388463	92388580	243402:SINE:7SLRNA	0	+	92388463	92388580	0	1	118	0	-2.21784386453895	0.0387839842030677
chr3	109303969	109304018	2436592:SINE:AluSx	0	+	109303969	109304018	0	1	50	0	1.09861228917849	0.409123255361005
chr3	109332913	109332962	2436630:SINE:AluSx	0	+	109332913	109332962	0	1	50	0	1.0330150061823	0.575041619353275
chr3	112965583	112965632	2438653:SINE:AluSx	0	+	112965583	112965632	0	1	50	0	-1.94591014904595	0.0281405779881316
chr3	114164197	114164257	2439540:SINE:AluSx	0	+	114164197	114164257	0	1	61	0	0.22314355131421	0.673865075526332
chr3	114270881	114270939	2439610:SINE:AluY	0	+	114270881	114270939	0	1	59	0	-0.693147180550579	0.435259994374782
chr3	115675732	115675792	2440447:SINE:AluSx	0	+	115675732	115675792	0	1	61	0	1.73460105486853	0.154291636015045
chr1	93181138	93181237	244136:SINE:7SLRNA	0	+	93181138	93181237	0	1	100	0	2.48490665633791	0.130773033552713
chr3	117660823	117660872	2441602:SINE:MIRc	0	+	117660823	117660872	0	1	50	0	-1.25276296833434	0.0894761448022957
chr3	119470396	119470445	2442778:SINE:AluSx	0	+	119470396	119470445	0	1	50	0	1.09861228866811	0.645948060138326
chr3	121495664	121495713	2444126:SINE:AluY	0	+	121495664	121495713	0	1	50	0	-1.09861228917849	0.409122063998827
chr3	122614959	122615008	2445029:SINE:AluJb	0	+	122614959	122615008	0	1	50	0	-4.18459143955176	0.0235142221624806
chr3	124146748	124146797	2446160:SINE:AluSx	0	+	124146748	124146797	0	1	50	0	-1.50407739677683	0.0370587551019584
chr3	124961608	124961668	2446753:SINE:AluJb	0	+	124961608	124961668	0	1	61	0	1.60943791391813	0.263554986322901
chr3	125330435	125330490	2447062:SINE:AluJb	0	+	125330435	125330490	0	1	56	0	1.50407739661525	0.0165006959937298
chr3	125570484	125570537	2447329:SINE:AluJb	0	+	125570484	125570537	0	1	54	0	-2.56494936206247	0.225186906060425
chr3	125581666	125581720	2447340:SINE:AluSx	0	+	125581666	125581720	0	1	55	0	-0.405465108466886	0.738433928591041
chr3	127623856	127623905	2448772:SINE:AluSx	0	+	127623856	127623905	0	1	50	0	-1.65976298886488	0.324260861574561
chr3	128088229	128088280	2449162:SINE:AluSx	0	+	128088229	128088280	0	1	52	0	4.91998092582812	0.00171923360301596
chr3	128501863	128501962	2449425:SINE:AluJb	0	+	128501863	128501962	0	1	100	0	-0.997443053669024	0.483803425985231
chr3	128502013	128502086	2449425:SINE:AluJb	0	+	128502013	128502086	0	1	74	0	0.266420455855699	0.462394884800553
chr3	128927016	128927109	2449835:SINE:AluSx	0	+	128927016	128927109	0	1	94	0	1.85629799643842	0.407992474087572
chr3	128972680	128972729	2449887:SINE:AluSx	0	+	128972680	128972729	0	1	50	0	-1.09861228865874	0.308614648777446
chr3	129137737	129137786	2450045:SINE:AluY	0	+	129137737	129137786	0	1	50	0	0.405465107947139	0.513057648227408
chr3	130740507	130740556	2451379:SINE:AluSx	0	+	130740507	130740556	0	1	50	0	-0.852777326151829	0.721607335321438
chr3	133666757	133666806	2453431:SINE:AluY	0	+	133666757	133666806	0	1	50	0	-2.16905370036952	0.315954322979824
chr3	135188019	135188068	2454379:SINE:AluSx	0	+	135188019	135188068	0	1	50	0	1.09861228917849	0.409123255361005
chr1	95087976	95088025	245527:SINE:AluJb	0	+	95087976	95088025	0	1	50	0	-1.38629436210067	0.353079968112577
chr3	136747019	136747068	2455637:SINE:AluSx	0	+	136747019	136747068	0	1	50	0	-1.38629436210067	0.353079968112577
chr3	136948215	136948268	2455795:SINE:MIRb	0	+	136948215	136948268	0	1	54	0	2.24070968927596	0.014367011111032
chr3	138568901	138568950	2456915:SINE:AluSx	0	+	138568901	138568950	0	1	50	0	-0.693147180832164	0.413134770907948
chr3	138817021	138817070	2457185:SINE:AluSx	0	+	138817021	138817070	0	1	50	0	-1.31282720923802	0.374777953597523
chr3	138892599	138892648	2457284:SINE:AluY	0	+	138892599	138892648	0	1	50	0	-0.559615787692729	0.369055039033304
chr3	140728914	140728963	2458485:SINE:AluY	0	+	140728914	140728963	0	1	50	0	0.510825623246243	0.536890485446961
chr3	141627985	141628044	2459080:SINE:AluSx	0	+	141627985	141628044	0	1	60	0	2.87285817540345	0.21559650853209
chr1	28149534	28149633	24604:SINE:AluSx	0	-	28149534	28149633	0	1	100	0	1.61415118674356	0.274788749504589
chr1	96084071	96084167	246085:SINE:AluY	0	+	96084071	96084167	0	1	97	0	1.38629436210067	0.329465065751179
chr3	149032883	149032932	2463534:SINE:AluY	0	+	149032883	149032932	0	1	50	0	0.693147181389061	0.440914528304609
chr3	149238197	149238246	2463690:SINE:AluY	0	+	149238197	149238246	0	1	50	0	3.15607492911041	0.104852858149724
chr3	149322839	149322888	2463742:SINE:MIRc	0	+	149322839	149322888	0	1	50	0	-0.0139862419747398	0.989504395223078
chr3	151218839	151218899	2465141:SINE:AluSx	0	+	151218839	151218899	0	1	61	0	0.336472236621213	0.568379510353383
chr3	155551415	155551473	2467810:SINE:AluSx	0	+	155551415	155551473	0	1	59	0	-1.65455834771771	0.103993754632173
chr3	155816048	155816108	2468062:SINE:AluSx	0	+	155816048	155816108	0	1	61	0	-0.967584026261706	0.118495651026221
chr1	97374691	97374750	246831:SINE:AluY	0	+	97374691	97374750	0	1	60	0	-0.271933710133866	0.840654277445912
chr3	157838918	157838967	2469303:SINE:AluY	0	+	157838918	157838967	0	1	50	0	-1.01160091149511	0.105600304902382
chr1	97599794	97599843	246983:SINE:AluSx	0	+	97599794	97599843	0	1	50	0	-2.39789527679775	0.236984354106747
chr3	161425632	161425681	2471609:SINE:AluSx	0	+	161425632	161425681	0	1	50	0	0.449500325498642	0.0954546876469674
chr3	161529193	161529252	2471678:SINE:AluY	0	+	161529193	161529252	0	1	60	0	3.72051654078746	0.0261746441262121
chr3	162261406	162261455	2472048:SINE:AluSx	0	+	162261406	162261455	0	1	50	0	1.09861228865874	0.308614648814082
chr3	167886501	167886550	2474961:SINE:AluSx	0	+	167886501	167886550	0	1	50	0	-0.166126870876334	0.819952269292188
chr3	170150466	170150515	2476304:SINE:AluY	0	+	170150466	170150515	0	1	50	0	0.336472236650737	0.568379510353585
chr3	173074950	173074999	2478350:SINE:AluSx	0	+	173074950	173074999	0	1	50	0	1.20397281044438	0.360788453323908
chr3	176133181	176133240	2479894:SINE:AluY	0	+	176133181	176133240	0	1	60	0	1.79175947120739	0.214928347684519
chr3	177232088	177232137	2480706:SINE:AluSx	0	+	177232088	177232137	0	1	50	0	-0.234193387500795	0.874438755487985
chr3	179756345	179756394	2482429:SINE:AluSx	0	+	179756345	179756394	0	1	50	0	-3.36729583133836	0.0918421059810196
chr1	99622622	99622671	248256:SINE:AluSx	0	+	99622622	99622671	0	1	50	0	2.07944154167052	0.038457278524775
chr3	180717078	180717175	2483088:SINE:AluY	0	+	180717078	180717175	0	1	98	0	-1.79175946921869	0.0518370294330491
chr3	181969415	181969475	2484016:SINE:AluSx	0	+	181969415	181969475	0	1	61	0	0.847297859867465	0.395243561401411
chr3	182731418	182731467	2484507:SINE:AluSx	0	+	182731418	182731467	0	1	50	0	-19.5958899177164	0.156148378222103
chr3	182762581	182762640	2484529:SINE:AluY	0	+	182762581	182762640	0	1	60	0	-0.559615786945281	0.368111800152234
chr3	183040037	183040086	2484752:SINE:AluSx	0	+	183040037	183040086	0	1	50	0	-1.38629436210067	0.353079968112577
chr3	183822179	183822228	2485478:SINE:AluJb	0	+	183822179	183822228	0	1	50	0	-0.693147181389062	0.610642798255842
chr1	100003386	100003444	248563:SINE:AluSx	0	+	100003386	100003444	0	1	59	0	-20.007333185234	0.157309410954469
chr3	184251054	184251111	2485906:SINE:AluSx	0	+	184251054	184251111	0	1	58	0	1.65822808288395	0.275505597395045
chr3	184539674	184539723	2486136:SINE:AluSx	0	+	184539674	184539723	0	1	50	0	-0.693147180550579	0.435259994374782
chr3	185292125	185292174	2486704:SINE:AluSx	0	+	185292125	185292174	0	1	50	0	1.02262637347436	0.505850197873902
chr3	185526350	185526418	2486905:SINE:7SLRNA	0	+	185526350	185526418	0	1	69	0	-0.693147180550579	0.435259994374782
chr3	185526341	185526390	2486906:SINE:AluSx	0	+	185526341	185526390	0	1	50	0	-0.693147180550579	0.435259994374782
chr3	185528986	185529035	2486909:SINE:AluY	0	+	185528986	185529035	0	1	50	0	-0.693147180550579	0.435259994374782
chr3	185543028	185543077	2486928:SINE:AluSx	0	+	185543028	185543077	0	1	50	0	2.07944154167052	0.0384572785247748
chr1	28363961	28364010	24880:SINE:AluSx	0	-	28363961	28364010	0	1	50	0	5.48893772615669	0.00061408395312712
chr3	187190887	187190936	2488340:SINE:AluJb	0	+	187190887	187190936	0	1	50	0	0.516216472339943	0.582422810290652
chr3	187626457	187626506	2488681:SINE:AluSx	0	+	187626457	187626506	0	1	50	0	1.09861228917849	0.409123255361005
chr1	100595772	100595821	249057:SINE:AluSx	0	+	100595772	100595821	0	1	50	0	1.40649706843741	0.332854695047171
chr3	193816433	193816482	2492887:SINE:AluSx	0	+	193816433	193816482	0	1	50	0	0.693147181389061	0.440914528290803
chr3	195294507	195294556	2494120:SINE:AluSx	0	+	195294507	195294556	0	1	50	0	-2.39789527679775	0.236984354106748
chr1	101226299	101226348	249450:SINE:AluSx	0	+	101226299	101226348	0	1	50	0	-24.6888794541139	0.00344621433843495
chr3	195862598	195862647	2494761:SINE:AluSx	0	+	195862598	195862647	0	1	50	0	1.36687627526279	0.346564653540664
chr3	196245765	196245814	2495145:SINE:AluSx	0	+	196245765	196245814	0	1	50	0	-1.60943791391813	0.318465778501576
chr3	196417676	196417725	2495346:SINE:AluJb	0	+	196417676	196417725	0	1	50	0	0.287682072723628	0.70736849975425
chr3	196529536	196529585	2495475:SINE:AluSx	0	+	196529536	196529585	0	1	50	0	-2.04735322712833	0.231068758125468
chr3	196633279	196633328	2495561:SINE:AluSx	0	+	196633279	196633328	0	1	50	0	-0.842182759720433	0.603422168184568
chr3	196907990	196908039	2495837:SINE:AluJb	0	+	196907990	196908039	0	1	50	0	-1.42796705752046	0.602339171979891
chr3	197703369	197703428	2496479:SINE:AluY	0	+	197703369	197703428	0	1	60	0	2.85811089964278	0.083580449067776
chr4	780300	780399	2497416:SINE:AluSx	0	-	780300	780399	0	1	100	0	-1.29427546239964	0.647352691194795
chr4	780450	780499	2497416:SINE:AluSx	0	-	780450	780499	0	1	50	0	-2.29075063534704	0.414365260992836
chr4	2601283	2601332	2498465:SINE:AluSx	0	-	2601283	2601332	0	1	50	0	1.38629436111052	0.144046698987186
chr4	2938763	2938812	2498790:SINE:AluJb	0	-	2938763	2938812	0	1	50	0	-2.29000631078719	0.441697283527069
chr4	3806397	3806446	2499342:SINE:AluSx	0	-	3806397	3806446	0	1	50	0	2.92755076113792	0.354462853807364
chr4	6757042	6757091	2501784:SINE:AluJb	0	-	6757042	6757091	0	1	50	0	-0.693147180550579	0.435259994374782
chr4	7269991	7270040	2502227:SINE:AluSx	0	-	7269991	7270040	0	1	50	0	-0.693147180040198	0.317047997662186
chr4	7598073	7598122	2502464:SINE:AluSx	0	-	7598073	7598122	0	1	50	0	-2.32320437348585	0.125183999203202
chr4	7874563	7874612	2502627:SINE:AluY	0	-	7874563	7874612	0	1	50	0	0.405465108466886	0.624379206107207
chr4	8512171	8512220	2503054:SINE:AluSx	0	-	8512171	8512220	0	1	50	0	2.36712361413162	0.306812001792343
chr4	10716829	10716878	2504383:SINE:AluSx	0	-	10716829	10716878	0	1	50	0	-0.693147180550579	0.435259994374782
chr4	13809203	13809252	2506511:SINE:AluSx	0	-	13809203	13809252	0	1	50	0	-1.38629436210067	0.353079968112578
chr1	103421515	103421564	250695:SINE:AluSx	0	+	103421515	103421564	0	1	50	0	1.38629436012975	0.133620345426893
chr4	19554434	19554483	2510821:SINE:AluSx	0	-	19554434	19554483	0	1	50	0	-0.693147180832164	0.413134770907948
chr1	104675611	104675660	251351:SINE:AluY	0	+	104675611	104675660	0	1	50	0	-0.980829252492034	0.355027345636684
chr4	24906553	24906602	2514239:SINE:AluSx	0	-	24906553	24906602	0	1	50	0	2.14843441316679	0.386695768563808
chr4	27675362	27675411	2516614:SINE:AluY	0	-	27675362	27675411	0	1	50	0	-1.20397280433859	0.0336586805282287
chr4	33673762	33673811	2519858:SINE:AluY	0	-	33673762	33673811	0	1	50	0	-0.693147181389062	0.610642798255842
chr4	37429583	37429632	2521974:SINE:AluSx	0	-	37429583	37429632	0	1	50	0	-1.6094379175624	0.434048281669847
chr4	38781458	38781507	2523073:SINE:AluSx	0	-	38781458	38781507	0	1	50	0	-0.980829253011725	0.208874108458444
chr4	41003833	41003882	2525335:SINE:AluSx	0	-	41003833	41003882	0	1	50	0	3.59731226261022	0.000400506914772558
chr1	106993983	106994032	252606:SINE:AluY	0	+	106993983	106994032	0	1	50	0	-0.773189890855075	0.679291422486374
chr4	44535835	44535884	2527589:SINE:AluSx	0	-	44535835	44535884	0	1	50	0	-1.44691898297219	0.156593874082643
chr4	48515657	48515706	2529933:SINE:AluY	0	-	48515657	48515706	0	1	50	0	3.05043262098882	0.031220234411616
chr4	52987290	52987339	2531421:SINE:AluY	0	-	52987290	52987339	0	1	50	0	-2.83321334503065	0.145247429134184
chr4	53061295	53061344	2531465:SINE:MIR	0	-	53061295	53061344	0	1	50	0	0.667171694156685	0.786022106557267
chr4	54956494	54956543	2532785:SINE:AluSx	0	-	54956494	54956543	0	1	50	0	-1.09861228917849	0.409122063998827
chr4	56894996	56895045	2534331:SINE:AluSx	0	-	56894996	56895045	0	1	50	0	-1.09861228917849	0.409122063998827
chr4	57820777	57820826	2535050:SINE:AluSx	0	-	57820777	57820826	0	1	50	0	-1.09861228917849	0.409122063998827
chr1	108865134	108865183	253845:SINE:AluJb	0	+	108865134	108865183	0	1	50	0	-0.693147180550579	0.435259994374782
chr4	64855385	64855434	2538677:SINE:AluSx	0	-	64855385	64855434	0	1	50	0	-0.229574441644499	0.894706614555622
chr4	66711394	66711443	2539557:SINE:AluJb	0	-	66711394	66711443	0	1	50	0	-0.870353636687131	0.198385170664348
chr4	68021849	68021898	2540351:SINE:AluJb	0	-	68021849	68021898	0	1	50	0	4.61512051684127	0.00295032672682349
chr4	72393178	72393227	2542849:SINE:AluSx	0	-	72393178	72393227	0	1	50	0	-0.693147180550579	0.435259994374782
chr1	109494807	109494867	254478:SINE:AluSx	0	+	109494807	109494867	0	1	61	0	1.33500106673234	0.500659793374423
chr1	109578295	109578344	254540:SINE:AluSx	0	+	109578295	109578344	0	1	50	0	-0.673729094704119	0.436312347087322
