Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,,R6,VL1-H,,22049,300,73.497,48.724,84.709,19862,N/A,19982,N/A,19820,N/A,4160.90,N/A,20.95,N/A,1270.59,N/A,6.36,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,,R7,VL1-H,,26029,300,86.763,57.519,100.000,22364,N/A,20226,N/A,19820,N/A,7079.34,N/A,31.65,N/A,1919.97,N/A,9.49,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(5).fcs,6c,Experiment,None,,R1,VL1-H,,26029,300,86.763,57.519,57.519,22364,N/A,20226,N/A,19820,N/A,7079.34,N/A,31.65,N/A,1919.97,N/A,9.49,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,N/A,All Events,N/A,N/A,35866,300,119.553,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,,R4,FSC-A,SSC-A,26717,300,89.057,74.491,74.491,224258,325466,206712,291154,181143,214034,72983.19,153571.05,32.54,47.18,58183.15,141182.07,28.15,48.49
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,,R5,SSC-A,SSC-H,21798,300,72.660,60.776,81.589,303263,243548,280376,229779,214034,177294,118586.44,84245.59,39.10,34.59,115521.97,86260.63,41.20,37.54
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,,R4,SSC-A,SSC-H,26717,300,89.057,74.491,74.491,325466,247701,291154,232165,214034,209815,153571.05,97266.31,47.18,39.27,141182.07,97608.45,48.49,42.04
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,,R1,VL1-H,,16991,300,56.637,47.374,77.948,21426,N/A,19981,N/A,19774,N/A,7188.52,N/A,33.55,N/A,2231.31,N/A,11.17,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,,R5,VL1-H,,21798,300,72.660,60.776,60.776,17398,N/A,19477,N/A,19774,N/A,10568.88,N/A,60.75,N/A,6177.25,N/A,31.72,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,,R2,VL1-H,,3079,300,10.263,8.585,18.121,12681,N/A,13243,N/A,15393,N/A,2906.66,N/A,22.92,N/A,3295.82,N/A,24.89,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,,R3,VL1-H,,12830,300,42.767,35.772,75.511,18041,N/A,19539,N/A,19774,N/A,3440.69,N/A,19.07,N/A,1361.77,N/A,6.97,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,,R6,VL1-H,,14692,300,48.973,40.964,86.469,19107,N/A,19754,N/A,19774,N/A,4391.58,N/A,22.98,N/A,1527.08,N/A,7.73,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,,R7,VL1-H,,16991,300,56.637,47.374,100.000,21426,N/A,19981,N/A,19774,N/A,7188.52,N/A,33.55,N/A,2231.31,N/A,11.17,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(6).fcs,7a,Experiment,None,,R1,VL1-H,,16991,300,56.637,47.374,47.374,21426,N/A,19981,N/A,19774,N/A,7188.52,N/A,33.55,N/A,2231.31,N/A,11.17,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,N/A,All Events,N/A,N/A,37345,300,124.483,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,,R4,FSC-A,SSC-A,29043,300,96.810,77.769,77.769,221492,322800,204125,289146,175096,246694,70737.14,148993.84,31.94,46.16,55115.65,134729.79,27.00,46.60
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,,R5,SSC-A,SSC-H,24610,300,82.033,65.899,84.736,300905,242202,278302,228462,246696,215993,117288.61,83128.46,38.98,34.32,113389.25,84830.66,40.74,37.13
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,,R4,SSC-A,SSC-H,29043,300,96.810,77.769,77.769,322800,247501,289146,232518,246694,215999,148993.84,94404.65,46.16,38.14,134729.79,93638.05,46.60,40.27
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,,R1,VL1-H,,20218,300,67.393,54.138,82.154,21694,N/A,20106,N/A,19821,N/A,6940.39,N/A,31.99,N/A,1898.47,N/A,9.44,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,,R5,VL1-H,,24610,300,82.033,65.899,65.899,18439,N/A,19757,N/A,19821,N/A,10142.40,N/A,55.01,N/A,4028.97,N/A,20.39,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,,R2,VL1-H,,3044,300,10.147,8.151,15.056,12964,N/A,13615,N/A,15456,N/A,2852.63,N/A,22.01,N/A,3001.52,N/A,22.05,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,,R3,VL1-H,,15310,300,51.033,40.996,75.725,18430,N/A,19687,N/A,19821,N/A,3137.44,N/A,17.02,N/A,1229.82,N/A,6.25,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,,R6,VL1-H,,17530,300,58.433,46.941,86.705,19454,N/A,19887,N/A,19821,N/A,4123.05,N/A,21.19,N/A,1377.34,N/A,6.93,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,,R7,VL1-H,,20218,300,67.393,54.138,100.000,21694,N/A,20106,N/A,19821,N/A,6940.39,N/A,31.99,N/A,1898.47,N/A,9.44,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(7).fcs,7b,Experiment,None,,R1,VL1-H,,20218,300,67.393,54.138,54.138,21694,N/A,20106,N/A,19821,N/A,6940.39,N/A,31.99,N/A,1898.47,N/A,9.44,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,N/A,All Events,N/A,N/A,50811,237,214.392,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,,R4,FSC-A,SSC-A,39545,237,166.857,77.828,77.828,221026,326676,204170,294742,185253,228241,68636.78,149435.17,31.05,45.74,54650.12,139386.64,26.77,47.29
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,,R5,SSC-A,SSC-H,33462,237,141.190,65.856,84.618,306701,245210,284090,232017,228253,160774,118819.33,83992.79,38.74,34.25,117647.27,86788.44,41.41,37.41
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,,R4,SSC-A,SSC-H,39545,237,166.857,77.828,77.828,326676,249649,294742,234637,228241,193678,149435.17,95722.21,45.74,38.34,139386.64,95669.21,47.29,40.77
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,,R1,VL1-H,,27547,237,116.232,54.215,82.323,21908,N/A,20125,N/A,19820,N/A,7109.80,N/A,32.45,N/A,1991.13,N/A,9.89,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,,R5,VL1-H,,33462,237,141.190,65.856,65.856,18669,N/A,19795,N/A,19820,N/A,10259.27,N/A,54.95,N/A,4499.69,N/A,22.73,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,,R2,VL1-H,,4110,237,17.342,8.089,14.920,12849,N/A,13429,N/A,15466,N/A,2873.30,N/A,22.36,N/A,3266.91,N/A,24.33,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,,R3,VL1-H,,20425,237,86.181,40.198,74.146,18400,N/A,19696,N/A,19820,N/A,3193.72,N/A,17.36,N/A,1192.01,N/A,6.05,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,,R6,VL1-H,,23570,237,99.451,46.388,85.563,19488,N/A,19895,N/A,19820,N/A,4212.32,N/A,21.61,N/A,1356.58,N/A,6.82,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,,R7,VL1-H,,27547,237,116.232,54.215,100.000,21908,N/A,20125,N/A,19820,N/A,7109.80,N/A,32.45,N/A,1991.13,N/A,9.89,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(8).fcs,7c,Experiment,None,,R1,VL1-H,,27547,237,116.232,54.215,54.215,21908,N/A,20125,N/A,19820,N/A,7109.80,N/A,32.45,N/A,1991.13,N/A,9.89,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,N/A,All Events,N/A,N/A,24970,300,83.233,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,,R4,FSC-A,SSC-A,17452,300,58.173,69.892,69.892,210317,327457,194517,295030,187364,256984,66234.91,150841.54,31.49,46.06,52591.53,140223.56,27.04,47.53
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,,R5,SSC-A,SSC-H,14598,300,48.660,58.462,83.647,307978,248129,286941,235300,250907,203751,117643.63,84035.43,38.20,33.87,118086.86,88109.43,41.15,37.45
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,,R4,SSC-A,SSC-H,17452,300,58.173,69.892,69.892,327457,252058,295030,237230,256984,203751,150841.54,97624.56,46.06,38.73,140223.56,98358.65,47.53,41.46
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,,R1,VL1-H,,9780,300,32.600,39.167,66.995,20647,N/A,19695,N/A,19697,N/A,7330.36,N/A,35.50,N/A,3362.54,N/A,17.07,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,,R5,VL1-H,,14598,300,48.660,58.462,58.462,14706,N/A,17120,N/A,19697,N/A,10951.84,N/A,74.47,N/A,10411.56,N/A,60.82,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,,R2,VL1-H,,2377,300,7.923,9.519,24.305,12628,N/A,13165,N/A,15427,N/A,2924.18,N/A,23.16,N/A,3364.02,N/A,25.55,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,,R3,VL1-H,,7553,300,25.177,30.248,77.229,17383,N/A,19136,N/A,19697,N/A,3720.66,N/A,21.40,N/A,1960.00,N/A,10.24,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,,R6,VL1-H,,8578,300,28.593,34.353,87.710,18468,N/A,19428,N/A,19697,N/A,4683.17,N/A,25.36,N/A,2198.70,N/A,11.32,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,,R7,VL1-H,,9780,300,32.600,39.167,100.000,20647,N/A,19695,N/A,19697,N/A,7330.36,N/A,35.50,N/A,3362.54,N/A,17.07,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(9).fcs,8a,Experiment,None,,R1,VL1-H,,9780,300,32.600,39.167,39.167,20647,N/A,19695,N/A,19697,N/A,7330.36,N/A,35.50,N/A,3362.54,N/A,17.07,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,N/A,All Events,N/A,N/A,19510,300,65.033,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,,R4,FSC-A,SSC-A,13814,300,46.047,70.805,70.805,205508,306710,189260,273082,158692,240701,66081.57,144592.62,32.16,47.14,49681.93,129553.29,26.25,47.44
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,,R5,SSC-A,SSC-H,11432,300,38.107,58.596,82.757,290731,236960,267200,222776,240673,179133,113094.85,81798.22,38.90,34.52,108697.56,82555.61,40.68,37.06
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,,R4,SSC-A,SSC-H,13814,300,46.047,70.805,70.805,306710,237949,273082,222736,240701,195691,144592.62,93562.13,47.14,39.32,129553.29,92539.44,47.44,41.55
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,,R1,VL1-H,,7506,300,25.020,38.473,65.658,20373,N/A,19701,N/A,19756,N/A,6821.09,N/A,33.48,N/A,2750.96,N/A,13.96,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,,R5,VL1-H,,11432,300,38.107,58.596,58.596,14214,N/A,16893,N/A,1318,N/A,10694.87,N/A,75.24,N/A,9258.10,N/A,54.80,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,,R2,VL1-H,,1774,300,5.913,9.093,23.634,12972,N/A,13618,N/A,15461,N/A,2879.54,N/A,22.20,N/A,3197.97,N/A,23.48,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,,R3,VL1-H,,6011,300,20.037,30.810,80.083,17620,N/A,19105,N/A,19756,N/A,3516.70,N/A,19.96,N/A,2031.16,N/A,10.63,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,,R6,VL1-H,,6745,300,22.483,34.572,89.861,18585,N/A,19436,N/A,19756,N/A,4424.69,N/A,23.81,N/A,2161.63,N/A,11.12,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,,R7,VL1-H,,7506,300,25.020,38.473,100.000,20373,N/A,19701,N/A,19756,N/A,6821.09,N/A,33.48,N/A,2750.96,N/A,13.96,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(10).fcs,8b,Experiment,None,,R1,VL1-H,,7506,300,25.020,38.473,38.473,20373,N/A,19701,N/A,19756,N/A,6821.09,N/A,33.48,N/A,2750.96,N/A,13.96,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,N/A,All Events,N/A,N/A,32400,500,64.800,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,,R4,FSC-A,SSC-A,23308,500,46.616,71.938,71.938,209025,295504,191340,261807,173016,175000,69339.82,142975.27,33.17,48.38,50683.42,125005.42,26.49,47.75
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,,R5,SSC-A,SSC-H,18484,500,36.968,57.049,79.303,283161,230354,259979,215705,187373,183261,110431.31,79691.45,39.00,34.60,103818.32,78876.54,39.93,36.57
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,,R4,SSC-A,SSC-H,23308,500,46.616,71.938,71.938,295504,227725,261807,212226,175000,183299,142975.27,91729.77,48.38,40.28,125005.42,89585.36,47.75,42.21
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,,R1,VL1-H,,12630,500,25.260,38.981,68.329,20175,N/A,19458,N/A,19647,N/A,7056.28,N/A,34.98,N/A,3568.62,N/A,18.34,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,,R5,VL1-H,,18484,500,36.968,57.049,57.049,14626,N/A,16795,N/A,19647,N/A,10616.77,N/A,72.59,N/A,8696.93,N/A,51.78,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,,R2,VL1-H,,3421,500,6.842,10.559,27.086,12940,N/A,13547,N/A,15493,N/A,2846.06,N/A,22.00,N/A,3107.53,N/A,22.94,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,,R3,VL1-H,,9942,500,19.884,30.685,78.717,17182,N/A,18627,N/A,19647,N/A,3616.96,N/A,21.05,N/A,2499.66,N/A,13.42,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,,R6,VL1-H,,11306,500,22.612,34.895,89.517,18312,N/A,19138,N/A,19647,N/A,4674.45,N/A,25.53,N/A,2672.39,N/A,13.96,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,,R7,VL1-H,,12630,500,25.260,38.981,100.000,20175,N/A,19458,N/A,19647,N/A,7056.28,N/A,34.98,N/A,3568.62,N/A,18.34,N/A
190430 D5 DEC RG3039 FxCycle,Experiment,Group,Sample(11).fcs,8c,Experiment,None,,R1,VL1-H,,12630,500,25.260,38.981,38.981,20175,N/A,19458,N/A,19647,N/A,7056.28,N/A,34.98,N/A,3568.62,N/A,18.34,N/A
