kg1_t_1	kg1_t_2	kg1_t_3	kg1_u_1	kg1_u_2	kg1_u_3	molm14_t_1	molm14_t_2	molm14_t_3	molm14_u_1	molm14_u_2	molm14_u_3	ociaml2_t_1	ociaml2_t_2	ociaml2_t_3	ociaml2_u_1	ociaml2_u_2	ociaml2_u_3	ociaml3_t_1	ociaml3_t_2	ociaml3_t_3	ociaml3_u_1	ociaml3_u_2	ociaml3_u_3	thp1_t_1	thp1_t_2	thp1_t_3	thp1_u_1	thp1_u_2	thp1_u_3
ENSG00000122376	-0.865800523983968	-1.77682694632634	-1.29199220730015	-1.14180024704107	-1.57166190922411	-0.904704701401173	-1.04630790727411	0	-1.78679921582843	-1.85342274608344	0	-2.13342576452895	0	0	0	0	0	0	0	0	0	0	0	0	-1.77060069030284	-4.05325428594353	-3.52520141019899	-4.90365230515972	0	-1.62395869502317
ENSG00000122406	0	0	0	0	0	0	-1.12097751232981	-2.06328744519548	-2.16202367566749	-1.44061701879638	-1.49445848968654	-2.03022790466654	-1.09707119952897	-1.47034257023341	0	-1.5433119977944	-1.75733855620601	-3.85543650507632	0	0	0	-3.85489947290658	0	0	-1.4222822920823	-1.42501520954863	-1.68681290091202	-0.928711169808909	-1.68506732330367	-1.91684899026771
ENSG00000122435	0	0	0	0	0	0	0	0	0	-3.58718483351061	0	0	0	0	0	0	0	0	-1.49217244711221	0	0	0	0	-4.49061057487648	0	0	0	0	0	0
ENSG00000122483	0	0	0	0	0	0	0	0	0	0	-2.63251737093682	0	0	0	0	0	0	0	-1.51724439146481	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122484	0	0	0	0	0	0	0	0	-3.13138961993648	0	0	0	-3.25855920543651	-1.5769359415574	0	0	-2.27184019567593	-2.39260513091847	-1.63840531128371	-1.5659957544545	0	0	0	0	0	0	0	0	0	0
ENSG00000122545	-1.48200682750726	-1.43285206589997	-1.05635090891834	-1.32306442463515	-1.21267983811165	-1.40915978055115	0	0	-2.11616489292772	-3.79707053110794	-2.06661132324221	-1.80185662836503	-3.43694122051592	-3.38854497437228	0	0	0	-2.63680441821902	-2.59657939528856	-1.92739901445424	-2.32505894011356	0	-3.60288968151771	-1.46036483685232	0	0	0	0	0	0
ENSG00000122565	0	0	0	0	0	0	0	-6.42571604100298	0	-3.32529916404608	-1.00519299076453	-1.37595097058087	-1.09139077014016	0	-1.46234867787073	0	-2.76790525699905	-2.20142879731392	-0.971839022364652	-2.30827398401819	0	-1.96203479496308	-2.72803636945469	-1.10333015307393	-4.17137367619611	0	0	0	0	0
ENSG00000122566	0	0	-1.68568705602741	0	0	-2.86525230811971	0	0	-4.42407946847309	0	0	-1.64824973827484	-2.14849563898007	-1.9162604311854	-0.826726692993265	-3.19638890019974	-1.49093374081102	-0.934168300938919	-1.44800962277088	0	-2.25871561632634	0	-2.14374141810757	-1.03621437689068	0	0	-1.13927056128588	0	-1.83371346298407	-1.53019780566705
ENSG00000122591	-0.958002775251143	-1.59260858668516	-1.24006885829285	-1.43088629788325	-1.61662000168278	-2.11653629741832	-1.03575820896873	-2.34212117647943	-0.854261089543772	-0.92163824081579	-4.61841178093618	-0.772530934773107	0	-1.46303271568955	0	-3.88441646567362	-2.91971763498163	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122643	0	-1.4985507643543	0	0	0	0	-0.796208285133693	0	-1.24846240529267	0	0	0	0	0	-3.27789083886836	0	-1.44258292435864	0	-2.24643921316005	0	0	0	0	0	-1.83445543737705	-1.15699328913426	0	0	0	0
ENSG00000122674	0	0	0	0	0	-3.56165247697357	0	0	0	-1.97115203439986	0	-3.29423029769754	0	0	-5.59208923784305	0	-2.05702509466803	-2.18022059399253	-3.51612854311002	0	0	0	0	0	0	-3.55634955572988	0	0	0	0
ENSG00000122705	0	-1.2589806448504	0	0	-2.41650757341766	0	-1.74298576838276	-0.119893623945091	0	-4.00439553162146	0	0	0	-0.503840093422062	-2.41779040573544	0	0	0	0	-1.0893971225718	0	0	-1.30055051261395	0	0	-2.79136055661606	0	0	-1.31830207792398	0
ENSG00000122741	-4.04081127265412	0	-3.2430258442721	-2.12744093944412	-4.05309002378357	-1.3432706477491	0	0	0	0	0	-1.45250203267018	-1.59028547204649	0	0	-1.65924612252598	0	-1.18363449881271	0	0	0	-4.30505859474515	0	0	-0.246656142597312	-0.307449384779287	-0.0887349683067028	-0.0848480098674814	-0.236807614864965	0.0231966709354672
ENSG00000122779	0	0	0	0	0	0	0	0	-2.66734844351313	0	-1.42212969893278	0	-5.36481661307212	-3.5439954322952	-1.65501728983447	-1.81450828697262	0	-1.67428433483471	-2.48037298936162	-2.20506834501209	-1.13957026090677	-5.90934625061872	-4.03476235055093	-1.78218624377317	-1.75519908796608	0	-1.54114091585683	-1.9913657952013	-4.24181198520949	-3.47190636240573
ENSG00000122862	0	0	0	0	-1.37666747674416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.163234161723806	-0.546102383104283	-0.416931252633935	-2.29443096952144	0	-1.63850370112819
ENSG00000122912	-1.18496324449646	-1.83565960869646	-1.53052427564706	-1.78859920801158	-0.753066867645589	-1.56056818237736	0	-1.84084340800722	-3.30714024788956	-1.96729321232592	0	-1.97732782978277	0	0	0	0	0	0	0	-1.22802619852283	-1.07192471178342	-2.13985554202951	0	-2.31559999536846	0	0	-1.72028405312122	-3.49912916159378	-2.74098374512999	-2.51631413410209
ENSG00000122965	0	0	0	0	-2.52194221945741	0	0	0	0	0	0	0	0	0	0	0	-2.57827163592432	0	-2.10750409652179	0	0	0	0	0	0	-1.65734818426254	0	0	-5.92854404087223	-1.92874741565602
ENSG00000122966	-1.31004686058942	-1.02019692846164	-2.57996889624088	-1.16482984516462	-0.8161104252249	-2.9811113969782	-2.29014136390645	-3.65564840110312	0	-5.51365356578088	-3.26328914466533	0	0	-2.23957899462036	0	0	-2.39200033983202	0	-0.707919847322724	-0.59682585610201	-1.9350688172993	-2.42954200823176	-1.81678575829051	0	0	0	0	0	0	0
ENSG00000123066	-1.25555363827667	-1.50929796433743	-1.22354805293492	-1.29470647505554	-1.01246783454761	-1.17996514141095	-1.36315539587217	-1.51244193118263	-1.15673844851554	-0.959717571266662	-1.56465238515007	-1.25409866650313	-1.86579212267888	-2.44011412174799	-1.24711767600677	0	0	0	-3.01098720438263	-3.06098410775301	-4.23358151213971	0	0	0	-1.28466694810908	-1.27877868335866	-1.3350144431701	-1.95780130110042	-3.98653656721121	-1.39464862397182
ENSG00000123091	0	0	0	0	0	0	0	-2.56143642503132	0	0	0	0	0	0	0	0	0	0	-1.99614520195798	-1.43743551321947	0	0	0	0	-0.625098072562155	-0.457813420798128	-1.31352214668942	-1.01629146843987	-0.187365019194833	-1.81981587192266
ENSG00000123200	0	-1.3640824116382	-2.19494431428486	-5.39433033564833	-1.70528732627869	0	-2.1163225120502	-1.04573423304895	-1.61309584273485	-1.86524975932127	-1.05674875645365	-1.25225704119932	-2.73280224821459	-1.64739362704066	-0.828764893573211	-2.18424231612698	-0.439640428194396	-1.08235246394928	-1.00061503653489	0	0	0	-1.51420054471952	-2.23627834898075	0	0	-4.24519737696781	0	-1.36838726609285	0
ENSG00000123213	0	0	0	-1.8030376911969	0	-3.79711586196506	-2.14960570241606	0	-2.00900927137093	-5.19957974115462	0	-2.67616366019993	-1.22129918658896	-1.86555923716277	-1.74290093202844	-1.54070152603677	-1.67501894568632	-1.44174320085936	-2.43974604970167	0	0	0	0	0	-2.80186680762854	0	0	0	0	0
ENSG00000123338	0	0	-2.26853762383734	-2.64973579061254	0	-1.50980430873234	-3.63018270326131	0	-1.71208178827354	0	-1.49619806858844	-2.20175827214715	-1.08444471705879	-1.17930357630904	-0.994143821012475	-1.061836014805	-1.65988485566396	-0.84728998885642	-2.93142185490582	0	-0.718556766066115	-2.15327024024624	0	-1.8057732348783	-1.20406588402413	-1.37772310377033	-0.785718228614649	-0.882846694096145	-1.77131029320923	-0.793309464234577
ENSG00000123352	-2.04599850510542	0	-2.25532991131486	-1.77151792144555	0	-1.94662208766483	-1.31248765632174	-1.3820395712289	-2.28710156183556	-2.92990163047255	0	0	-1.38118627333839	-1.38271012347511	-1.35641805529075	-1.41568886035223	-3.33763743188988	-1.10869613059273	0	0	0	0	0	0	0	0	0	0	-1.63906523786532	-3.89000122124833
ENSG00000123473	0	0	0	-4.306127284623	0	-4.25321187075173	0	0	-5.18419686983141	0	-2.43085768671367	0	0	0	0	-3.44087116810243	-1.13977901064479	0	-2.00057125504087	0	-1.68289255191614	0	-1.83261428190348	-6.07256086041115	-2.46654839415571	-4.06987441136476	-1.27947027200736	0	0	0
ENSG00000123505	-4.22176966501569	0	0	0	0	-2.55509486712049	-1.3183419212143	-1.56635596831425	0	-1.88036023331211	0	0	-2.27951999677469	0	0	-1.74616290030356	-2.83809617756699	-3.86511914098082	-1.35675662950814	0	-3.18507786591878	-1.20376398889485	0	-2.04783563879751	-2.32934231482429	0	0	0	0	0
ENSG00000123562	0	0	0	0	-1.72208429577141	-1.84122884109297	0	-3.37503561010495	0	0	-1.75841848879594	0	0	0	0	0	-1.12282993891126	0	0	0	0	-1.83688217568958	-3.28218657137252	0	-0.621677574453342	-0.75376945314146	-1.27046520417289	-1.40667301572342	-1.81671074594822	0
ENSG00000123607	0	0	0	0	0	0	0	-1.62813031956461	0	0	-4.55582140633631	0	-4.23558943229078	-1.16370331398601	-2.23187751074538	-3.59342136904324	-2.41343102953127	0	0	0	0	0	0	0	0	0	-6.27465200744636	0	0	-3.6286689902515
ENSG00000123636	0	-2.41749348521548	0	-1.62179143510789	-1.15700428328018	0	-2.19197173211138	-1.65987526278303	-2.31542250972147	-1.54206813768019	-4.31505258521157	-2.52127948567002	0	0	0	0	-1.11622187383395	0	-1.08359930264949	-2.6528995200427	0	0	0	0	0	-4.52740411177514	0	-4.4465427935106	0	0
ENSG00000123684	0	0	-2.66011485164241	0	0	0	-1.20161602829208	0	-1.41818522119821	-1.26025849258142	-2.48346710407787	-1.06246738841144	-1.03486412987651	0	-1.90909855676769	-0.768179472090544	-1.13627853761525	-1.01471325626023	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123737	0	0	0	0	-1.35916576167867	0	-2.50416136499365	-2.03704170845652	-1.00556666564738	-1.58723525688558	-0.487311687557506	0	0	0	-1.41734307034794	0	-2.50564265547665	0	-1.04928659673261	0	0	-4.06598748694797	-2.47962617563807	0	0	0	0	0	0	0
ENSG00000123908	0	0	0	-2.44886219856822	-1.9121344515317	-2.72248227755185	0	-1.48380758135233	0	-0.906956527817218	0	-1.59900113890362	-2.49775071942224	-2.72178739941639	0	-1.25775760813048	0	-2.84764639815606	0	0	0	0	0	0	0	0	-2.68556365864137	0	-2.87728161896764	0
ENSG00000123983	0	0	0	0	0	0	0	0	0	-3.43489678935291	0	-3.39211077694148	0	0	0	0	0	-2.18237735352695	0	0	0	0	0	0	-1.85546091189896	-5.31999267328257	-1.81287588149018	-1.6727353084162	-2.90299755812333	-2.88999639872753
ENSG00000124126	-2.77678561233636	0	0	0	0	0	0	0	0	0	0	0	-3.10185501982536	0	0	0	-1.2996483799272	0	-4.28849948771202	0	0	0	0	0	0	0	0	0	-2.06600039617452	0
ENSG00000124151	-2.72207545899377	-2.96533383997031	-1.58755399283045	-2.50052092928221	-1.21946575200068	-3.25268272996464	-1.01378044276331	-1.96272721996475	-1.00336287554568	0	-5.57551723936868	-3.30836241499013	0	0	-3.46072485294865	0	0	0	0	-1.71689648514972	-4.12070420749738	0	0	-5.8351245854465	0	0	0	0	0	0
ENSG00000124160	0	0	0	-2.06259512675801	-0.84128905074545	0	-1.01060245525585	-3.7039544221046	0	-2.85958099432565	-2.42335525695109	0	-2.46591795347861	-1.30184596627168	0	0	-2.46813062836913	0	0	-1.69303929553839	-4.09254807281403	-2.71123134929022	-2.53399575802898	-3.09137338912363	-2.41518654060815	-1.5516525264859	0	0	-4.58661101251601	0
ENSG00000124177	0	0	0	0	-3.11156252659678	0	-2.64216822550619	0	-2.12902166347402	0	-0.839945990125679	0	0	-2.62561396002388	-1.546348337179	0	0	0	-2.94773294393037	-2.38539207210556	0	0	0	0	0	0	0	0	0	0
ENSG00000124198	0	0	0	0	0	0	0	-2.95381563294903	0	-2.14920459870561	0	-1.79515304880039	-2.45307642071681	0	0	-2.12005081264009	0	-3.08232011543062	0	-3.45249912547667	0	0	0	0	0	0	0	-3.54082051706326	0	0
ENSG00000124207	0	0	-2.10315626151233	-2.41057738644239	0	-1.02222392733122	0	0	-5.84895514064437	-3.04577548461029	0	-1.58353057656263	-1.08714927543953	-3.00562644558325	-1.4812068331694	-0.555618675936608	-1.68742346805114	-0.606331965065942	0	0	-1.33400400419827	-0.789523734090626	-3.07204708746602	-1.04761741917925	0	0	-2.03829277247329	-2.05564717309959	0	0
ENSG00000124214	-1.49396991967795	-1.0088551302685	-1.34444739135782	-1.07907509934305	-0.534348081454043	-1.12927998495991	0	0	0	0	0	0	0	-1.82266910506518	0	0	-1.1838773836566	0	0	0	0	0	-1.25724709525555	-2.06769444922603	0	-2.65650281402677	0	0	-1.77549598348781	0
ENSG00000124222	-1.91596476733068	-3.45796759560194	-1.36405651704729	-1.2438257571117	-1.4152116229784	-0.579866528030576	-0.904734480058333	-1.3300983235464	-1.35839786089972	-2.4563112585641	-2.02789188152212	-1.28572989567769	-1.65334817805348	-0.766350811175318	-2.24689927467133	-1.38959465996425	-2.65127451718589	-3.62133411358051	-1.17432103000108	-0.605777710968632	-1.64885129512764	-0.644685855020699	-0.848132574979108	-0.738390201409862	-1.0786787068854	-0.981744734535325	-0.95621885176427	-0.745772023806483	-0.70311820525033	-0.833384185875694
ENSG00000124275	-2.70975279494057	-2.00894462245203	0	-5.21571150653673	0	0	-1.41871549996084	-3.5245360746321	-1.24417984261396	-1.11497118423109	-0.98159480790141	-1.06614919194109	0	0	0	-2.44676979393329	0	0	-1.21899619989517	-0.814452166083683	-0.594670919563102	-0.804792436414423	-1.46169718185492	-0.7855557126494	-1.54133676251106	-1.05470690016049	-1.50129422161145	-2.1786989970326	0	-1.89572569056548
ENSG00000124422	0	0	0	0	0	0	0	-0.795503643830573	0	0	0	0	0	-0.743452617861028	0	-2.87880399792285	-1.0222803624609	0	-1.87642314752102	-1.44504287644367	0	0	-1.73910131218212	0	0	-1.05005488678597	-8.45095432217506	0	-0.905930336267813	0
ENSG00000124486	-3.4907027826864	-3.36935264959567	0	-3.24876693005336	-1.1613144330658	-2.00900609496444	-3.53655293556374	0	-1.7085480828728	-2.5696012191776	0	-3.45372024647502	-4.13671516170848	0	0	0	0	0	0	-1.39369383004878	-2.27568862007603	0	0	-2.85242584832	0	-2.87659264133381	-3.67705597255155	0	0	0
ENSG00000124535	0	-2.09189539171538	0	0	0	0	0	0	0	0	0	0	0	-0.982154786162169	0	0	-2.02952290005049	0	-1.50544175435003	0	0	0	-1.52974584836336	0	-2.8788999428827	-1.34719825005502	0	0	-1.97934599948971	0
ENSG00000124571	0	0	0	0	0	-2.1748909610902	0	0	0	-0.740036608662243	-1.03467383507159	-0.537396937473222	-2.06184529690099	-1.72323817121195	0	-0.779515968023801	-2.14591371129625	-0.844647941667197	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124767	0	0	0	0	0	0	-2.97704138600203	0	-2.21931026531031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.674028854854961	-1.29301115375838	-0.834331509052669	-0.489294433321766	-1.07761344732406	-0.569231571659699
ENSG00000124782	-2.19452566442933	-0.870347813188447	-2.918040715378	-1.40134651910458	-0.974580385162445	-3.22236130182959	-0.643265784743243	-0.685631662447521	-0.830436254645381	-0.520896113968347	-0.588818620458667	-0.995181146749171	0	0	0	0	0	0	0	-1.84764206282642	0	0	0	0	-0.844592644217174	-1.06306578905553	-1.22830885829293	-1.36673805844194	-0.889678168902517	-1.16535155244424
ENSG00000124783	-2.93881100329134	0	-4.02763178422947	-2.44319181453331	0	0	0	0	-2.92530073912522	-1.58880032652146	-1.39910398587645	-2.17498520672587	0	0	0	0	0	0	-2.71949044984131	-3.38341130120428	-5.71415583113501	0	0	0	0	0	0	-4.70482228491592	0	0
ENSG00000124786	0	0	0	0	0	0	-0.51520367333833	-0.987533318629937	-0.483583988237301	-0.421701843834068	-0.866691500148375	-0.338058090042526	-2.15303030747562	0	0	-1.51973332805402	-2.4194869342964	-1.89856684198281	-1.64906311638978	-1.46859410505508	-3.97893729217555	-1.51141968529931	-1.68971525848352	-1.89341211200134	0	0	0	0	0	0
ENSG00000124788	0	0	0	-1.59356183724687	0	-2.04632235046747	-2.05564717309959	-1.8585090039192	-2.95919786214957	0	0	0	-7.04221135566094	-3.20832320946631	0	0	-2.47879998397783	0	0	-3.55836158918273	0	0	0	0	-3.04087579662258	-2.85709648020806	0	-3.32965789444057	-1.50825635751408	-2.42527925426345
ENSG00000124789	-3.70224112148106	0	0	-2.31926461522086	-2.73380576586741	-1.95559416722236	-1.12732515720187	-1.49773257947172	-0.652257688426882	-1.52858991937515	-1.68460613897763	-1.51938352289092	-1.33609144410567	-2.93982098601052	-1.44162389543514	-1.08366078981262	-2.80768327059343	-1.07595911029613	0	0	-1.5887073806013	-3.26774727662236	0	-1.96138932646811	0	0	0	0	0	0
ENSG00000124795	0	0	0	0	0	0	0	0	-2.9165494122868	0	0	-2.00177919799262	0	0	0	0	0	-3.25128703598198	0	0	0	0	-4.33033277755512	0	-2.2902617682587	0	-1.07139562982253	0	-0.931512614536487	-1.16060466509885
ENSG00000124802	-2.7728170950317	0	0	-2.71752354957952	0	0	-0.781171779968915	-1.14260554829136	-1.52724272106183	-1.43167108362431	0	-2.94773294393037	0	-2.2593412710118	0	0	-1.7841907663267	0	-4.96678864263514	0	0	0	0	0	-2.76156359705263	0	0	-1.38718728558278	-3.7872568970118	0
ENSG00000124813	-0.612746227969275	-0.810653030366415	-0.563193632542786	-2.08425389529629	-0.484159385107739	-2.32299275939547	-1.33599705096326	0	-1.547827487398	-1.19226271329552	-1.74883598897144	-0.958360725438906	0	0	0	0	0	0	-0.545132970484798	-0.465915742894485	-0.303409951218176	-0.283254855913508	-0.439811825179376	-0.358044763006139	-1.32028698203723	-1.30522777884083	-0.960912931780931	-1.14530332474474	-1.18855384798877	-1.12814356632494
ENSG00000125107	-1.38816101809327	-1.44774853163279	-0.858411993029571	-1.41780113007437	-1.31284855468425	-0.6273797928986	-2.61344539771436	-3.8936553939287	-1.40121626999173	-1.21730558455944	-2.98267888341526	-0.878089872233029	0	0	-2.4316405391784	-3.00784116382065	0	-1.61903797503329	0	0	-1.46408469623504	-2.16492422405169	0	-2.69310660237304	-0.936223813726265	-1.05247356010014	-0.661334922173104	-0.780242341607035	-2.10777462205876	-0.72214080446222
ENSG00000125257	0	-3.67392466454273	0	0	-3.15554418393903	-4.13739429720294	0	0	0	0	0	0	0	0	0	0	-3.14776727836527	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125304	0	0	-2.84025935559718	0	0	0	0	0	0	0	0	0	-0.939142323519439	-0.89133930596048	-2.03599338684217	-1.94215888335237	0	-1.70913093326721	-1.92869396353011	-1.76619327924676	-1.50846623736175	0	0	0	-1.64644783221097	0	-1.29268479163777	-1.56455467395813	0	-1.43117494314228
ENSG00000125354	0	-2.12249489846765	-3.02818027043786	-2.29273401706829	-1.67706525935617	-1.65944419420915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125386	0	-1.32225445301402	0	-0.974778683401003	-0.512940696953853	-0.916392855295088	-0.568014011072799	-0.104133036549132	-0.8861017699153	-0.706182408373854	-1.20012490337304	-1.43199708021566	-1.31297562645746	-0.652213905736029	-1.54060586176583	-2.02359568635496	-0.174577372380634	-2.34471811679751	-1.16681194960272	-0.64359146001827	-3.5236844406218	0	-3.25694830582378	-2.91014284469299	0	-1.57598720219215	0	0	0	0
ENSG00000125447	-1.54084664922293	-1.42399583408704	-3.45687964939025	-1.31677174347308	-1.51259313071297	-2.24232028509021	0	-1.93883239487804	0	0	0	0	0	0	0	0	0	0	-1.52190229013691	-0.661806482374634	-0.925943373515263	-1.10354476439448	-0.63136114593073	-0.924650698258404	-2.09636750124788	-1.40365927411896	-3.23296332411369	0	-1.01511441604373	-2.27645120710673
ENSG00000125450	0	0	-3.11244473809287	0	-3.53270733753797	-2.47499424603513	0	0	0	0	0	-2.2239317073082	-1.61902235211348	-1.82036882681977	0	-1.77191038188714	-2.28484128286006	-1.71555787534562	0	0	-1.78689930068813	-1.30830768027508	-1.66530074391069	-0.764957767436496	-1.48569077240394	0	-1.25028931031577	-1.01846250646578	0	-1.44647202715441
ENSG00000125485	0	0	0	0	-2.02875291386493	0	-2.05929823468604	-2.05940503865138	-1.92654807285927	-0.99739862326414	-2.39648687610612	-2.24323035927768	-1.04061985211856	-2.12170542600534	-2.58334928698491	-1.39445479592422	-2.77495654083299	-1.31049127488197	0	-2.60116039797797	0	-1.36594256462566	0	0	0	-3.24771217511386	-1.86591842199943	-1.31779751752645	0	0
ENSG00000125630	0	0	-5.15521619764696	-3.15733340652207	0	-2.8876007463919	0	0	-2.87713827207584	-4.51657496167529	-3.60962133310642	0	0	-2.56162444428225	0	-1.51330951662759	0	0	-1.51538740635553	0	-2.78951412044069	-1.69441367189034	0	-2.65823171362991	0	-3.75785724027402	0	0	0	-2.62420367578468
ENSG00000125633	-2.64045017122457	-2.27479901248884	-2.44797169060957	-2.45142035156494	0	-5.27041928387941	-3.60706533754217	0	0	0	-1.73426018892625	0	0	-1.79748620498387	0	0	-4.22079797447328	0	-2.0672457611748	-1.48200682750726	0	0	0	0	-2.16703529752718	-1.81045187390304	-1.45114281429204	0	0	0
ENSG00000125637	-2.5941959899123	-1.96250479606802	0	-2.49765624017523	-1.22763029036127	-2.01098192729712	0	0	0	0	0	0	-2.36698744898817	-1.00404288278404	-3.00847707740529	0	-2.04491072709699	-2.47609331184765	-2.14622399013531	-1.58725112777382	-1.50101028366356	-1.70033343276789	-1.77248281181053	-3.22651419622549	-1.98513468865532	-2.64398204514837	-1.97810613288459	0	-2.56576407063761	-1.73684281739236
ENSG00000125703	0	0	0	0	0	0	-2.84923033179627	0	-1.74905881077687	0	0	0	-2.12312595230754	-2.23153886026902	0	0	0	0	0	0	0	0	0	0	0	0	-1.6179069724161	0	0	0
ENSG00000125755	-1.75924498201109	-1.24368680232686	-1.4954804297507	-3.28149584035884	0	-1.83740465828011	-3.25368486786027	0	-1.85476137915505	-1.69528051914907	0	-1.75630372168552	-1.15427671525359	0	-2.74270748904273	-1.25962461821102	0	-2.17832403135929	-0.993772822001674	-1.64843778159537	-1.47367316635665	-1.10921665131799	-0.917422920846169	-2.79878033798879	-0.207055999218859	-0.0923157449639016	-0.665457907814921	-0.644158622401992	-0.808246133569968	-0.557895904943133
ENSG00000125772	-2.28204154215709	0	-1.74464588862373	-1.34229724635854	-3.10582010057599	0	-2.60310286891101	-1.0937538609404	0	0	0	0	-2.81103213261298	0	0	0	0	0	-1.39221976569951	0	0	0	0	0	-2.64600702009369	0	0	0	0	0
ENSG00000125779	0	0	0	0	0	0	-1.61367586193901	-1.70133583148903	0	0	-1.19112955787027	0	-1.78111506545275	-1.82623592314338	-1.61615039877748	-1.07737598675175	-1.88302015544026	0	-2.37534004116663	0	0	0	0	0	0	0	0	0	0	-2.28625744802716
ENSG00000125818	-5.3459853540379	-3.05150493312207	0	-3.75415278706704	0	0	0	0	-2.29445791222257	0	-2.51547644037266	0	0	0	0	0	0	0	-3.03519458453188	-2.40421697237922	0	0	0	0	0	0	0	0	0	0
ENSG00000125844	-0.970622552723792	-0.787894007486527	-1.32415264759564	-1.42309197475259	-2.64267905990572	0	-2.86217328160227	-1.73726153166809	0	0	0	0	0	-3.33831503673586	-2.41220572160615	0	-1.12443926719513	-2.43458557466328	-0.0533788600266591	-0.454726301389638	-1.08319575727354	-0.807775793772191	-0.589029160470114	-1.01859632927672	0	0	0	0	-1.08105043719149	0
ENSG00000125863	-2.87082467086917	0	-1.60013273577587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.6770451349211	0	-3.45588660778744	0	0	-4.88714246395807	0	0	-2.04095850535251	0	0	0
ENSG00000125944	0	-0.992303742246374	0	0	0	0	-0.645936130347181	-3.35220126100771	-1.22384015498702	-1.53533177229214	-3.19616908085469	0	0	0	0	0	0	0	-1.11010890670375	-1.4522986807871	0	0	-1.66701870820987	0	0	0	0	0	-1.81467097028832	0
ENSG00000125952	0	0	0	0	-2.55810151572039	0	0	0	0	0	0	0	-3.10752188767655	-1.16918975822323	-4.31968885370911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125970	0	0	0	0	-2.902615190237	0	0	0	0	0	0	0	0	0	0	0	-0.875028078410144	0	0	0	0	0	-1.97795819817368	0	0	0	0	0	0	0
ENSG00000125977	0	0	0	-2.04345137523802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.698581925006734	0	0	0	0	0	0	0	0	0	-2.23886321813949	0
ENSG00000126001	0	0	0	0	-3.68600695936132	0	-2.36605261341855	-0.894087571907947	0	-3.03582227463829	-1.16193518578034	0	0	-2.8872245420167	0	0	-2.80307301790982	0	-1.47947800068465	-1.49000565831699	0	0	-1.26561301906263	0	0	0	0	0	-1.16595515349172	0
ENSG00000126070	0	-3.24624535343249	0	-3.2754303632086	0	0	0	0	0	-2.71201583452853	-2.05786850792685	0	-2.27202136923581	-2.68052695004086	-3.04787948641648	-3.39295204160203	-1.30490745534099	0	0	0	0	0	0	0	-3.0210551832087	-0.743793969831312	-3.1571370346496	0	0	0
ENSG00000126214	0	0	0	0	-1.92943156868429	0	0	0	0	0	0	0	0	-2.47405836480978	-2.10997957302932	0	-2.44432087239506	0	-2.57567591665946	-1.93622860368157	0	-2.20763280146619	-2.13670630048972	-4.60237876016959	0	0	0	0	0	0
ENSG00000126216	-1.88574967045314	-2.36209750651131	-0.969167281091769	0	-2.22550954633406	-1.21721059159145	-2.33221219803426	-2.03313432984677	-0.963543190557662	-1.3563475136852	-1.60681571624087	-0.665875797486187	-1.03864985901198	-1.76056964170621	-0.810607705381191	-0.709057059713468	0	-0.888934656378114	0	-1.39184682646114	-0.575057703415267	-2.10130267693924	-1.06251920738405	-1.40196445530242	0	-3.51021798679933	-1.25647547047217	0	0	0
ENSG00000126226	0	0	0	-5.94771532527743	0	-2.62478168146863	-2.07074799211187	0	-1.40780919893652	-1.29315443025013	0	-0.829746745115957	-1.57011683156597	0	0	0	-2.2066816124932	-2.68619106312606	0	-3.44410598876571	-2.43670700791172	-1.60997291361627	0	-1.54306923625834	0	0	-4.95451447344082	0	0	-6.23786269413458
ENSG00000126261	0	0	0	0	0	0	-3.22506806283594	0	-2.58139801343515	-1.30667036075826	-3.89694527208412	-1.95789629383485	-1.35836411593863	-2.71780043928109	-2.13777883807197	-1.62389494289683	-2.4498447042205	-2.38631956932304	0	0	-3.95242990281834	0	-2.8780888253693	0	-1.78761971751451	-1.47123568667181	-1.41514724383429	-2.80924294382947	-1.60578793650874	-3.91416852777545
ENSG00000126351	-0.900939176807167	-3.59181734777022	-1.81399516697848	-0.877291760051745	-3.26766766206768	-1.51251037173813	-1.76179207347509	0	0	0	0	-6.18261182492451	-0.132234241562525	-0.610571565109118	-0.930741274239057	-0.0963640275671471	-0.678180093596462	-0.434080192578455	0	-0.792791836295557	-3.05980188901617	-0.693088915775733	-1.61405084710463	-0.825939819224246	-1.68527462377055	-0.992705191401256	-1.62124794523598	-0.757284860414354	-1.97475781531554	-1.18455114721716
