	T0	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
PEX26_-_18561182.23-P1P2	3	1	0	0	0
PEX26_+_18560795.23-P1P2	1	0	0	0	0
PEX26_+_18560801.23-P1P2	0	0	1	3	0
PEX3_-_143772359.23-P1P2	0	0	0	2	0
PEX3_-_143772378.23-P1P2	1	0	0	0	0
PEX3_+_143772013.23-P1P2	7	0	5	15	18
PEX3_+_143772450.23-P1P2	2	0	0	0	0
PEX5_-_7342737.23-P1P2	19	15	23	62	12
PEX5_+_7342316.23-P1P2	0	0	0	2	0
PEX5L_-_179615952.23-ENST00000392649.3	1	0	0	0	2
PEX5L_-_179754495.23-ENST00000465751.1,ENST00000467460.1,ENST00000472994.1	0	0	0	1	0
PEX5L_+_179615911.23-ENST00000392649.3	0	0	0	0	1
PEX5L_+_179615970.23-ENST00000392649.3	32	31	38	81	45
PEX5L_+_179615973.23-ENST00000392649.3	0	0	0	0	2
PEX5L_+_179754433.23-ENST00000465751.1,ENST00000467460.1,ENST00000472994.1	0	0	0	1	0
PEX5L_+_179754773.23-ENST00000465751.1,ENST00000467460.1,ENST00000472994.1	0	0	2	6	4
PEX5L_+_179754778.23-ENST00000465751.1,ENST00000467460.1,ENST00000472994.1	15	18	16	46	22
PEX6_-_42946857.23-P1P2	59	27	27	148	37
PEX6_-_42946912.23-P1P2	31	42	5	9	47
PEX6_+_42946900.23-P1P2	7	15	0	22	3
PEX7_-_137143755.23-P1P2	0	0	0	1	0
PEX7_-_137143760.23-P1P2	0	0	1	1	0
PEX7_-_137143924.23-P1P2	0	1	0	0	0
PEX7_+_137143744.23-P1P2	24	30	24	356	173
PEX7_+_137143747.23-P1P2	0	0	0	1	0
PF4_-_74847328.23-P1P2	0	0	0	1	0
PF4_-_74847656.23-P1P2	1	1	0	1	1
PF4_-_74847724.23-P1P2	0	1	0	0	1
PFDN1_-_139682282.23-P1P2	0	0	0	2	1
PFDN1_+_139682475.23-P1P2	0	0	0	1	1
PFDN1_+_139682624.23-P1P2	1	0	0	0	0
PFDN4_-_52824645.23-P1P2	1	0	0	0	0
PFDN4_-_52824681.23-P1P2	0	0	1	0	0
PFDN4_-_52825039.23-P1P2	60	52	88	209	41
PFDN4_+_52824935.23-P1P2	94	343	273	1796	860
PFDN5_-_53689375.23-P1P2	0	1	0	1	1
PFDN5_+_53689324.23-P1P2	0	1	0	0	0
PFDN5_+_53689579.23-P1P2	0	1	0	0	0
PFDN6_-_33257405.23-P1P2	1	0	0	0	0
PFDN6_+_33257772.23-P1P2	1	0	1	0	1
PFDN6_+_33257826.23-P1P2	6	8	0	2	0
PFKFB1_-_55020408.23-P1P2	39	4	15	23	1
PFKFB1_+_55024833.23-P1P2	1	0	0	0	0
PFKFB2_-_207226640.23-P1P2	1	0	0	1	0
PFKFB2_-_207226710.23-P1P2	23	0	0	5	1
PFKFB2_+_207226602.23-P1P2	28	11	34	51	35
PFKFB3_-_6244912.23-P1P2	0	0	0	0	1
PFKFB3_-_6245363.23-P1P2	1	0	0	0	0
PFKFB4_-_48594158.23-P1P2	0	0	0	0	2
PFKFB4_+_48594194.23-P1P2	0	1	0	0	0
PFKFB4_+_48594217.23-P1P2	0	0	0	0	1
PFKL_-_45725083.23-P2	0	0	1	0	0
PFKL_-_45725095.23-P2	0	0	0	1	1
PFKL_+_45719969.23-P1	0	0	1	1	1
PFKL_+_45719980.23-P1	0	2	0	0	0
PFKL_+_45719983.23-P1	0	0	0	0	1
PFKL_+_45720318.23-P1	0	0	1	0	0
PFKL_+_45725534.23-P2	44	63	77	81	137
PFKM_-_48513189.23-P1	0	0	0	1	0
PFKM_-_48513356.23-P1	0	0	0	0	1
PFKM_-_48516460.23-P2	0	0	0	1	0
PFKM_+_48513520.23-P1	0	1	0	0	0
PFKM_+_48516450.23-P2	0	0	0	1	0
PFKM_+_48516470.23-P2	24	33	13	6	7
PFKM_+_48516482.23-P2	1	0	0	0	0
PFKP_-_3109728.23-P1P2	0	1	0	1	0
PFKP_-_3110102.23-P1P2	0	0	1	0	1
PFKP_+_3109737.23-P1P2	0	0	0	1	0
PFKP_+_3109755.23-P1P2	6	3	0	1	0
PFN1_-_4851389.23-P1P2	0	0	0	1	0
PFN2_-_149688267.23-P1P2	0	0	0	1	1
PFN2_+_149688497.23-P1P2	0	0	0	0	1
PFN2_+_149688635.23-P1P2	5	12	10	27	5
PFN2_+_149688650.23-P1P2	9	22	18	185	21
PFN3_+_176827221.23-P1P2	1	0	0	0	0
PFN4_-_24346087.23-P1P2	1	0	0	1	0
PFN4_-_24346104.23-P1P2	0	1	0	0	0
PFN4_-_24346145.23-P1P2	0	1	0	0	1
PGA3_+_60970994.23-P1P2	0	0	0	0	1
PGA3_+_60971009.23-P1P2	7	0	0	0	0
PGA3_+_60971178.23-P1P2	0	0	0	1	0
PGA4_-_60989697.23-ENST00000378149.3	3	17	4	2	9
PGA4_-_60989704.23-ENST00000378149.3	0	0	0	1	0
PGA4_+_60989708.23-ENST00000378149.3	0	0	1	1	0
PGA5_-_61017107.23-P1P2	0	0	0	1	0
PGA5_-_61017114.23-P1P2	0	0	0	1	0
PGA5_+_61017305.23-P1P2	0	0	0	1	1
PGA5_+_61017333.23-P1P2	7	0	1	1	0
PGAM1_-_99186211.23-P1P2	0	0	0	1	0
PGAM1_-_99186397.23-P1P2	0	0	0	0	1
PGAM2_-_44105113.23-P1P2	156	129	91	81	134
PGAM2_-_44105116.23-P1P2	31	22	22	33	21
PGAM5_-_133287684.23-P1P2	2	0	0	0	0
PGAP1_-_197791132.23-P1P2	2	0	0	1	1
PGAP1_-_197791181.23-P1P2	4	1	0	0	6
PGAP1_+_197791380.23-P1P2	0	0	0	1	0
PGAP1_+_197791407.23-P1P2	0	0	0	1	0
PGAP2_-_3819191.23-P1	4	4	1	0	1
PGAP2_-_3819212.23-P1	5	17	14	26	4
PGAP2_+_3819224.23-P1	13	0	6	7	4
PGAP2_+_3829781.23-P2	1	0	0	1	0
PGAP2_+_3829819.23-P2	1	1	0	0	0
PGAP2_+_3829855.23-P2	0	0	0	0	1
PGAP3_+_37843846.23-P1P2	0	0	0	0	2
PGAP3_+_37844251.23-P1P2	0	0	0	1	0
PGBD1_-_28249405.23-P1P2	3	0	1	2	6
PGBD1_-_28249441.23-P1P2	1	3	0	1	22
PGBD1_-_28249757.23-P1P2	0	0	0	0	1
PGBD1_+_28249385.23-P1P2	5	0	0	7	7
PGBD1_+_28249546.23-P1P2	0	0	1	0	0
PGBD2_-_249200531.23-P1P2	0	0	0	0	2
PGBD2_+_249200431.23-P1P2	0	0	0	1	0
PGBD2_+_249200644.23-P1P2	3	38	79	108	78
PGBD4_-_34394295.23-P1P2	0	0	2	4	2
PGBD4_-_34394383.23-P1P2	0	0	0	2	0
PGBD4_+_34394778.23-P1P2	0	1	0	0	1
PGBD5_+_230561158.23-P1P2	0	0	0	1	0
PGBD5_+_230561342.23-P1P2	0	0	0	0	1
PGC_-_41714925.23-P1	11	1	1	2	4
PGC_-_41715099.23-P1	26	29	19	117	25
PGC_+_41721409.23-P2	0	0	0	1	0
PGC_+_41721853.23-P2	18	6	7	36	10
PGC_+_41721856.23-P2	0	0	0	0	1
PGD_-_10459200.23-P1P2	0	0	0	1	1
PGD_+_10459120.23-P1P2	1	0	0	0	0
PGD_+_10459517.23-P1P2	0	0	0	1	0
PGF_-_75421878.23-P1P2	1	0	0	0	0
PGF_+_75422227.23-P1P2	0	0	0	0	1
PGF_+_75422232.23-P1P2	18	7	12	0	2
PGF_+_75422278.23-P1P2	0	0	0	2	1
PGF_+_75422294.23-P1P2	0	0	2	0	0
PGGT1B_+_114598325.23-P1P2	4	0	0	3	1
PGK1_+_77359734.23-P1P2	1	0	0	0	0
PGK1_+_77359747.23-P1P2	1	0	0	0	0
PGK2_-_49754968.23-P1P2	5	1	2	1	2
PGK2_+_49754950.23-P1P2	0	0	1	0	0
PGLYRP1_-_46525841.23-P1P2	1	0	0	0	0
PGLYRP1_-_46526270.23-P1P2	8	2	12	1	0
PGLYRP1_-_46526288.23-P1P2	0	0	0	0	1
PGLYRP1_-_46526291.23-P1P2	53	276	330	1513	723
PGLYRP2_-_15590208.23-P1P2	0	1	1	0	0
PGLYRP2_-_15590253.23-P1P2	0	1	0	0	0
PGLYRP2_+_15589912.23-P1P2	3	2	0	2	0
PGLYRP2_+_15589932.23-P1P2	0	0	0	0	1
PGLYRP3_-_153283176.23-ENST00000290722.1	0	0	1	0	0
PGLYRP4_-_153321231.23-P1P2	0	1	0	0	0
PGLYRP4_-_153321250.23-P1P2	0	0	0	1	1
PGM1_-_64059050.23-P1P2	0	0	0	1	0
PGM1_+_64059128.23-P1P2	1	0	0	0	0
PGM1_+_64059510.23-P1P2	0	0	0	0	1
PGM1_+_64059534.23-P1P2	0	1	0	0	0
PGM2_-_37828735.23-P1P2	2	0	0	0	0
PGM2L1_-_74109031.23-P1P2	1	0	0	0	0
PGM2L1_-_74109058.23-P1P2	1	0	0	1	0
PGM2L1_+_74109090.23-P1P2	0	1	0	0	0
PGM3_-_83902932.23-P1P2	0	0	0	1	0
PGM3_-_83903628.23-P1P2	0	0	0	0	1
PGM3_+_83903373.23-P1P2	11	9	14	40	25
PGM3_+_83903593.23-P1P2	0	0	1	0	0
PGM5_-_70971855.23-P1P2	1	0	1	2	0
PGM5_+_70971835.23-P1P2	4	0	0	0	0
PGM5_+_70971848.23-P1P2	0	0	0	1	0
PGP_-_2264416.23-P1P2	1	0	0	13	1
PGP_-_2264431.23-P1P2	7	0	4	0	0
PGP_+_2264317.23-P1P2	0	0	0	0	1
PGP_+_2264587.23-P1P2	0	0	0	0	1
PGPEP1_+_18451879.23-P1P2	0	0	1	1	0
PGPEP1L_-_99548704.23-P2	0	1	0	0	0
PGPEP1L_+_99548786.23-P2	0	1	0	1	0
PGPEP1L_+_99550547.23-P1	1	0	0	0	0
PGRMC1_-_118370633.23-P1P2	1	0	0	0	0
PGRMC1_+_118370304.23-P1P2	0	1	0	0	0
PGRMC1_+_118370309.23-P1P2	0	0	0	1	1
PGRMC2_+_129208728.23-P1P2	0	0	0	0	1
PGRMC2_+_129208874.23-P1P2	0	1	0	0	0
PGRMC2_+_129208938.23-P1P2	1	0	0	0	0
PGRMC2_+_129208941.23-P1P2	5	0	0	0	0
PGS1_-_76374749.23-P1P2	4	0	0	0	0
PGS1_-_76374790.23-P1P2	6	4	0	12	2
PGS1_+_76374776.23-P1P2	10	0	0	3	0
PHACTR1_-_12958241.23-P2	1	0	0	0	0
PHACTR1_-_12958584.23-P2	1	0	0	0	0
PHACTR1_-_12958593.23-P2	0	0	1	3	1
PHACTR1_+_12958439.23-P2	1	0	0	0	0
PHACTR1_+_13272994.23-P1	0	0	0	1	1
PHACTR2_-_143999110.23-P1P2	0	1	0	0	1
PHACTR2_+_143999103.23-P1P2	2	2	2	0	2
PHACTR2_+_143999559.23-P1P2	0	1	0	0	1
PHACTR3_+_58179986.23-P1P2	4	0	0	0	0
PHACTR4_+_28696628.23-P1P2	0	1	0	1	0
PHACTR4_+_28696655.23-P1P2	1	0	0	0	0
PHAX_-_125936663.23-P1	0	0	1	0	0
PHAX_-_125939721.23-P2	1	0	0	0	0
PHAX_+_125937071.23-P1	0	0	0	1	1
PHB_+_47492183.23-P1P2	2	0	0	0	0
PHB2_-_7079820.23-P1P2	4	0	0	0	0
PHB2_-_7079832.23-P1P2	3	1	0	0	1
PHB2_+_7079788.23-P1P2	7	4	9	0	2
PHC1_-_9066879.23-P1P2	0	1	0	1	0
PHC1_+_9066802.23-P1P2	23	11	7	32	16
PHC1_+_9067527.23-P1P2	0	1	0	1	0
PHC1_+_9067541.23-P1P2	0	0	0	1	1
PHC2_-_33815107.23-P1P2	8	7	9	3	5
PHC2_+_33815060.23-P1P2	0	1	1	0	0
PHC3_-_169899274.23-P1P2	1	0	0	0	0
PHC3_+_169899510.23-P1P2	7	0	19	20	9
PHC3_+_169899513.23-P1P2	22	115	216	470	201
PHEX_+_22050418.23-P1P2	0	0	0	2	1
PHF1_-_33379197.23-P1P2	0	0	0	0	1
PHF1_+_33378808.23-P1P2	0	0	1	3	0
PHF1_+_33378843.23-P1P2	1	1	0	0	3
PHF10_+_170123802.23-P1P2	38	48	34	95	43
PHF10_+_170124573.23-P1P2	28	14	5	174	20
PHF10_+_170124581.23-P1P2	0	0	1	0	0
PHF11_-_50070140.23-P1P2	0	0	0	1	1
PHF11_-_50070170.23-P1P2	0	0	0	2	0
PHF11_+_50070161.23-P1P2	0	0	0	1	0
PHF11_+_50070548.23-P1P2	0	0	1	5	1
PHF12_-_27277897.23-P1P2	8	21	2	35	12
PHF12_+_27277971.23-P1P2	0	0	2	0	0
PHF12_+_27278095.23-P1P2	11	6	8	4	20
PHF12_+_27278322.23-P1P2	0	0	0	2	0
PHF12_+_27278440.23-P1P2	0	0	0	2	0
PHF13_-_6673832.23-P1P2	9	0	10	0	0
PHF14_-_11013548.23-P1P2	0	0	0	0	1
PHF14_+_11013534.23-P1P2	0	0	0	1	1
PHF14_+_11013552.23-P1P2	1	0	0	1	0
PHF14_+_11013555.23-P1P2	18	5	3	2	0
PHF15_-_133860014.23-P2	0	0	0	1	1
PHF15_+_133860023.23-P2	0	0	0	0	1
PHF15_+_133860050.23-P2	0	0	0	1	0
PHF15_+_133860427.23-P2	8	3	3	0	6
PHF15_+_133861461.23-P1	0	0	0	1	0
PHF15_+_133861601.23-P1	0	0	0	0	1
PHF16_-_46772361.23-P1P2	0	1	0	0	0
PHF17_-_129730933.23-P1P2	0	1	0	0	0
PHF17_-_129731130.23-P1P2	5	0	4	0	1
PHF19_-_123639425.23-P1P2	0	0	0	1	0
PHF19_+_123639047.23-P1P2	0	0	1	0	0
PHF19_+_123639391.23-P1P2	0	0	0	0	1
PHF2_+_96339067.23-P1P2	5	7	8	4	3
PHF2_+_96339090.23-P1P2	0	0	0	3	1
PHF2_+_96339289.23-P1P2	7	7	10	2	17
PHF20_-_34359993.23-P1P2	6	3	1	1	1
PHF20_-_34360012.23-P1P2	9	46	14	5	7
PHF20_+_34360382.23-P1P2	5	2	0	0	1
PHF20L1_-_133788101.23-P1P2	0	0	0	2	0
PHF21A_+_46142971.23-P1P2	0	1	2	1	1
PHF21A_+_46142975.23-P1P2	4	3	3	4	0
PHF21B_-_45404533.23-P2	19	3	0	32	7
PHF21B_-_45404696.23-P2	17	3	2	0	7
PHF21B_-_45405798.23-P1	0	0	0	0	1
PHF21B_+_45404686.23-P2	1	1	0	0	0
PHF21B_+_45405640.23-P1	0	0	1	0	1
PHF23_+_7142380.23-P1P2	0	4	0	0	1
PHF3_-_64345849.23-P1P2	0	0	2	0	0
PHF3_+_64346025.23-P1P2	29	9	11	5	5
PHF3_+_64346383.23-P1P2	12	6	8	8	6
PHF5A_+_41864390.23-P1P2	12	1	0	0	2
PHF6_-_133507379.23-P1P2	4	0	0	0	0
PHF6_-_133507392.23-P1P2	9	3	0	27	0
PHF6_-_133507413.23-P1P2	20	2	1	31	7
PHF6_-_133507734.23-P1P2	0	0	1	1	0
PHF6_+_133507386.23-P1P2	0	0	0	1	0
PHF7_-_52444763.23-P1P2	1	0	0	0	40
PHF7_+_52444711.23-P1P2	15	23	47	116	38
PHF8_-_54070383.23-P1P2	7	2	21	7	22
PHF8_-_54070395.23-P1P2	24	9	22	67	13
PHF8_+_54070375.23-P1P2	0	0	0	2	0
PHGDH_+_120254555.23-P1P2	0	0	0	1	1
PHGR1_+_40643688.23-P1P2	0	0	0	1	0
PHIP_+_79787849.23-P1P2	1	0	0	0	0
PHIP_+_79787901.23-P1P2	0	0	0	2	0
PHKA1_-_71934135.23-P1P2	0	0	0	0	1
PHKA1_+_71933897.23-P1P2	0	0	0	0	1
PHKA1_+_71934119.23-P1P2	0	0	1	0	0
PHKA1_+_71934125.23-P1P2	25	16	30	3	2
PHKA2_+_19002235.23-P1P2	0	1	0	0	0
PHKA2_+_19002457.23-P1P2	1	0	0	0	0
PHKB_-_47495264.23-P1P2	33	28	24	81	49
PHKB_-_47495299.23-P1P2	0	0	1	0	0
PHKB_-_47495303.23-P1P2	0	1	0	0	0
PHKG1_-_56160585.23-P1P2	0	0	1	1	1
PHKG1_-_56160590.23-P1P2	1	0	0	1	0
PHKG1_+_56160396.23-P1P2	0	0	1	0	0
PHKG1_+_56160577.23-P1P2	0	0	1	0	0
PHKG1_+_56160610.23-P1P2	0	0	0	1	0
PHKG2_-_30759762.23-P1P2	0	1	0	0	0
PHLDA1_-_76425321.23-P1P2	0	0	0	1	0
PHLDA2_-_2950616.23-P1P2	0	0	0	2	0
PHLDA2_-_2950633.23-P1P2	0	0	1	0	0
PHLDA3_+_201438079.23-P1P2	2	0	4	0	2
PHLDA3_+_201438291.23-P1P2	34	9	10	57	28
PHLDB1_-_118478379.23-P1	0	0	0	1	0
PHLDB1_+_118478407.23-P1	0	0	0	0	1
PHLDB2_-_111578160.23-P1P2	2	0	0	0	0
PHLDB2_-_111578650.23-P1P2	1	1	0	0	0
PHLDB2_+_111578173.23-P1P2	0	0	0	1	0
PHLDB3_-_44008489.23-P1P2	0	2	1	1	2
PHLPP1_+_60382780.23-P1P2	12	2	6	0	10
PHLPP2_-_71757374.23-P1P2	3	4	0	0	3
PHOSPHO1_-_47307692.23-P1P2	0	1	0	0	0
PHOSPHO1_-_47307835.23-P1P2	0	0	0	1	0
PHOX2A_-_71954805.23-P1P2	8	7	5	21	0
PHOX2A_-_71955151.23-P1P2	0	1	0	0	0
PHOX2A_+_71955181.23-P1P2	0	7	7	3	2
PHOX2A_+_71955192.23-P1P2	0	1	0	0	0
PHOX2B_-_41750353.23-P1P2	0	0	0	1	0
PHOX2B_-_41750456.23-P1P2	0	0	1	2	0
PHOX2B_-_41750589.23-P1P2	0	0	0	1	0
PHOX2B_+_41750360.23-P1P2	0	1	0	1	0
PHPT1_-_139744072.23-P1P2	0	0	1	0	0
PHPT1_-_139744240.23-P1P2	0	0	0	1	1
PHPT1_+_139744291.23-P1P2	0	2	0	0	0
PHRF1_-_576449.23-P1P2	0	0	0	0	1
PHRF1_-_576497.23-P1P2	13	8	13	3	7
PHTF1_+_114301679.23-P1P2	0	0	1	4	4
PHTF1_+_114301694.23-P1P2	0	0	0	1	0
PHTF1_+_114302083.23-P1P2	6	14	0	22	3
PHTF2_-_77428168.23-P1P2	0	0	0	1	0
PHYH_-_13342019.23-P1P2	0	1	0	0	2
PHYHIP_-_22089119.23-P1P2	0	0	0	1	1
PHYHIP_-_22089227.23-P1P2	23	1	17	6	4
PHYHIP_-_22089384.23-P1P2	0	0	0	1	0
PHYHIP_+_22089513.23-P1P2	11	9	14	37	8
PHYHIPL_-_60936420.23-P1P2	0	0	0	1	0
PHYHIPL_-_60936604.23-P1P2	0	1	0	1	0
PHYHIPL_+_60936369.23-P1P2	1	2	0	0	0
PHYKPL_+_177659750.23-P1P2	0	1	0	0	0
PHYKPL_+_177659762.23-P1P2	0	0	0	1	1
PI15_-_75737251.23-P1P2	0	1	0	0	0
PI15_+_75737243.23-P1P2	0	0	0	1	0
PI16_-_36916128.23-P2	0	0	0	3	0
PI16_-_36922543.23-P1	0	0	0	0	1
PI3_-_43803642.23-P1P2	0	0	1	1	0
PI3_-_43803737.23-P1P2	0	0	0	1	0
PI3_+_43803598.23-P1P2	0	0	1	2	0
PI4K2B_+_25235692.23-P1P2	0	0	0	0	1
PI4KA_+_21212657.23-P1P2	0	0	0	1	0
PIANP_-_6809481.23-P1P2	74	108	142	107	161
PIAS1_-_68346670.23-P1P2	1	2	0	0	0
PIAS1_-_68346688.23-P1P2	0	0	0	2	1
PIAS1_+_68347105.23-P1P2	0	0	0	1	0
PIAS1_+_68347177.23-P1P2	0	0	1	0	0
PIAS2_+_44497422.23-P1	19	11	13	12	11
PIAS2_+_44500062.23-P2	0	0	0	1	0
PIAS3_-_145576479.23-P1P2	0	0	0	0	1
PIAS3_-_145576516.23-P1P2	0	0	0	2	1
PIAS3_+_145575344.23-P1P2	0	0	0	1	0
PIAS4_-_4007761.23-P1P2	17	1	0	3	11
PIAS4_+_4007780.23-P1P2	0	0	0	1	1
PIAS4_+_4008148.23-P1P2	0	1	0	0	0
PIBF1_-_73356287.23-P1P2	21	19	15	24	41
PIBF1_-_73356357.23-P1P2	0	0	0	1	1
PIBF1_+_73356374.23-P1P2	0	1	0	0	0
PICALM_-_85779699.23-P1P2	0	0	0	1	1
PICALM_-_85780031.23-P1P2	0	0	1	0	0
PICK1_-_38453443.23-P1P2	0	0	1	0	0
PICK1_-_38453447.23-P1P2	0	0	1	0	0
PID1_+_230135558.23-P1P2	5	0	0	0	0
PID1_+_230136073.23-P1P2	0	0	0	1	0
PIDD_-_804783.23-P2	0	0	1	0	0
PIDD_-_805100.23-P2	2	0	4	0	2
PIDD_-_809477.23-P1	1	0	1	1	0
PIDD_+_805228.23-P2	0	1	0	0	0
PIDD_+_809286.23-P1	54	21	64	97	28
PIDD_+_809516.23-P1	7	5	0	1	15
PIEZO1_-_88851407.23-P1P2	0	2	0	0	2
PIEZO1_+_88851168.23-P1P2	0	0	0	2	0
PIEZO1_+_88851527.23-P1P2	1	0	0	1	0
PIEZO2_-_11148615.23-ENST00000503781.3	88	86	85	124	74
PIEZO2_-_11148640.23-ENST00000503781.3	0	0	1	1	0
PIEZO2_+_11148662.23-ENST00000503781.3	0	0	0	1	0
PIF1_-_65117416.23-P1	0	0	0	0	1
PIF1_+_65115970.23-P2	45	81	99	241	116
PIF1_+_65117434.23-P1	0	0	2	1	1
PIF1_+_65117455.23-P1	1	1	1	1	0
PIF1_+_65117766.23-P1	0	0	0	1	0
PIFO_-_111889326.23-P1P2	0	0	1	1	0
PIFO_-_111889331.23-P1P2	1	0	0	0	0
PIFO_-_111889337.23-P1P2	0	0	0	1	0
PIGA_-_15353282.23-P1P2	31	30	18	87	36
PIGB_-_55611456.23-P1P2	12	0	6	0	5
PIGB_-_55611473.23-P1P2	3	0	0	0	0
PIGC_-_172413142.23-P1P2	0	0	0	0	1
PIGC_+_172413172.23-P1P2	0	1	0	0	0
PIGF_-_46844076.23-P1P2	0	0	0	1	1
PIGF_+_46844151.23-P1P2	2	0	0	0	0
PIGF_+_46844155.23-P1P2	0	0	0	2	2
PIGG_-_493091.23-P1P2	1	0	0	0	0
PIGG_-_493129.23-P1P2	36	23	0	25	4
PIGG_+_493470.23-P1P2	9	0	3	5	0
PIGH_-_68066655.23-P1P2	7	5	2	0	4
PIGK_+_77684852.23-P1P2	9	2	3	3	0
PIGL_-_16120567.23-P1P2	1	0	0	0	0
PIGL_+_16120714.23-P1P2	2	0	0	3	2
PIGM_+_160001687.23-P1P2	29	12	0	3	7
PIGN_+_59854227.23-P1P2	4	3	0	10	1
PIGN_+_59854245.23-P1P2	1	0	0	1	0
PIGO_-_35096321.23-P1P2	0	1	0	0	0
PIGO_-_35096565.23-P1P2	0	4	0	1	0
PIGO_-_35096580.23-P1P2	26	16	33	21	6
PIGO_+_35096408.23-P1P2	3	0	0	0	0
PIGP_-_38445029.23-P1P2	0	0	0	1	0
PIGQ_-_620349.23-P1P2	23	6	10	17	16
PIGQ_-_620369.23-P1P2	0	0	0	0	1
PIGQ_-_620389.23-P1P2	0	0	0	1	0
PIGQ_+_620049.23-P1P2	1	0	0	0	0
PIGR_-_207119382.23-P1P2	3	0	0	0	0
PIGS_-_26898181.23-P1	0	0	0	0	1
PIGS_+_26898474.23-P1	2	1	5	22	0
PIGS_+_26898479.23-P1	11	3	0	2	0
PIGT_-_44044802.23-P1P2	0	1	0	0	0
PIGT_-_44045007.23-P1P2	0	0	1	0	0
PIGT_+_44044811.23-P1P2	4	0	9	0	2
PIGT_+_44044828.23-P1P2	0	0	1	0	0
PIGU_+_33264506.23-P1P2	0	0	1	0	0
PIGU_+_33264885.23-P1P2	0	0	0	0	1
PIGV_-_27115036.23-P1P2	0	0	0	0	1
PIGV_+_27114673.23-P1P2	0	0	0	0	1
PIGV_+_27114676.23-P1P2	1	0	0	1	0
PIGV_+_27114722.23-P1P2	0	0	0	1	0
PIGW_-_34890881.23-P1P2	0	0	0	1	0
PIGW_+_34891399.23-P1P2	0	2	0	0	0
PIGX_-_196439232.23-P1P2	23	99	137	193	194
PIGX_-_196439310.23-P1P2	0	0	0	0	1
PIGZ_-_196695281.23-P1P2	12	15	6	50	2
PIGZ_-_196695660.23-P1P2	2	0	0	0	0
PIGZ_+_196695489.23-P1P2	52	35	67	67	61
PIH1D2_-_111944689.23-P1P2	0	0	0	1	0
PIH1D2_+_111944295.23-P1P2	0	0	0	0	1
PIH1D2_+_111944727.23-P1P2	0	0	0	0	1
PIH1D3_-_106449925.23-P1P2	1	3	1	2	6
PIH1D3_-_106449945.23-P1P2	0	0	0	1	0
PIH1D3_+_106449844.23-P1P2	0	1	1	0	0
PIK3AP1_-_98479875.23-P1	0	0	0	1	1
PIK3AP1_+_98460181.23-P2	10	5	0	18	5
PIK3AP1_+_98460558.23-P2	0	0	0	0	2
PIK3C2A_-_17190927.23-ENST00000265970.7	2	0	0	0	0
PIK3C2A_-_17190936.23-ENST00000265970.7	0	0	0	2	0
PIK3C2B_-_204463857.23-P1P2	0	0	1	0	0
PIK3C2B_-_204463896.23-P1P2	1	1	0	1	0
PIK3C2B_+_204463513.23-P1P2	0	0	0	2	0
PIK3C2G_-_18414934.23-P1P2	0	0	1	0	1
PIK3C2G_-_18414948.23-P1P2	0	0	0	1	0
PIK3C3_+_39535224.23-P1P2	0	0	0	0	1
PIK3CA_-_178866181.23-P1P2	1	0	0	0	0
PIK3CA_-_178866523.23-P1P2	0	1	0	1	1
PIK3CA_+_178866166.23-P1P2	0	0	0	1	1
PIK3CA_+_178866554.23-P1P2	0	0	0	1	1
PIK3CB_-_138553360.23-P1P2	17	0	1	66	11
PIK3CB_+_138553280.23-P1P2	17	126	83	185	174
PIK3CB_+_138553747.23-P1P2	32	123	109	235	130
PIK3CB_+_138553761.23-P1P2	0	0	0	0	1
PIK3CD_-_9712244.23-P1P2	0	0	1	0	0
PIK3CD_+_9711852.23-P1P2	18	4	9	5	3
PIK3CD_+_9711871.23-P1P2	0	0	0	1	1
PIK3CD_+_9712078.23-P1P2	68	18	113	60	48
PIK3CG_-_106505799.23-P1P2	11	3	6	7	0
PIK3CG_-_106505923.23-P1P2	2	2	2	1	2
PIK3IP1_-_31686665.23-P2	0	0	0	1	0
PIK3IP1_-_31686686.23-P2	0	0	1	0	1
PIK3IP1_-_31687972.23-P1	1	0	0	2	0
PIK3IP1_-_31688004.23-P1	0	1	0	0	0
PIK3IP1_-_31688123.23-P1	1	0	0	0	0
PIK3IP1_+_31686675.23-P2	0	0	0	0	1
PIK3IP1_+_31686713.23-P2	13	26	7	12	0
PIK3IP1_+_31688381.23-P1	24	31	51	101	30
PIK3IP1_+_31688459.23-P1	5	31	20	15	9
PIK3R1_-_67511608.23-P1P2	0	0	2	0	1
PIK3R1_-_67511611.23-P1P2	22	1	3	31	35
PIK3R1_-_67511650.23-P1P2	0	1	0	1	1
PIK3R1_+_67511795.23-P1P2	75	37	69	120	109
PIK3R1_+_67512066.23-P1P2	0	0	0	0	1
PIK3R2_-_18263993.23-P1	8	0	1	0	9
PIK3R2_-_18264316.23-P1	0	0	0	2	0
PIK3R2_-_18264410.23-P1	29	37	35	22	5
PIK3R2_-_18266797.23-P2	5	1	0	1	11
PIK3R2_-_18266852.23-P2	1	0	0	0	0
PIK3R2_+_18264032.23-P1	1	1	1	1	1
PIK3R2_+_18266367.23-P2	0	0	0	2	0
PIK3R2_+_18266458.23-P2	1	1	1	1	0
PIK3R3_+_46598268.23-P1P2	0	0	1	2	2
PIK3R3_+_46598273.23-P1P2	0	0	0	1	0
