GO	[-8.26 -0.85]	[-0.85 -0.27]	[-0.27 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.37]	[0.37 1.02]	[1.02 10.22]
GO:0050808 synapse organization	-0.599	0.269	-0.336	0.269	-1.023	-1.023	-1.739	-1.739	1.477	1.927	2.431
GO:0030334 regulation of cell migration	0.481	0.688	0.935	-0.454	-2.068	-2.068	-2.068	-1.011	2.306	0.481	1.548
GO:0042809 vitamin D receptor binding	-0.621	0.396	4.779	-0.621	-0.621	-0.621	-0.621	-0.223	1.385	-0.621	-0.621
GO:0007605 sensory perception of sound	0.320	0.932	1.631	-2.388	-0.395	-0.538	-1.206	-2.953	-0.538	2.528	1.377
GO:0042542 response to hydrogen peroxide	-0.599	0.910	2.013	-2.278	-0.948	-0.948	-1.464	-0.948	2.013	1.231	0.416
GO:0045653 negative regulation of megakaryocyte differentiation	-0.745	6.074	0.655	-0.745	-0.298	-0.745	-0.745	0.304	-0.298	-0.298	-0.745
GO:0015986 ATP synthesis coupled proton transport	-0.994	-0.204	2.356	-0.994	-0.994	-0.994	-0.462	-0.204	3.810	-0.204	-0.462
GO:0034314 Arp2/3 complex-mediated actin nucleation	-0.324	0.279	1.613	-0.787	-0.324	-0.787	-0.787	-0.787	4.778	-0.324	-0.786
GO:0030203 glycosaminoglycan metabolic process	-0.363	1.184	0.480	-1.325	-0.702	-1.325	-1.325	-1.325	0.793	1.646	1.647
GO:0050907 detection of chemical stimulus involved in sensory perception	-0.397	-2.359	0.353	3.600	0.353	0.724	1.241	0.520	-2.359	-0.863	-1.222
GO:0016235 aggresome	-0.300	2.068	3.178	-0.957	-0.957	-1.656	-0.549	-1.656	0.302	0.820	-0.300
GO:0043525 positive regulation of neuron apoptotic process	0.351	-0.256	1.999	-1.224	-0.755	-1.224	-1.988	-1.224	3.011	0.848	0.352
GO:0016627 oxidoreductase activity, acting on the CH-CH group of donors	-0.550	0.347	2.051	-1.118	-0.550	-1.118	-1.118	-1.118	1.031	2.673	-0.260
GO:0050690 regulation of defense response to virus by virus	0.347	-0.260	2.673	-1.118	-1.118	-0.550	-1.118	-0.550	2.051	1.031	-1.117
GO:0010971 positive regulation of G2/M transition of mitotic cell cycle	-0.828	2.148	3.669	-0.828	-0.828	-0.828	-0.828	-0.351	0.566	-0.351	-0.351
GO:0006956 complement activation	-1.333	-1.833	-0.670	-0.301	0.856	3.325	2.464	0.451	-1.833	-0.956	-0.300
GO:1900740 positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	0.509	1.719	0.836	-1.284	-1.284	-1.284	-1.284	-0.341	2.265	0.509	-0.670
GO:0030336 negative regulation of cell migration	-0.507	0.682	0.682	-1.645	-1.645	-1.258	-1.645	-0.948	1.641	3.015	1.362
GO:0031225 anchored component of membrane	1.095	0.301	0.301	-2.448	-3.019	-0.417	-1.249	-0.417	0.709	0.891	3.508
GO:0042102 positive regulation of T cell proliferation	-0.507	-0.315	-0.315	-1.180	-1.746	-0.507	-1.180	-1.180	1.243	3.912	1.981
GO:0015078 hydrogen ion transmembrane transporter activity	-0.702	0.480	2.176	-1.325	-1.325	-1.325	-0.363	-0.702	2.769	0.793	-0.362
GO:1903779 regulation of cardiac conduction	-0.398	1.898	-0.644	-1.534	-1.005	-2.361	-1.005	0.379	0.845	0.587	2.818
GO:0030900 forebrain development	0.314	2.306	1.547	-1.453	-0.288	-1.011	-2.982	-1.453	1.222	0.481	0.315
GO:0005682 U5 snRNP	-0.406	1.931	2.593	-0.911	-0.911	-0.911	-0.911	-0.911	1.356	0.217	-0.405
GO:0070006 metalloaminopeptidase activity	-0.828	-0.828	2.865	-0.351	-0.828	-0.828	-0.828	-0.828	0.991	1.521	0.566
GO:0005164 tumor necrosis factor receptor binding	-0.671	1.241	0.509	-1.284	-1.284	-1.284	-1.284	-0.341	0.509	2.265	1.241
GO:0005057 signal transducer activity, downstream of receptor	-0.549	1.593	0.820	-1.656	-0.957	-1.656	-0.957	-0.549	3.178	0.527	0.302
GO:0050885 neuromuscular process controlling balance	1.676	-0.411	0.625	-1.905	-1.156	-1.905	-1.156	-0.411	0.625	1.676	1.271
GO:0097602 cullin family protein binding	-0.662	0.362	0.762	-0.662	-0.662	-0.662	-0.662	-0.662	5.575	-0.247	-0.247
GO:0032728 positive regulation of interferon-beta production	-1.118	2.673	1.031	-1.118	-1.118	-1.118	-1.118	-0.260	0.644	0.644	0.645
GO:0060021 palate development	0.301	0.636	1.401	-1.333	-1.333	-1.833	-1.833	-0.956	2.880	0.451	1.402
GO:0042555 MCM complex	-0.373	7.415	0.240	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	-0.372
GO:0019706 protein-cysteine S-palmitoyltransferase activity	-0.550	-0.550	0.644	-1.118	-1.118	-0.550	-0.550	-0.550	4.944	1.502	-0.549
GO:0009953 dorsal/ventral pattern formation	2.984	-0.336	-0.336	-0.599	-0.599	-1.739	-1.739	-1.023	1.927	1.083	0.269
GO:0006122 mitochondrial electron transport, ubiquinol to cytochrome c	-0.621	-0.621	2.068	-0.621	-0.621	-0.621	-0.621	-0.223	3.769	0.396	-0.621
GO:0007093 mitotic cell cycle checkpoint	-0.341	1.719	3.549	-0.671	-1.284	-1.284	-1.284	-0.671	0.509	0.509	-0.341
GO:0031623 receptor internalization	-0.924	0.555	1.225	-0.924	-0.924	-1.615	-1.615	-0.524	2.685	0.555	1.226
GO:0005547 phosphatidylinositol-3,4,5-trisphosphate binding	-0.860	1.332	0.614	-1.532	-1.532	-0.860	-1.532	-0.250	1.787	0.614	1.333
GO:0005868 cytoplasmic dynein complex	-0.911	0.873	0.873	-0.406	-0.911	-0.911	-0.911	0.217	4.157	0.217	-0.910
GO:0014065 phosphatidylinositol 3-kinase signaling	0.247	1.184	0.247	0.247	-1.325	-1.325	-1.325	-1.325	2.769	1.184	-0.362
GO:0010569 regulation of double-strand break repair via homologous recombination	-0.247	2.695	3.554	-0.662	-0.662	-0.662	-0.662	-0.662	-0.247	-0.247	-0.662
GO:0010332 response to gamma radiation	1.646	0.793	0.480	-1.325	-0.702	-1.325	-0.702	-1.325	2.769	0.480	-0.701
GO:0001682 tRNA 5'-leader removal	-0.497	0.524	5.784	-0.497	-0.497	-0.497	-0.497	-0.497	0.524	-0.497	-0.497
GO:2000114 regulation of establishment of cell polarity	-0.745	1.128	3.181	-0.745	-0.298	-0.745	-0.745	-0.745	1.712	-0.745	-0.298
GO:0048027 mRNA 5'-UTR binding	-0.869	2.724	0.930	-0.869	-0.869	-0.869	-0.869	0.527	1.435	0.236	-0.869
GO:0030286 dynein complex	0.614	1.787	0.940	-0.250	-1.532	-1.532	-1.532	-0.860	2.302	-0.250	-0.476
GO:0001205 transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding	-1.242	-0.320	2.989	-0.640	-1.242	-1.242	-0.320	-0.320	2.989	0.283	-0.320
GO:0048705 skeletal system morphogenesis	1.039	1.860	0.254	-1.781	-1.056	-1.781	-1.781	0.254	0.715	1.039	0.453
GO:0046034 ATP metabolic process	-0.892	3.388	0.898	-1.574	-1.574	-0.500	-0.266	-0.892	1.720	0.339	-0.500
GO:1901998 toxin transport	-0.234	0.380	2.974	-1.491	-1.491	-1.491	-0.828	-0.453	0.984	1.389	-0.234
GO:0030316 osteoclast differentiation	-1.035	0.726	2.248	-1.035	-1.035	-1.035	-1.035	-0.491	0.398	0.726	1.659
GO:0007076 mitotic chromosome condensation	-0.621	2.864	0.396	-0.621	-0.621	-0.621	-0.621	-0.621	2.864	-0.621	-0.223
GO:0006644 phospholipid metabolic process	-0.934	-0.405	1.334	-1.361	-0.405	-1.960	-1.361	-0.251	2.481	2.934	-0.405
GO:0035371 microtubule plus-end	-0.787	1.613	3.017	-0.787	-0.787	-0.787	-0.787	-0.787	1.057	0.279	-0.324
GO:0097546 ciliary base	0.324	0.978	1.961	-0.579	-1.159	-1.159	-1.159	-1.159	2.563	-0.279	-0.279
GO:0051959 dynein light intermediate chain binding	0.928	2.458	0.928	-1.201	-1.201	-1.201	-1.201	-0.609	0.928	0.572	-0.609
GO:0007163 establishment or maintenance of cell polarity	-0.300	0.572	3.108	-1.201	-1.201	-1.201	-0.609	-1.201	1.364	0.572	0.303
GO:0042771 intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.303	0.572	0.572	-1.201	-1.201	-1.201	-1.201	-0.609	3.108	1.364	-0.299
GO:0004497 monooxygenase activity	0.615	2.031	0.289	-1.865	-0.690	-0.980	-1.865	-1.361	-0.313	3.260	0.831
GO:0030574 collagen catabolic process	-0.344	-0.546	-1.240	-1.240	-0.546	-0.834	-0.546	-0.344	-0.546	2.286	5.499
GO:0070577 lysine-acetylated histone binding	-0.298	2.399	2.399	-0.745	-0.745	-0.745	-0.745	-0.745	1.128	-0.745	-0.298
GO:0016279 protein-lysine N-methyltransferase activity	-0.298	2.399	2.399	-0.745	-0.745	-0.745	-0.745	-0.745	1.128	-0.298	-0.745
GO:0005154 epidermal growth factor receptor binding	-0.733	0.231	2.667	-0.385	-0.733	-1.366	-1.366	-0.385	3.303	-0.733	0.453
GO:0030182 neuron differentiation	0.256	0.491	1.489	-2.270	-1.122	0.256	-2.270	-1.814	1.019	1.019	2.365
GO:0048008 platelet-derived growth factor receptor signaling pathway	-0.671	0.836	0.509	-1.284	-1.284	-1.284	-1.284	0.509	2.876	0.836	0.264
GO:0046835 carbohydrate phosphorylation	-0.434	1.834	-0.434	-0.952	-0.952	-0.952	-0.952	-0.952	0.821	1.834	1.283
GO:0007416 synapse assembly	-1.092	-1.639	0.519	-1.639	-0.714	-1.092	-0.452	0.331	1.038	1.038	4.189
GO:0034341 response to interferon-gamma	-0.994	-0.204	0.772	-0.994	-0.994	-0.994	-0.462	-0.994	0.772	2.356	1.744
GO:0007257 activation of JUN kinase activity	-0.796	-0.218	1.448	-1.449	-1.449	-1.449	-0.430	-0.430	1.448	2.476	0.403
GO:0009303 rRNA transcription	-0.199	3.052	-0.199	-0.580	-0.580	-0.580	-0.580	-0.580	3.052	-0.580	-0.579
GO:0043401 steroid hormone mediated signaling pathway	0.331	0.331	0.331	-2.485	-1.092	-1.092	-1.092	-0.714	3.623	1.038	1.039
GO:0035035 histone acetyltransferase binding	1.088	1.088	1.578	-1.076	-0.520	-1.076	-1.076	-1.076	2.147	-0.520	-0.520
GO:0045786 negative regulation of cell cycle	-0.924	3.281	1.225	-1.615	-0.524	-0.924	-0.924	-0.524	1.655	0.555	-0.924
GO:0007616 long-term memory	-0.733	0.231	2.090	-0.733	-1.366	0.231	-1.366	-1.366	0.754	0.231	2.668
GO:0005244 voltage-gated ion channel activity	1.272	0.540	-0.413	-0.936	-1.852	-1.852	-1.852	-0.936	1.508	1.764	2.042
GO:0032266 phosphatidylinositol-3-phosphate binding	0.216	0.216	0.427	-1.408	-1.408	-1.408	-1.408	0.216	1.511	2.009	1.079
GO:0034719 SMN-Sm protein complex	-0.272	4.275	1.206	-0.704	-0.704	-0.704	-0.704	-0.704	0.706	-0.272	-0.704
GO:0017056 structural constituent of nuclear pore	-0.869	3.496	2.724	-0.869	-0.378	-0.869	-0.378	-0.378	-0.378	0.236	-0.869
GO:0043204 perikaryon	-0.492	0.701	1.392	-0.684	-1.618	-2.699	-0.928	-1.235	0.701	2.683	1.393
GO:0030282 bone mineralization	-0.796	0.403	0.680	-1.449	-1.449	-0.430	-1.449	-0.430	0.403	1.448	3.080
GO:0006821 chloride transport	-0.364	0.967	0.539	-1.474	-1.474	-1.474	-1.076	-1.474	0.736	2.596	2.211
GO:0071560 cellular response to transforming growth factor beta stimulus	-0.260	0.346	0.541	-1.062	-1.604	-2.444	-1.062	-0.434	0.784	1.789	2.674
GO:0006123 mitochondrial electron transport, cytochrome c to oxygen	-0.911	-0.406	0.873	-0.911	-0.911	-0.911	0.217	0.491	5.053	-0.406	-0.405
GO:0006694 steroid biosynthetic process	0.346	-1.604	0.784	-0.690	-0.690	-0.690	-1.604	-1.062	0.541	4.892	0.785
GO:0008089 anterograde axonal transport	-0.260	0.347	2.051	-1.118	-1.118	-1.118	-1.118	-0.260	3.365	-0.260	-0.260
GO:0050873 brown fat cell differentiation	-0.671	0.509	1.241	-1.284	-0.341	-1.284	-1.284	-1.284	1.719	0.836	1.241
GO:0071310 cellular response to organic substance	0.359	0.940	1.332	-0.860	-1.532	-0.860	-1.532	-1.532	0.940	1.787	0.359
GO:0006865 amino acid transport	5.163	0.302	-0.300	-0.513	-0.513	-2.112	-1.326	-0.836	0.302	1.055	-0.300
GO:0030663 COPI-coated vesicle membrane	-0.580	-0.199	0.434	-0.580	-0.580	-0.580	-0.580	-0.580	5.074	0.892	-0.579
GO:0004298 threonine-type endopeptidase activity	-0.491	0.398	1.658	-0.222	-0.491	-1.035	-0.491	-0.491	4.461	-1.035	-1.035
GO:0042800 histone methyltransferase activity (H3-K4 specific)	-0.272	-0.272	5.284	-0.704	-0.704	-0.704	-0.704	-0.272	1.206	-0.272	-0.704
GO:0017070 U6 snRNA binding	-0.414	-0.414	5.320	-0.414	-0.414	-0.414	-0.414	-0.414	1.256	-0.414	-0.414
GO:0033138 positive regulation of peptidyl-serine phosphorylation	-0.613	1.854	1.854	-1.251	-0.886	-2.396	-1.251	-0.613	1.514	1.514	-0.411
GO:0006783 heme biosynthetic process	-0.869	0.236	2.724	-0.378	-0.869	-0.869	-0.869	0.236	2.724	0.236	-0.869
GO:0043392 negative regulation of DNA binding	1.301	0.539	0.539	-1.242	-0.640	-1.242	-1.242	-1.242	2.359	-0.320	0.881
GO:0055088 lipid homeostasis	-0.260	-1.118	2.051	-1.118	-1.118	-0.550	-0.550	-1.118	1.502	0.644	1.503
GO:0045190 isotype switching	-0.621	3.769	1.385	-0.621	-0.621	-0.621	-0.621	-0.621	0.823	-0.223	-0.621
GO:0007417 central nervous system development	0.353	-0.255	0.486	-1.980	-0.509	-0.922	-3.149	-0.692	2.117	2.446	1.037
GO:0002020 protease binding	0.611	-0.424	0.447	-1.484	-0.828	-0.600	-1.484	-1.944	3.778	2.195	0.312
GO:0001954 positive regulation of cell-matrix adhesion	1.743	-0.994	0.426	-0.994	-0.462	-0.994	-0.994	-0.994	2.356	0.426	0.772
GO:0043015 gamma-tubulin binding	-1.076	2.790	0.371	-1.076	-1.076	-0.520	-1.076	-0.520	2.147	0.371	0.372
GO:0008375 acetylglucosaminyltransferase activity	-0.378	0.236	0.236	-0.378	-0.869	-0.378	-0.869	-0.869	0.930	5.279	-0.869
GO:0001054 RNA polymerase I activity	-0.497	3.494	2.546	-0.497	-0.497	-0.497	-0.497	-0.497	0.167	-0.497	-0.497
GO:0070971 endoplasmic reticulum exit site	-0.497	-0.497	2.546	-0.497	-0.497	0.167	-0.497	-0.497	3.494	-0.497	-0.497
GO:0008637 apoptotic mitochondrial changes	0.217	1.356	0.873	-0.911	-0.911	-0.911	-0.911	-0.911	3.336	0.217	-0.405
GO:0000307 cyclin-dependent protein kinase holoenzyme complex	-0.704	2.540	0.706	-0.704	-0.704	-0.704	-0.704	-0.704	1.206	1.206	-0.704
GO:0005506 iron ion binding	0.359	0.482	1.195	-2.111	-2.598	0.257	-1.701	-0.832	1.195	2.905	0.483
GO:0007281 germ cell development	0.264	0.836	3.549	-1.284	-1.284	-1.284	-0.671	-0.341	1.241	-0.671	0.264
GO:0048813 dendrite morphogenesis	0.584	0.584	0.898	-1.574	-1.574	-1.574	-0.500	-0.500	2.778	0.898	-0.500
GO:0042733 embryonic digit morphogenesis	-0.434	0.784	3.172	-1.604	-0.690	-1.604	-0.690	-1.062	2.672	0.346	-0.433
GO:0045862 positive regulation of proteolysis	-0.787	3.017	1.057	-0.787	-0.787	-0.787	-0.787	-0.787	0.609	1.057	-0.324
GO:0030688 preribosome, small subunit precursor	-0.414	6.753	0.211	-0.414	-0.414	0.211	-0.414	-0.414	-0.414	-0.414	-0.414
GO:0035098 ESC/E(Z) complex	-0.745	1.712	3.181	-0.745	-0.745	-0.745	-0.745	-0.745	0.655	-0.298	0.304
GO:0006275 regulation of DNA replication	-0.745	3.181	1.712	-0.745	-0.745	-0.745	-0.745	-0.745	0.304	0.655	-0.298
GO:0006024 glycosaminoglycan biosynthetic process	-0.524	1.655	0.555	-1.615	-0.924	-0.283	-1.615	-0.924	0.320	3.281	0.320
GO:0030217 T cell differentiation	0.646	0.984	1.389	-0.828	-1.491	-1.491	-1.491	-0.828	1.858	0.380	0.381
GO:0005385 zinc ion transmembrane transporter activity	0.217	0.873	2.593	0.217	-0.911	-0.911	-0.911	-0.406	1.931	-0.911	-0.910
GO:0004520 endodeoxyribonuclease activity	-0.952	1.282	1.282	-0.952	-0.952	-0.952	-0.434	-0.952	2.471	0.457	0.200
GO:0000974 Prp19 complex	-0.538	1.602	3.260	-0.538	-0.538	-0.538	-0.538	-0.538	0.967	-0.538	-0.538
GO:0022904 respiratory electron transport chain	-0.351	0.566	3.669	-0.828	-0.828	-0.828	-0.828	-0.828	1.521	0.256	-0.351
GO:0098794 postsynapse	0.654	1.735	0.958	-1.123	-1.123	-1.123	-1.123	-1.123	2.203	-1.123	0.958
GO:0016337 single organismal cell-cell adhesion	0.347	1.106	0.872	-2.427	-0.770	-2.427	-0.770	-1.049	1.982	1.662	0.492
GO:0071276 cellular response to cadmium ion	-1.284	1.719	0.509	-1.284	-1.284	0.264	-1.284	-0.671	1.241	1.241	0.509
GO:0030220 platelet formation	-0.787	0.279	4.778	-0.787	-0.787	-0.787	-0.787	-0.324	0.609	0.609	-0.324
GO:0032570 response to progesterone	0.527	1.593	-0.957	-1.656	-0.957	-1.656	-0.957	-0.300	0.820	1.593	1.177
GO:0003007 heart morphogenesis	0.522	0.317	2.337	-2.071	-0.809	-1.292	-1.292	-0.809	1.460	-0.285	1.461
GO:0045737 positive regulation of cyclin-dependent protein serine/threonine kinase activity	-0.994	0.772	2.356	-0.994	-0.994	-0.994	-0.994	0.426	1.213	0.772	-0.462
GO:0016049 cell growth	0.876	0.612	0.876	-1.499	-0.976	-1.499	-1.499	-0.622	3.420	0.876	-0.621
GO:0007286 spermatid development	0.367	-0.244	4.179	-0.576	-1.672	-1.672	-1.672	0.538	1.594	-0.382	-0.382
GO:0019722 calcium-mediated signaling	-1.326	1.411	-0.300	-0.513	-0.513	-1.326	-1.326	-1.326	1.055	3.303	0.751
GO:0070059 intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	2.876	-0.341	0.836	-0.671	-1.284	-1.284	-1.284	-0.341	0.836	1.241	-0.670
GO:1904886 beta-catenin destruction complex disassembly	-0.911	-0.911	1.356	-0.911	-0.406	0.491	-0.911	-0.406	4.157	0.217	-0.405
GO:0016810 hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	-0.787	1.057	-0.787	-0.787	-0.787	-0.787	-0.324	-0.787	2.268	0.609	1.613
GO:0045879 negative regulation of smoothened signaling pathway	1.057	2.268	-0.324	-0.787	-0.787	-0.787	-0.787	-0.787	0.609	1.613	-0.786
GO:0071044 histone mRNA catabolic process	-0.414	-0.414	4.068	-0.414	-0.414	-0.414	-0.414	-0.414	2.039	-0.414	-0.414
GO:0048188 Set1C/COMPASS complex	-0.538	-0.176	5.406	-0.538	-0.538	-0.538	-0.538	-0.538	0.477	0.477	-0.538
GO:0003341 cilium movement	-0.250	2.874	-0.476	-0.476	-0.860	-0.860	-0.860	-1.532	-0.250	-0.250	3.501
GO:0005750 mitochondrial respiratory chain complex III	-0.580	-0.580	1.488	-0.580	-0.580	-0.580	-0.580	-0.199	4.006	0.434	-0.579
GO:0016226 iron-sulfur cluster assembly	-0.580	0.434	4.006	-0.580	-0.580	-0.580	-0.580	-0.580	1.488	-0.199	-0.579
GO:0035327 transcriptionally active chromatin	-0.406	1.931	2.593	-0.911	-0.911	-0.911	-0.406	-0.406	1.356	-0.911	-0.405
GO:0031532 actin cytoskeleton reorganization	-0.411	0.389	1.271	-1.156	-0.702	-1.905	-1.905	-0.411	2.132	0.919	0.920
GO:0043393 regulation of protein binding	-0.869	2.036	-0.378	-0.869	-0.378	-0.869	-0.869	-0.378	3.496	0.527	-0.378
GO:0055072 iron ion homeostasis	-0.957	1.176	0.820	-0.957	-1.656	-1.656	0.302	-0.957	1.593	1.593	0.302
GO:0009083 branched-chain amino acid catabolic process	-0.351	-0.351	2.148	-0.828	-0.828	-0.828	-0.828	0.256	2.865	0.566	-0.828
GO:0061621 canonical glycolysis	-0.491	2.914	-0.222	-1.035	-1.035	-1.035	-1.035	-0.491	1.658	0.398	0.727
GO:0034394 protein localization to cell surface	0.457	1.282	0.200	-0.952	-0.952	-0.952	-0.952	-0.952	3.186	0.200	0.458
GO:0042993 positive regulation of transcription factor import into nucleus	-0.662	-0.247	-0.247	-0.662	-0.247	-0.662	-0.662	-0.662	5.575	0.762	-0.247
GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	1.054	0.797	0.578	-2.249	-1.142	-0.796	-1.609	-0.796	-0.354	3.331	0.798
GO:0004521 endoribonuclease activity	-0.828	1.521	0.991	-0.828	-0.828	-0.828	-0.828	-0.828	2.148	0.566	0.257
GO:0036503 ERAD pathway	-0.662	0.362	1.939	-0.662	-0.662	-0.662	-0.662	-0.662	3.554	-0.247	-0.247
GO:0055007 cardiac muscle cell differentiation	-0.640	0.283	0.880	-1.242	-0.320	-1.242	-0.640	-0.640	4.434	0.880	-0.640
GO:0030518 intracellular steroid hormone receptor signaling pathway	-0.704	0.706	5.284	-0.704	-0.704	-0.704	0.332	-0.704	-0.272	-0.272	-0.272
GO:0006376 mRNA splice site selection	-0.272	-0.272	5.284	-0.704	-0.704	-0.704	-0.704	-0.272	0.706	0.332	-0.704
GO:0051292 nuclear pore complex assembly	-0.414	2.976	2.976	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414
GO:1904355 positive regulation of telomere capping	-0.704	3.360	1.821	-0.272	-0.704	-0.704	-0.704	-0.704	0.332	0.332	-0.704
GO:0006904 vesicle docking involved in exocytosis	0.283	0.539	0.880	-1.242	-1.242	-1.242	-1.242	-0.640	0.539	2.359	0.881
GO:1904874 positive regulation of telomerase RNA localization to Cajal body	-0.621	3.769	2.068	-0.621	-0.621	-0.621	-0.621	-0.223	-0.223	-0.621	-0.223
GO:0018146 keratan sulfate biosynthetic process	0.324	1.431	0.607	-1.159	-1.159	-1.159	-1.159	-0.279	2.563	0.607	-0.579
GO:0021766 hippocampus development	-1.210	0.275	1.545	-0.526	-0.329	-2.651	-1.210	-0.809	2.346	0.906	0.907
GO:0015293 symporter activity	2.912	0.344	0.837	-0.536	-2.189	-2.189	-0.990	-1.306	1.056	0.837	0.646
GO:0046329 negative regulation of JNK cascade	-1.076	0.684	2.147	-1.076	-1.076	-1.076	-0.520	-0.520	1.578	1.088	-0.240
GO:0097352 autophagosome maturation	-0.462	-0.204	1.743	-0.994	-0.994	-0.994	-0.994	-0.462	3.046	0.772	-0.204
GO:0097421 liver regeneration	0.793	1.184	1.646	-1.325	-1.325	-1.325	-1.325	-0.363	1.184	0.247	0.247
GO:0035518 histone H2A monoubiquitination	-0.497	0.167	0.167	-0.497	-0.497	-0.497	-0.497	-0.497	5.784	0.524	-0.497
GO:0051310 metaphase plate congression	-0.497	5.784	0.524	0.167	-0.497	-0.497	-0.497	-0.497	0.167	-0.497	-0.497
GO:0051123 RNA polymerase II transcriptional preinitiation complex assembly	-0.272	1.206	1.821	-0.704	-0.704	-0.704	-0.704	-0.704	2.540	-0.704	-0.272
GO:0007020 microtubule nucleation	-0.704	1.206	2.540	-0.704	-0.704	-0.704	-0.704	-0.272	1.821	-0.704	-0.272
GO:0006744 ubiquinone biosynthetic process	-0.621	2.864	2.068	-0.621	-0.621	-0.621	-0.621	-0.621	0.396	0.396	-0.621
GO:0045022 early endosome to late endosome transport	-0.298	-0.298	2.399	-0.745	-0.745	-0.745	-0.745	-0.298	3.181	0.304	-0.745
GO:0032391 photoreceptor connecting cilium	-0.796	0.403	2.476	-0.218	-0.796	-1.449	-1.449	-0.796	1.932	-0.430	1.030
GO:0032467 positive regulation of cytokinesis	-1.449	4.448	-0.430	-0.218	-1.449	-0.218	-0.796	-0.218	1.030	0.403	-0.795
GO:0070555 response to interleukin-1	-0.733	1.130	1.130	-1.366	-0.733	-1.366	-1.366	-0.385	2.090	0.453	0.754
GO:0006261 DNA-dependent DNA replication	0.236	2.724	2.036	-0.378	-0.869	-0.869	-0.869	-0.869	0.527	0.236	-0.869
GO:0051496 positive regulation of stress fiber assembly	0.409	0.654	0.958	-1.123	-1.863	-1.123	-1.863	-0.392	0.654	2.203	0.654
GO:0046934 phosphatidylinositol-4,5-bisphosphate 3-kinase activity	0.250	0.604	0.250	-0.565	-0.565	-2.734	-1.852	-0.858	1.457	1.457	1.824
GO:2001238 positive regulation of extrinsic apoptotic signaling pathway	-0.260	0.347	0.644	-1.118	-0.550	-1.118	-1.118	-1.118	0.644	3.365	0.645
GO:1990126 retrograde transport, endosome to plasma membrane	-0.580	0.892	0.892	-0.580	-0.580	-0.580	-0.580	-0.580	4.006	-0.199	-0.579
GO:0030170 pyridoxal phosphate binding	1.704	0.980	0.691	-1.395	-2.195	-1.395	-0.891	-0.332	0.691	1.704	-0.555
GO:0070840 dynein complex binding	-0.952	0.821	1.282	-0.952	-0.952	-0.952	-0.434	-0.952	1.834	1.282	0.200
GO:0090004 positive regulation of establishment of protein localization to plasma membrane	0.283	0.880	0.539	-1.242	-0.320	-1.242	-1.242	-1.242	1.795	-0.320	1.796
GO:2000145 regulation of cell motility	-0.609	-0.609	3.108	-0.609	-1.201	-1.201	-1.201	0.572	1.364	0.303	0.572
GO:0046875 ephrin receptor binding	0.539	-0.320	2.989	-1.242	-0.640	-1.242	-1.242	-0.320	1.301	0.880	-0.640
GO:0006259 DNA metabolic process	-0.430	0.680	3.079	-0.796	-1.449	-0.796	-1.449	-0.796	1.030	1.030	-0.218
GO:0015026 coreceptor activity	0.836	-0.341	-0.341	-1.284	-0.671	-0.671	-1.284	-0.671	-0.341	3.549	1.719
GO:0031334 positive regulation of protein complex assembly	0.772	1.743	2.356	-0.994	-0.462	-0.994	-0.994	-0.994	0.772	-0.462	-0.462
GO:0035855 megakaryocyte development	-0.662	0.762	4.515	-0.662	-0.662	-0.662	-0.662	-0.662	0.362	0.362	-0.247
GO:0030214 hyaluronan catabolic process	0.362	0.362	-0.662	-0.662	-0.662	-0.247	-0.662	-0.662	0.762	4.515	-0.662
GO:0000380 alternative mRNA splicing, via spliceosome	0.362	0.762	4.515	-0.662	-0.662	-0.662	-0.662	-0.247	0.362	-0.662	-0.662
GO:0043507 positive regulation of JUN kinase activity	-0.500	-0.500	-0.266	-0.892	-1.574	-0.500	-0.500	-0.892	3.388	2.778	0.339
GO:0090002 establishment of protein localization to plasma membrane	-0.300	1.176	0.527	-1.656	-0.957	-0.957	-1.656	-0.549	2.068	1.593	0.302
GO:0001764 neuron migration	-0.437	0.433	2.151	-1.141	-0.847	-0.847	-2.563	-1.141	2.151	0.433	1.523
GO:0036002 pre-mRNA binding	0.396	-0.223	4.779	-0.621	-0.621	-0.621	-0.621	-0.223	0.823	-0.621	-0.621
GO:0045503 dynein light chain binding	1.149	3.653	0.398	-0.222	-1.035	-1.035	-1.035	-1.035	-0.491	0.398	-0.222
GO:0034389 lipid particle organization	-0.324	-0.324	2.268	-0.324	-0.787	-0.787	-0.787	-0.787	2.268	1.057	-0.786
GO:0071564 npBAF complex	-0.497	1.730	3.494	-0.497	-0.497	-0.497	-0.497	-0.497	0.524	-0.497	-0.497
GO:0051010 microtubule plus-end binding	-0.497	0.524	3.494	-0.497	-0.497	-0.497	-0.497	-0.497	1.730	-0.497	-0.497
