transcript	gene_id	gene_name	Estimate_treatmentDRUG	Pr...z.._treatmentDRUG	fdr_Pr...z.._treatmentDRUG	qvalue_Pr...z.._treatmentDRUG
ENST00000317568	ENSG00000126391	FRMD8	0.245409112069062	0.448074389640915	0.854303599513381	0.708955355872858
ENST00000317571	ENSG00000168234	TTC39C	-0.030405798008261	0.906473007353486	0.985039501041726	0.817448305740074
ENST00000317615	ENSG00000128789	PSMG2	-0.071189239190805	0.812570902128735	0.962379606609228	0.798643686948132
ENST00000317635	ENSG00000178307	TMEM11	-0.361234541347164	0.33565800295609	0.793728013736871	0.658685889613025
ENST00000317677	ENSG00000214078	CPNE1	-0.068194994448344	0.641436801648316	0.927907013980426	0.770036141353178
ENST00000317683	ENSG00000177051	FBXO46	0.128020128403651	0.739047078043764	0.948463794828745	0.787095462992723
ENST00000317697	ENSG00000177981	ASB8	-0.38050234116546	0.281440274045538	0.76905005981579	0.638206556956227
ENST00000317734	ENSG00000080189	SLC35C2	0.409563925255972	0.139321770517122	0.64277120467366	0.533412347102142
ENST00000317757	ENSG00000196083	IL1RAP	0.356496909091369	0.17032299852302	0.68574843502344	0.569077580930506
ENST00000317799	ENSG00000138029	HADHB	-0.00589969784247	0.961632933832103	0.991816606105401	0.823072377715121
ENST00000317827	ENSG00000147526	TACC1	-0.060451624861639	0.748516437477819	0.95127595004089	0.789429167896146
ENST00000317868	ENSG00000125703	ATG4C	0.148908612128996	0.629749311043432	0.927342911990082	0.769568013713846
ENST00000317881	ENSG00000005022	SLC25A5	-0.218263255055288	0.020347874729517	0.369956027863179	0.307012995778606
ENST00000317905	ENSG00000108469	RECQL5	0.126045612237175	0.707567508780881	0.942635626415642	0.78225887888638
ENST00000317907	ENSG00000018699	TTC27	-0.057696826497406	0.786211368293462	0.957698272999797	0.794758819160001
ENST00000317943	ENSG00000178449	COX14	-0.048112378241199	0.908088447921753	0.985039501041726	0.817448305740074
ENST00000317995	ENSG00000178538	CA8	-0.202431359754297	0.422398948136564	0.84297125588343	0.699551057780679
ENST00000318003	ENSG00000132024	CC2D1A	0.466236556183529	0.171431966841089	0.686232015106248	0.569478886379641
ENST00000318008	ENSG00000002834	LASP1	-0.245992702901563	0.147687481033211	0.652025145129437	0.541091854308699
ENST00000318010	ENSG00000214013	GANC	0.74412308385483	0.06539512636767	0.529715914583988	0.439591890926506
ENST00000318037	ENSG00000163961	RNF168	-0.192484815665083	0.559680275770412	0.899316193752179	0.746309663855999
ENST00000318066	ENSG00000177889	UBE2N	0.668586909216717	0.007787959194258	0.215501028756903	0.178836433113875
ENST00000318121	ENSG00000092853	CLSPN	0.117316144272516	0.48451577799579	0.874456964692595	0.725679897582391
ENST00000318130	ENSG00000116406	EDEM3	-0.027459812299288	0.869948463226658	0.972966646781951	0.807429484921556
ENST00000318190	ENSG00000144034	TPRKB	0.064802499609097	0.800990363401283	0.959597444887223	0.796334872546737
ENST00000318410	ENSG00000164961	WASHC5	0.153378417941973	0.423940520960767	0.843519273582719	0.700005837654304
ENST00000318430	ENSG00000167895	TMC8	0.095432204774849	0.648758217770814	0.927907013980426	0.770036141353178
ENST00000318445	ENSG00000176463	SLCO3A1	0.619592180468625	0.18690753525162	0.698801141281598	0.579909545135769
ENST00000318469	ENSG00000175857	GAPT	-0.02813487451573	0.942260628975022	0.990227647713015	0.821753759178125
ENST00000318507	ENSG00000180871	CXCR2	-0.105471229039493	0.795839603779276	0.959597444887223	0.796334872546737
ENST00000318607	ENSG00000070756	PABPC1	0.039051284788421	0.717987523834595	0.945448023484682	0.784592784498007
ENST00000318663	ENSG00000175938	ORAI3	0.182169403275664	0.617121209018473	0.923651010798299	0.766504239752506
ENST00000318672	ENSG00000177058	SLC38A9	-0.71910534626942	0.108444120712106	0.597010434182094	0.495437154972149
ENST00000318709	ENSG00000105778	AVL9	0.149985584995153	0.529146423159504	0.886328019341065	0.735531252273728
ENST00000318782	ENSG00000162073	PAQR4	0.286555522412475	0.459402104578238	0.860300770671397	0.713932189184791
ENST00000318887	ENSG00000179021	C3orf38	-0.128363188630183	0.681275731003493	0.934873291402073	0.775817200559045
ENST00000318911	ENSG00000179091	CYC1	0.335658490674877	0.013222372613931	0.290670872186048	0.241217140779829
ENST00000318948	ENSG00000180530	NRIP1	-0.133903954567834	0.722367299110255	0.945538188840835	0.784667609434007
ENST00000318950	ENSG00000133789	SWAP70	-0.030112639697124	0.859861908313586	0.971237649829097	0.805994653497795
ENST00000318988	ENSG00000175826	CTDNEP1	0.456874111955245	0.281899087332727	0.76905005981579	0.638206556956227
ENST00000319004	ENSG00000179409	GEMIN4	0.269536001685979	0.339246527293176	0.797728788927562	0.662005986825186
ENST00000319006	ENSG00000177156	TALDO1	0.094818274446398	0.257158520521675	0.761338857799741	0.631807312036026
ENST00000319017	ENSG00000178537	SLC25A20	0.013334619776487	0.971119133715738	0.992869901654596	0.823946469222337
ENST00000319023	ENSG00000172890	NADSYN1	0.012447620868342	0.947504281277496	0.990548690714027	0.822020181039349
ENST00000319121	ENSG00000178502	KLHL11	0.159063979422792	0.64075363749806	0.927907013980426	0.770036141353178
ENST00000319172	ENSG00000176142	TMEM39A	0.210964566462099	0.353346624703018	0.804229073783214	0.667400335819781
ENST00000319212	ENSG00000166938	DIS3L	0.157651236655673	0.556481708015258	0.897635414466362	0.744914846513078
ENST00000319283	ENSG00000114745	GORASP1	0.244988399983818	0.408355916146751	0.835988034882003	0.693755937716775
ENST00000319285	ENSG00000179958	DCTPP1	0.213667482573898	0.294659779451983	0.775010050466995	0.643152535523485
ENST00000319357	ENSG00000164543	STK17A	0.100588554389822	0.733577904443328	0.94646698443879	0.785438382978748
ENST00000319363	ENSG00000177663	IL17RA	0.196635996621633	0.123059842984014	0.618941723008839	0.513637130582427
ENST00000319380	ENSG00000175931	UBE2O	0.295567918039963	0.204649684979853	0.712951230927353	0.591652187735137
ENST00000319394	ENSG00000142784	WDTC1	0.188729154948347	0.552876076517144	0.896156955293274	0.743687927242462
ENST00000319410	ENSG00000065427	KARS	0.32303904682503	0.006245653949114	0.199009246287676	0.165150505164948
ENST00000319466	ENSG00000180398	MCFD2	-0.221247172830993	0.232718237619571	0.737673611709077	0.612168388620999
ENST00000319481	ENSG00000141447	OSBPL1A	0.220085282469852	0.301557956681971	0.778361793406677	0.645934024574859
ENST00000319550	ENSG00000178425	NT5DC1	-0.252497685545694	0.308285442568147	0.780785209743117	0.647945129283078
ENST00000319715	ENSG00000122257	RBBP6	0.261932978102584	0.191106516514073	0.700652091925457	0.581445581473633
ENST00000319725	ENSG00000107164	FUBP3	0.011886001050903	0.952313005127331	0.991343824626622	0.822680033633077
ENST00000319769	ENSG00000158850	B4GALT3	0.392107531404992	0.313460050878115	0.78160035150643	0.648621585661379
ENST00000319942	ENSG00000137955	RABGGTB	-0.164028958299423	0.521956364690322	0.886328019341065	0.735531252273728
ENST00000319980	ENSG00000032742	IFT88	0.115363634762181	0.806365071486961	0.959806467183651	0.796508332516512
ENST00000320188	ENSG00000175854	SWI5	-0.113119242405618	0.827882176863368	0.96730165852072	0.802728318063492
ENST00000320211	ENSG00000164053	ATRIP	0.032932432192861	0.945567613196691	0.990393692699747	0.821891553848224
ENST00000320230	ENSG00000177542	SLC25A22	0.367682916922333	0.34069193194324	0.798377277621535	0.66254414390784
ENST00000320270	ENSG00000179041	RRS1	-0.227033239994416	0.395625803187636	0.829025487502009	0.687977973936245
ENST00000320316	ENSG00000040633	PHF23	-0.267428526655729	0.432672228349221	0.845418698306076	0.701582100860345
ENST00000320330	ENSG00000280789	PAGR1	0.235784379133827	0.416717191127956	0.839421698220394	0.696605409515096
ENST00000320356	ENSG00000106462	EZH2	0.367168651441739	0.045288612802569	0.465592422741924	0.386378147001518
ENST00000320362	ENSG00000125454	SLC25A19	0.504587781852374	0.09943078414032	0.592803203853006	0.491945728180905
ENST00000320393	ENSG00000083123	BCKDHB	-0.034576102579779	0.89700071087587	0.980353217829304	0.813559330457193
ENST00000320451	ENSG00000197961	ZNF121	0.737598551739847	0.001761267632164	0.117847325641366	0.097797191462531
ENST00000320574	ENSG00000177084	POLE	0.27609893213054	0.025492696712968	0.392834058515104	0.325998637852155
ENST00000320580	ENSG00000175115	PACS1	-0.262369266652306	0.527315417115432	0.886328019341065	0.735531252273728
ENST00000320585	ENSG00000110172	CHORDC1	-0.138207218550078	0.529306165895441	0.886328019341065	0.735531252273728
ENST00000320610	ENSG00000130856	ZNF236	0.372673932937642	0.239521842631213	0.745875274017927	0.618974648625325
ENST00000320640	ENSG00000129636	ITFG1	-0.350422054710976	0.143217173120192	0.645533617197274	0.535704772365083
ENST00000320676	ENSG00000147274	RBMX	0.025999345116368	0.862494941761864	0.971237649829097	0.805994653497795
ENST00000320717	ENSG00000115419	GLS	0.16074922332726	0.280192541279521	0.768332293798948	0.63761090915351
ENST00000320756	ENSG00000111196	MAGOHB	0.331804284072916	0.160333825190199	0.667246769871351	0.553723724749154
ENST00000320776	ENSG00000186222	BLOC1S4	0.093079215538348	0.825030606254158	0.96730165852072	0.802728318063492
ENST00000320805	ENSG00000176953	NFATC2IP	0.062547262655447	0.795316804929387	0.959597444887223	0.796334872546737
ENST00000320848	ENSG00000178988	MRFAP1L1	-0.317877122700605	0.349348471552021	0.804229073783214	0.667400335819781
ENST00000320857	ENSG00000180879	SSR4	-0.172110729960225	0.151660943958101	0.653571649885011	0.542375242123022
ENST00000320876	ENSG00000101596	SMCHD1	0.25714358248173	0.002070788309134	0.129352509329949	0.107344923206806
ENST00000320912	ENSG00000179010	MRFAP1	0.224204320046701	0.310300823030127	0.780785209743117	0.647945129283078
ENST00000320934	ENSG00000160613	PCSK7	0.465140024651923	0.165880633255942	0.676934615272794	0.561763313822797
ENST00000320954	ENSG00000170275	CRTAP	-0.121172725468891	0.636938686673065	0.927834454833079	0.769975927166841
ENST00000320963	ENSG00000117906	RCN2	0.164966720803294	0.543612444312306	0.891156657102507	0.739538362397687
ENST00000321037	ENSG00000001561	ENPP4	0.366998601496709	0.40193102861401	0.833135064680621	0.691388361944454
ENST00000321143	ENSG00000004961	HCCS	0.034715750049337	0.920031721545691	0.986613154394684	0.818754223183828
ENST00000321153	ENSG00000177600	RPLP2	0.238688677649612	0.27209256140653	0.768332293798948	0.63761090915351
ENST00000321169	ENSG00000131373	HACL1	-0.337701883942803	0.187714477947647	0.699437549577607	0.58043767713736
ENST00000321256	ENSG00000114503	NCBP2	0.086450254410136	0.698004161613915	0.94076228490113	0.780704261182734
ENST00000321264	ENSG00000180902	D2HGDH	-0.385302944115232	0.227091648214628	0.736362799311339	0.611080593286354
ENST00000321265	ENSG00000090273	NUDC	0.160831950918477	0.274258314878194	0.768332293798948	0.63761090915351
ENST00000321297	ENSG00000168010	ATG16L2	0.494499774583211	0.065714331785673	0.529907148669783	0.439750589109948
ENST00000321337	ENSG00000161956	SENP3	0.306243008482756	0.337225644336522	0.796539344859272	0.661018910634467
ENST00000321341	ENSG00000082212	ME2	0.098823440010826	0.428072759699232	0.844811577950415	0.701078273850778
ENST00000321348	ENSG00000071967	CYBRD1	-0.400513019474167	0.142295699741646	0.644930725337675	0.535204454429962
ENST00000321394	ENSG00000120438	TCP1	0.074418118465061	0.399032915571199	0.831681091621637	0.690181762805636
ENST00000321407	ENSG00000179562	GCC1	0.065435875903661	0.842794715490352	0.97023905500272	0.805165956122634
ENST00000321437	ENSG00000166128	RAB8B	-0.06782313206257	0.856501472124671	0.970401654150372	0.805300891216732
ENST00000321442	ENSG00000164466	SFXN1	0.230608694430354	0.233592786122464	0.737975406933712	0.612418837455587
ENST00000321556	ENSG00000158828	PINK1	0.187310965241384	0.551478670401432	0.895567292551514	0.743198587669074
ENST00000321560	ENSG00000179598	PLD6	-0.067564678325701	0.879456880691591	0.974962872172277	0.809086079465704
ENST00000321599	ENSG00000176095	IP6K1	0.014007392289384	0.960287262881971	0.991587411012913	0.822882177078659
ENST00000321680	ENSG00000164506	STXBP5	0.038513727333158	0.889267766557935	0.977552903414064	0.811235451798665
ENST00000321702	ENSG00000177191	B3GNT8	0.057285399327412	0.894316905833817	0.979942491045355	0.813218483299992
ENST00000321757	ENSG00000038274	MAT2B	-0.065563829695841	0.721692478716451	0.945448023484682	0.784592784498007
ENST00000321765	ENSG00000076382	SPAG5	0.261755792819619	0.104036875647	0.595343507629441	0.494053833506546
ENST00000321792	ENSG00000213516	RBMXL1	-0.031611239164053	0.913289259041923	0.985890998729574	0.818154932572335
ENST00000321867	ENSG00000177169	ULK1	0.390063814296448	0.218989401758903	0.729939948052985	0.605750503606083
ENST00000321895	ENSG00000177352	CCDC71	0.250073501095588	0.543530256362022	0.891156657102507	0.739538362397687
ENST00000321919	ENSG00000140632	GLYR1	0.170418910546033	0.215023723929562	0.727137023107325	0.603424458563704
ENST00000321945	ENSG00000163322	ABRAXAS1	0.241601374480943	0.495382276297376	0.878780451797547	0.729267801625929
ENST00000321990	ENSG00000176208	ATAD5	0.075595912083609	0.719769579785123	0.945448023484682	0.784592784498007
ENST00000321998	ENSG00000167186	COQ7	-0.469592315616375	0.2416272210846	0.748603461645187	0.621238671896763
ENST00000322008	ENSG00000177697	CD151	0.248975195142842	0.246933162941236	0.751235533851194	0.623422932490486
ENST00000322028	ENSG00000177700	POLR2L	-0.480211589714216	0.056343068800128	0.498811684964436	0.41394559946714
ENST00000322048	ENSG00000067836	ROGDI	0.084437329712589	0.809176118167404	0.961207768985091	0.797671221702383
ENST00000322067	ENSG00000162813	BPNT1	-0.43255549415512	0.081569013570044	0.563951304233491	0.468002590432203
ENST00000322088	ENSG00000105568	PPP2R1A	-0.013609328313209	0.915681564632999	0.985890998729574	0.818154932572335
ENST00000322090	ENSG00000146729	NIPSNAP2	0.175635962078324	0.459839698814605	0.860461423584116	0.714065509169599
ENST00000322157	ENSG00000141279	NPEPPS	-0.094538710021742	0.54259692175256	0.891005720806064	0.73941310587785
ENST00000322203	ENSG00000198755	RPL10A	-0.087124473830436	0.334602399418557	0.792555639211396	0.657712978812464
ENST00000322213	ENSG00000072501	SMC1A	0.375246042113769	0.000548677546957	0.059682873168151	0.049528636670316
ENST00000322244	ENSG00000033178	UBA6	0.267145081728124	0.05705334675058	0.499236566781428	0.414298193369285
ENST00000322247	ENSG00000177150	FAM210A	0.076538796413825	0.787679322457071	0.957698272999797	0.794758819160001
ENST00000322310	ENSG00000176101	SSNA1	0.180294780871816	0.692271975518519	0.939372762362892	0.779551147177185
ENST00000322313	ENSG00000136709	WDR33	-0.006705725415514	0.9707882801846	0.992869901654596	0.823946469222337
ENST00000322342	ENSG00000180011	ZADH2	0.318062890757413	0.233828961461379	0.738031663467253	0.612465522698139
ENST00000322344	ENSG00000039650	PNKP	-0.230688750177951	0.479087263871131	0.871306298000279	0.723065274364884
ENST00000322349	ENSG00000102189	EEA1	-0.071039476197453	0.77678240390313	0.957544116551403	0.794630890353669
ENST00000322357	ENSG00000178951	ZBTB7A	0.171602176847009	0.469365789800491	0.864774456528185	0.717644737686832
ENST00000322396	ENSG00000164169	PRMT9	0.103013998240103	0.789076978791349	0.957774621147249	0.794822177699141
ENST00000322535	ENSG00000087365	SF3B2	0.176578164356125	0.096890736302949	0.5842040013558	0.484809564093452
ENST00000322536	ENSG00000178105	DDX10	0.250331189211846	0.238068711602857	0.743552228466546	0.617046837965829
ENST00000322602	ENSG00000037749	MFAP3	-0.307105073185607	0.293828430041206	0.775010050466995	0.643152535523485
ENST00000322610	ENSG00000178188	SH2B1	0.422336587918229	0.321158291310377	0.784431924071687	0.650971404316977
ENST00000322611	ENSG00000176788	BASP1	0.09915856123854	0.568736296398778	0.903194867071233	0.749528433184362
ENST00000322623	ENSG00000175792	RUVBL1	0.002622257281853	0.987301434533228	0.997065374875989	0.827428139219305
ENST00000322652	ENSG00000178691	SUZ12	0.284235451029535	0.069277226295948	0.543412767067841	0.450958408558598
ENST00000322716	ENSG00000178567	EPM2AIP1	-0.500646405468969	0.214073544641036	0.726905270796715	0.603232135785318
ENST00000322723	ENSG00000115053	NCL	0.319040623399336	2.47907934881239E-08	1.78723491536586E-05	1.48316098184923E-05
ENST00000322753	ENSG00000173436	MICOS10	0.140652276052124	0.565945541846542	0.902505089101361	0.74895601163963
ENST00000322764	ENSG00000159840	ZYX	0.18053851131935	0.119190786257458	0.613356174957831	0.509001888253467
ENST00000322776	ENSG00000167792	NDUFV1	0.204062820701387	0.109578943618052	0.600115933408237	0.498014295359112
ENST00000322810	ENSG00000178209	PLEC	0.003013362166446	0.976366781991631	0.994767333245069	0.825521078400192
ENST00000322875	ENSG00000117335	CD46	0.047590917949088	0.712256621377803	0.944399380123544	0.783722553671749
ENST00000322897	ENSG00000134265	NAPG	0.121152515196624	0.624555042626795	0.926915493750282	0.769213314927049
ENST00000322914	ENSG00000141524	TMC6	0.130410033022748	0.500615046288753	0.880016808870366	0.730293809205724
ENST00000322927	ENSG00000198026	ZNF335	0.313069756416971	0.279330484333246	0.768332293798948	0.63761090915351
ENST00000322989	ENSG00000134419	RPS15A	-0.286134795764198	0.023698156787741	0.388038182315379	0.322018715351728
ENST00000323013	ENSG00000189306	RRP7A	0.164618286446959	0.32658393965879	0.788582822217418	0.65441608308665
ENST00000323037	ENSG00000180233	ZNRF2	-0.30814028601028	0.49463551795112	0.878780451797547	0.729267801625929
ENST00000323076	ENSG00000136167	LCP1	0.050032812429614	0.330321599577823	0.790528641793809	0.656030847686764
ENST00000323116	ENSG00000058063	ATP11B	0.052204484848658	0.751836323047825	0.952653070426826	0.790571989808458
ENST00000323205	ENSG00000100116	GCAT	-0.355143912579376	0.31898591504155	0.781850092461981	0.648828836559208
ENST00000323274	ENSG00000176890	TYMS	0.166863955197919	0.090070603836124	0.570537589961952	0.473468308410169
ENST00000323345	ENSG00000148303	RPL7A	-0.079285801053811	0.713587426868623	0.944810719016609	0.78406390879595
ENST00000323348	ENSG00000163516	ANKZF1	-0.101853332366308	0.710641056749911	0.943285172950808	0.782797913832806
ENST00000323373	ENSG00000177463	NR2C2	0.341175144707904	0.244136135860896	0.750463298152016	0.622782082287772
ENST00000323443	ENSG00000180979	LRRC57	0.648358346171958	0.105461954045537	0.596734948944655	0.495208539835028
ENST00000323456	ENSG00000108389	MTMR4	0.218800330231262	0.298209986568732	0.777440828620715	0.645169749534991
ENST00000323460	ENSG00000119231	SENP5	-0.062177907330388	0.838442371150005	0.969477710464169	0.80453414409635
ENST00000323482	ENSG00000154930	ACSS1	0.323386320621019	0.320927554711752	0.784171937519925	0.650755650973047
ENST00000323534	ENSG00000181467	RAP2B	0.014427254415087	0.97152048213371	0.992869901654596	0.823946469222337
ENST00000323544	ENSG00000241839	PLEKHO2	0.224700500825316	0.595638160651204	0.915522175392515	0.759758416135209
ENST00000323563	ENSG00000102738	MRPS31	-0.072767177496747	0.76689989670135	0.95469049887309	0.792262777263889
ENST00000323570	ENSG00000179387	ELMOD2	0.289967120352587	0.383944675216662	0.821399442503195	0.681649397714494
ENST00000323571	ENSG00000171475	WIPF2	0.672491385814693	0.08310303300656	0.566886028090657	0.470438010577606
ENST00000323666	ENSG00000111142	METAP2	-0.011955423609153	0.94633634980734	0.990450569166309	0.821938753550549
ENST00000323669	ENSG00000100523	DDHD1	0.52545030328119	0.243244962219101	0.749280781419277	0.621800754839821
ENST00000323699	ENSG00000143753	DEGS1	-0.047780642081073	0.742945446683265	0.949687600482624	0.788111054608349
ENST00000323701	ENSG00000168883	USP39	0.10471560622209	0.530465733593532	0.886545248540819	0.735711522852835
ENST00000323716	ENSG00000170632	ARMC10	0.451352942851456	0.163004423622361	0.672156035245559	0.557797744784219
ENST00000323786	ENSG00000103051	COG4	-0.077890207322125	0.766155715302369	0.95469049887309	0.792262777263889
ENST00000323798	ENSG00000104812	GYS1	0.039223067042847	0.852585436566744	0.97023905500272	0.805165956122634
ENST00000323833	ENSG00000123297	TSFM	-0.01026396990341	0.964704580567567	0.992469635451797	0.823614302919385
ENST00000323851	ENSG00000104419	NDRG1	-0.013993958109838	0.935616333255579	0.989246378165353	0.820939439419007
ENST00000323853	ENSG00000144028	SNRNP200	0.132970498826836	0.08881545821888	0.568585944111089	0.47184870879766
ENST00000323927	ENSG00000176248	ANAPC2	0.482017485819436	0.072417678823077	0.547421059868362	0.454284744360595
ENST00000323959	ENSG00000176102	CSTF3	0.248279228094026	0.17395293314898	0.687434368227894	0.570476675322269
ENST00000324093	ENSG00000004399	PLXND1	0.171752059196947	0.287988478777099	0.772521171490942	0.641087105761516
ENST00000324096	ENSG00000130479	MAP1S	-0.121695337463751	0.591750886729747	0.914050978663395	0.758537523701598
ENST00000324103	ENSG00000092098	RNF31	0.134504249494975	0.646859637693781	0.927907013980426	0.770036141353178
ENST00000324138	ENSG00000181544	FANCB	0.424291876973911	0.322540432805848	0.785678606398493	0.652005980447951
ENST00000324194	ENSG00000114120	SLC25A36	0.143580594442944	0.654402327303433	0.927907013980426	0.770036141353178
ENST00000324198	ENSG00000100077	GRK3	0.233970971718088	0.460618281804168	0.861293408036775	0.71475594268065
ENST00000324238	ENSG00000176390	CRLF3	0.335962420879548	0.245951320400411	0.751235533851194	0.623422932490486
ENST00000324262	ENSG00000133313	CNDP2	0.316207808786592	0.046276247872999	0.467012465253288	0.387556588418097
ENST00000324266	ENSG00000171853	TRAPPC12	-0.105240444566164	0.765164707730777	0.95469049887309	0.792262777263889
ENST00000324306	ENSG00000106261	ZKSCAN1	0.152368423851581	0.519981616986272	0.886159919385843	0.735391752260331
ENST00000324366	ENSG00000100462	PRMT5	0.259172190205536	0.069526404076871	0.543546571649289	0.451069448093854
ENST00000324439	ENSG00000163743	RCHY1	0.440904939788431	0.138959774485839	0.64277120467366	0.533412347102142
ENST00000324460	ENSG00000044574	HSPA5	0.162281762966666	0.00624104480698	0.199009246287676	0.165150505164948
ENST00000324501	ENSG00000080815	PSEN1	0.316899957811626	0.229914470902222	0.736400009137706	0.611111472362258
ENST00000324545	ENSG00000124486	USP9X	-0.222117531300837	0.107947798743851	0.597010434182094	0.495437154972149
ENST00000324589	ENSG00000158089	GALNT14	-0.317386107554145	0.408128982476258	0.835988034882003	0.693755937716775
ENST00000324607	ENSG00000172197	MBOAT1	-0.192693845828455	0.609237313395694	0.920862053237526	0.764189785732719
ENST00000324685	ENSG00000103549	RNF40	-0.231744319356963	0.216020786622076	0.727254611952336	0.603522041251531
ENST00000324767	ENSG00000140386	SCAPER	0.421325846846126	0.31035522016944	0.780785209743117	0.647945129283078
ENST00000324774	ENSG00000110931	CAMKK2	0.590128426215601	0.020440395767504	0.370570278440173	0.307522739898443
ENST00000324787	ENSG00000090263	MRPS33	0.280822944382875	0.280784172416431	0.768332293798948	0.63761090915351
ENST00000324817	ENSG00000180182	MED14	0.015351495910038	0.934257803710233	0.988667543931886	0.820459086029166
ENST00000324849	ENSG00000155975	VPS37A	0.048652945704483	0.855317941364696	0.970401654150372	0.805300891216732
ENST00000324856	ENSG00000117713	ARID1A	0.087727061303354	0.436612252659876	0.848079072283736	0.70378984806071
ENST00000324862	ENSG00000117360	PRPF3	0.121647209188316	0.572877000704111	0.905031192129429	0.751052332282848
ENST00000324868	ENSG00000139131	YARS2	-0.180100126633668	0.394575296243731	0.828686932091112	0.687697019165655
ENST00000325083	ENSG00000078674	PCM1	0.084650095315834	0.447933127451031	0.854303599513381	0.708955355872858
ENST00000325094	ENSG00000109133	TMEM33	0.111428212481779	0.426344288652873	0.8444533829386	0.700781020892675
ENST00000325103	ENSG00000107521	HPS1	0.180824045233191	0.380771845574322	0.819334779579945	0.679936009361286
ENST00000325110	ENSG00000112972	HMGCS1	-0.011521352861638	0.940962302725296	0.990227647713015	0.821753759178125
ENST00000325144	ENSG00000181472	ZBTB2	0.490535178253366	0.234934489980679	0.740401587366345	0.614432235986283
ENST00000325207	ENSG00000177963	RIC8A	0.018475753807546	0.942539936362737	0.990227647713015	0.821753759178125
ENST00000325212	ENSG00000166004	CEP295	0.292838971956471	0.217038284497382	0.728777852055759	0.604786122580718
ENST00000325222	ENSG00000055130	CUL1	0.196999332685229	0.28810388189322	0.772521171490942	0.641087105761516
ENST00000325239	ENSG00000128815	WDFY4	0.028182222682446	0.88758649559768	0.977096848818918	0.81085698874644
ENST00000325285	ENSG00000159069	FBXW5	-0.158091502398852	0.554658127875682	0.896576512623029	0.744036102547113
ENST00000325307	ENSG00000029993	HMGB3	0.154239995804303	0.446259674226107	0.853115486243822	0.707969384063402
ENST00000325327	ENSG00000176619	LMNB2	0.242980171894587	0.100984053022179	0.594953471072568	0.493730156413134
ENST00000325366	ENSG00000082213	C5orf22	-0.494839226262376	0.103288791945859	0.594953471072568	0.493730156413134
ENST00000325385	ENSG00000144535	DIS3L2	0.167004466440588	0.587588096966869	0.911575765510338	0.756483434707023
ENST00000325464	ENSG00000175221	MED16	0.466036452930386	0.163273761983776	0.672156035245559	0.557797744784219
ENST00000325495	ENSG00000099783	HNRNPM	0.113606464786703	0.193466983968929	0.703102466308476	0.583479057680129
ENST00000325542	ENSG00000166037	CEP57	0.090882273944481	0.653300677899376	0.927907013980426	0.770036141353178
ENST00000325551	ENSG00000119326	CTNNAL1	-0.149627647201871	0.584023312312427	0.910452947214999	0.755551648811931
ENST00000325599	ENSG00000144736	SHQ1	-0.136650782778787	0.522262385457279	0.886328019341065	0.735531252273728
ENST00000325642	ENSG00000100614	PPM1A	0.533086337278834	0.052575132199352	0.489329008697502	0.406076272764922
ENST00000325680	ENSG00000119596	YLPM1	0.061914103336552	0.753384164319796	0.95309819384271	0.790941381474249
ENST00000325722	ENSG00000142687	KIAA0319L	-0.156010233052208	0.548189064254518	0.893849172219782	0.741772782355941
ENST00000325795	ENSG00000128699	ORMDL1	-0.267747676120941	0.432678066944456	0.845418698306076	0.701582100860345
ENST00000325805	ENSG00000114439	BBX	0.345962395512375	0.221300082255466	0.732769474355352	0.608098624142844
ENST00000325844	ENSG00000181991	MRPS11	0.053155772858911	0.861993596170115	0.971237649829097	0.805994653497795
ENST00000325875	ENSG00000178966	RMI1	0.144509057210706	0.527133989343073	0.886328019341065	0.735531252273728
ENST00000326005	ENSG00000180304	OAZ2	-0.875469625859529	0.060836040898918	0.511752776041695	0.424684938310248
ENST00000326019	ENSG00000163798	SLC4A1AP	0.028861852055665	0.897064372567534	0.980353217829304	0.813559330457193
ENST00000326132	ENSG00000138942	RNF185	0.298252509201424	0.48590277594333	0.874456964692595	0.725679897582391
ENST00000326134	ENSG00000179832	MROH1	-0.132417353279947	0.560413237439447	0.899316193752179	0.746309663855999
ENST00000326153	ENSG00000178605	GTPBP6	0.35181417201402	0.293414003562619	0.775010050466995	0.643152535523485
ENST00000326181	ENSG00000131653	TRAF7	0.047920990025142	0.811240443965928	0.962379606609228	0.798643686948132
ENST00000326197	ENSG00000010803	SCMH1	0.638889854154667	0.087250320410513	0.568585944111089	0.47184870879766
ENST00000326266	ENSG00000131652	THOC6	0.556541502152629	0.029557390127697	0.405644080893787	0.336629207569281
ENST00000326270	ENSG00000146872	TLK2	-0.063094289480398	0.835346504421225	0.969325329375992	0.804407688596621
ENST00000326291	ENSG00000083535	PIBF1	-0.080108928164902	0.819680497896503	0.965707611807476	0.801405476914854
ENST00000326294	ENSG00000213402	PTPRCAP	0.147946063293469	0.534732902350449	0.886992835797232	0.736082959169895
ENST00000326397	ENSG00000182552	RWDD4	-0.004571531668086	0.990343873099723	0.997457780663439	0.827753782450642
ENST00000326402	ENSG00000180773	SLC36A4	-0.099768986882704	0.795377921171508	0.959597444887223	0.796334872546737
ENST00000326427	ENSG00000135916	ITM2C	0.18086511821985	0.181971198920787	0.696412113865881	0.577926978536887
ENST00000326441	ENSG00000198300	PEG3	0.855283940338126	0.088775166759823	0.568585944111089	0.47184870879766
