hl60.6h.stbl.log2FoldChange	hl60.6h.stbl.pvalue	hl60.72h.stbl.log2FoldChange	hl60.72h.stbl.pvalue	hl60.120h.stbl.log2FoldChange	hl60.120h.stbl.pvalue	name
ENSG00000135040	0.258271360990425	0.668003823553023	0.470684866610243	0.173791586059459	2.18945048280356	0.00522826116522759	NAA35
ENSG00000135049	-0.225870682639791	0.380821033819313	-0.12454382664532	0.6813082020457	-0.159174888913015	0.531833825949439	AGTPBP1
ENSG00000135090	0	NA	0	NA	0	NA	TAOK3
ENSG00000135164	0	NA	0.934182893917302	0.237680743568687	0	NA	DMTF1
ENSG00000135241	0	NA	2.1103843808715	0.0253625504589528	0	NA	PNPLA8
ENSG00000135250	0	NA	0	NA	0	NA	SRPK2
ENSG00000135297	1.92504988567469	0.135593439782648	0.076671243054858	0.891264558717626	-0.39510691264752	0.742619751820944	MTO1
ENSG00000135315	-1.55039261061622	0.00876628884084106	0.508123558581671	0.142571784335942	-0.269832082346922	0.567772159041246	CEP162
ENSG00000135316	0	NA	0	NA	0	NA	SYNCRIP
ENSG00000135317	0	NA	0.762397044932156	0.127855507017131	0	NA	SNX14
ENSG00000135334	0	NA	0	NA	0	NA	AKIRIN2
ENSG00000135336	-0.259170060544875	0.588056996549409	-0.994263299260215	0.166893181801643	0.425652437083632	0.382043053233815	ORC3
ENSG00000135341	0	NA	-1.24225557449737	0.0537003677665667	0	NA	MAP3K7
ENSG00000135363	0.071224073994584	0.890006194818304	0.0346900790570011	0.930291303945394	-0.634244368150187	0.238838126795274	LMO2
ENSG00000135365	0	NA	0	NA	0	NA	PHF21A
ENSG00000135372	0	NA	0	NA	0	NA	NAT10
ENSG00000135387	0	NA	0	NA	0	NA	CAPRIN1
ENSG00000135390	0	NA	0	NA	0	NA	ATP5G2
ENSG00000135457	0	NA	0	NA	0	NA	TFCP2
ENSG00000135486	0	NA	0	NA	0	NA	HNRNPA1
ENSG00000135506	0	NA	0	NA	0	NA	OS9
ENSG00000135521	0	NA	0	NA	0	NA	LTV1
ENSG00000135535	-0.310235025836041	0.414853546441274	-0.322145430658695	0.473380070789785	0.152587647886674	0.682886506023639	CD164
ENSG00000135541	0	NA	-0.776364431388793	0.152423710932419	0	NA	AHI1
ENSG00000135596	0	NA	0	NA	0	NA	MICAL1
ENSG00000135597	0	NA	-0.367886848652951	0.556527763008879	0	NA	REPS1
ENSG00000135605	-1.08773681991357	0.0253147567174173	0.318975139719401	0.406606041164951	0.290078877938998	0.487014538615133	TEC
ENSG00000135655	0	NA	0	NA	0	NA	USP15
ENSG00000135720	0	NA	0	NA	0	NA	DYNC1LI2
ENSG00000135766	-0.17090991247343	0.555400972532796	-0.291069790822551	0.412431064997906	-0.35925516341274	0.231529169040704	EGLN1
ENSG00000135775	-0.192500660707819	0.795951320200764	0.999159343079077	0.146196665341449	-1.15259450737652	0.147462292190332	COG2
ENSG00000135776	-0.406116294493955	0.442444876004144	0.257291091647322	0.511019195823173	1.24741575979474	0.0292010039141698	ABCB10
ENSG00000135829	0	NA	0	NA	0	NA	DHX9
ENSG00000135837	0.151053518411016	0.830054833093429	1.44785816550626	0.149334496445988	-0.199681872689906	0.737949058564694	CEP350
ENSG00000135842	-0.0249814595336209	0.918808901841772	-0.149992845273981	0.595606397890883	-0.146951609631821	0.553135879559884	FAM129A
ENSG00000135862	0	NA	-1.02171575214686	0.211455417442865	0	NA	LAMC1
ENSG00000135905	0	NA	0	NA	0	NA	DOCK10
ENSG00000135913	0	NA	0	NA	0	NA	USP37
ENSG00000135932	-0.0934376237485249	0.700763779117966	-0.596745200490108	0.100021388667503	-0.175833209635896	0.474772815154717	CAB39
ENSG00000135945	-0.383119715437647	0.286639141649118	0.662574471540143	0.104095712900198	0.793234086685955	0.0302713557522078	REV1
ENSG00000135999	-0.621421193038322	0.536657848146703	2.93655995550584	0.0638764568087014	0.284809109338461	0.799706706436032	EPC2
ENSG00000136021	1.09741818285074	0.551576643130617	-2.73094233652111	0.290203360534243	0.113957426658595	0.940607893083997	SCYL2
ENSG00000136040	0	NA	1.6470611752271	0.0791401593460562	0	NA	PLXNC1
ENSG00000136068	0	NA	-0.164468720970317	0.790235291109687	0	NA	FLNB
ENSG00000136100	-0.275948108614865	0.661694791149095	-0.954565862339583	0.0883245764988163	0.239094344927352	0.683845902530198	VPS36
ENSG00000136104	0.197808766751944	0.447887655163508	-0.309766690666743	0.32650658858563	-0.125416430865142	0.626612773351464	RNASEH2B
ENSG00000136108	0	NA	0	NA	0	NA	CKAP2
ENSG00000136122	0	NA	-0.0235898628377726	0.991264855449978	0	NA	BORA
ENSG00000136141	0	NA	0	NA	0	NA	LRCH1
ENSG00000136152	0	NA	0	NA	0	NA	COG3
ENSG00000136153	0	NA	0	NA	0	NA	LMO7
ENSG00000136205	0	NA	3.00164895887109	0.118537103161548	0	NA	TNS3
ENSG00000136206	0	NA	-2.32804871844458	0.0101610729380836	0	NA	SPDYE1
ENSG00000136231	0.169823414071755	0.836736667564519	-0.655042758555757	0.187265654752621	1.20800900234262	0.16779861095752	IGF2BP3
ENSG00000136243	-0.255354641739898	0.868091505391337	0.160992356308283	0.726750325317335	1.89648770062938	0.249636119633656	NUPL2
ENSG00000136280	0.0168235968914022	0.968418309910495	-0.412293605417863	0.35562445044858	0.222568588265251	0.60400974045101	CCM2
ENSG00000136286	0	NA	0	NA	0	NA	MYO1G
ENSG00000136381	0	NA	0	NA	0	NA	IREB2
ENSG00000136478	0	NA	1.27286645074109	0.0564545106873868	0	NA	TEX2
ENSG00000136485	0	NA	0	NA	0	NA	DCAF7
ENSG00000136492	-0.230544463362209	0.362484578724108	0.144670520437935	0.615330541800397	-0.241244501020771	0.341809804403905	BRIP1
ENSG00000136504	0	NA	0	NA	0	NA	KAT7
ENSG00000136536	0	NA	0	NA	0	NA	MARCH7
ENSG00000136560	0	NA	1.73334618222339	0.0147355630524617	0	NA	TANK
ENSG00000136628	0	NA	0.509422230803252	0.684479143849849	0	NA	EPRS
ENSG00000136631	-0.141348633111641	0.743687733121441	-0.421965907386972	0.491078209027984	0.165390009563768	0.702382256067683	VPS45
ENSG00000136636	0	NA	0	NA	0	NA	KCTD3
ENSG00000136643	-0.414566854140838	0.327176402149589	-0.771303502049364	0.180031916328975	1.49976878570668	0.00523434435554183	RPS6KC1
ENSG00000136682	-0.733299937495294	0.124707451838435	1.752010354406	0.0246403389601365	1.76533824190451	0.00725064620031444	CBWD2
ENSG00000136699	0	NA	0	NA	0	NA	SMPD4
ENSG00000136709	0.355136188336777	0.698531670855852	-0.726105956556398	0.294287607211931	1.09722779757791	0.249464593773742	WDR33
ENSG00000136715	0	NA	0	NA	0	NA	SAP130
ENSG00000136731	0.446687421818576	0.320745171071222	1.94208326047684	0.0207101448632205	0.321567042255492	0.391318946585038	UGGT1
ENSG00000136738	0	NA	0	NA	0	NA	STAM
ENSG00000136754	-0.0372822982250028	0.891612347120505	0.0496518613178219	0.859081694037233	-0.0141260907749355	0.958802594237895	ABI1
ENSG00000136758	0.811917740145432	0.0682348574447511	-0.451268613424749	0.319415401564207	-0.67952812955719	0.114764418026334	YME1L1
ENSG00000136770	0.987578399529579	0.271448109844999	0.425383479158877	0.719579150134593	-1.70757745979259	0.0846750483382407	DNAJC1
ENSG00000136811	-0.110478195335845	0.718060210743862	0.466883172222576	0.15185253061961	-0.227069195573636	0.463915454680136	ODF2
ENSG00000136824	0	NA	0	NA	0	NA	SMC2
ENSG00000136861	0	NA	0	NA	0	NA	CDK5RAP2
ENSG00000136878	0	NA	0	NA	0	NA	USP20
ENSG00000136891	-0.267776171954565	0.508736697896106	-0.231454989322372	0.672523072343785	0.950062491195156	0.0391763380276777	TEX10
ENSG00000136930	0.0562107006234125	0.925810081420889	-1.23896536960165	0.204701524216974	-0.608086271015979	0.328591400977816	PSMB7
ENSG00000136937	-0.928141927725398	0.396778123518472	0.66746033905596	0.47761859022525	-0.162463687042586	0.879431962653411	NCBP1
ENSG00000136938	0	NA	0	NA	0	NA	ANP32B
ENSG00000136997	0	NA	0	NA	0	NA	MYC
ENSG00000137075	0	NA	0	NA	0	NA	RNF38
ENSG00000137076	0	NA	0	NA	0	NA	TLN1
ENSG00000137145	0.390897452118594	0.559155924176712	-0.295499426769362	0.494151562626917	1.18178475970405	0.105420870017277	DENND4C
ENSG00000137154	0	NA	0	NA	0	NA	RPS6
ENSG00000137161	0	NA	0	NA	0	NA	CNPY3
ENSG00000137221	0	NA	0	NA	0	NA	TJAP1
ENSG00000137288	0	NA	0	NA	0	NA	UQCC2
ENSG00000137309	0	NA	0.635919322344449	0.368467339084724	0	NA	HMGA1
ENSG00000137478	0	NA	0	NA	0	NA	FCHSD2
ENSG00000137486	0.853207838602482	0.316188737304883	1.34104274807761	0.0957470567130115	-0.651803937665215	0.477984707400277	ARRB1
ENSG00000137497	0	NA	0	NA	0	NA	NUMA1
ENSG00000137513	-0.00213066839798542	0.993423665668066	-0.50969938063667	0.152716227681944	-0.25454490581156	0.33908185733224	NARS2
ENSG00000137574	-0.154894334798459	0.583130000665664	0.48052977111228	0.152718964478724	-0.913575905412017	0.00945584043469157	TGS1
ENSG00000137575	0	NA	0.998600411651373	0.217973123251077	0	NA	SDCBP
ENSG00000137601	-0.267042693328124	0.77841397938779	-0.548008542197496	0.597753745576951	-1.7772499243953	0.088098154963942	NEK1
ENSG00000137692	0.151402301684706	0.668623990598382	-0.39236871826284	0.419778084788377	0.202419773004039	0.568901424285835	DCUN1D5
ENSG00000137764	0	NA	1.74153446857098	0.0964147221161386	0	NA	MAP2K5
ENSG00000137770	0	NA	-0.0977277694062493	0.817488368205572	0	NA	CTDSPL2
ENSG00000137776	-0.126415052103536	0.866718705629806	1.48308661167139	0.154438904756938	1.51568732063054	0.0543305495879318	SLTM
ENSG00000137804	0	NA	0	NA	0	NA	NUSAP1
ENSG00000137818	7.01537285984609	0.000373309692540839	-0.189205083278845	0.760502662827112	-1.45951714957973	0.0657462661436829	RPLP1
ENSG00000137845	0	NA	0	NA	0	NA	ADAM10
ENSG00000137871	0	NA	0	NA	0	NA	ZNF280D
ENSG00000137944	0	NA	0	NA	0	NA	KYAT3
ENSG00000137955	0.0802165040881595	0.764011299258032	-0.730109397877551	0.0577736223085113	0.650056765007631	0.0354113554396082	RABGGTB
ENSG00000137996	0.224980772224205	0.559665955705541	0.334755703789303	0.405985380823683	0.000771879202619175	0.998385566581367	RTCA
ENSG00000138029	0	NA	0	NA	0	NA	HADHB
ENSG00000138035	-0.214570020316711	0.576376719212028	0.214808638312461	0.520084394012797	0.629941068888063	0.12512785562714	PNPT1
ENSG00000138050	-0.418223102968633	0.308156420089211	-0.18717822874146	0.627053232344151	-0.793314337101995	0.0724084427416477	THUMPD2
ENSG00000138069	0	NA	0	NA	0	NA	RAB1A
ENSG00000138071	0	NA	0	NA	0	NA	ACTR2
ENSG00000138081	0	NA	1.42696514921322	0.131277572306277	0	NA	FBXO11
ENSG00000138095	0.283216516168465	0.71316324411342	1.929288932569	0.097346887842176	-0.116833203432938	0.863500968866224	LRPPRC
ENSG00000138138	0	NA	0	NA	0	NA	ATAD1
ENSG00000138160	-0.507581486121302	0.205169702771875	-0.666572012989943	0.0736167648616636	-0.543923308489586	0.177613964980497	KIF11
ENSG00000138182	0	NA	0	NA	0	NA	KIF20B
ENSG00000138190	-0.209570455658805	0.437893205199378	-0.157251911409661	0.615186932296038	-0.0651886622678311	0.806021467647198	EXOC6
ENSG00000138246	0	NA	0	NA	0	NA	DNAJC13
ENSG00000138286	0.158746839184955	0.622798471961473	-0.456785639845032	0.260546280106607	-0.0698200898142255	0.82766235831065	FAM149B1
ENSG00000138303	0	NA	0	NA	0	NA	ASCC1
ENSG00000138326	-0.0787915219640403	0.849483682942535	1.67711641662861	0.0721313856777721	0.740355955792713	0.105854343748408	RPS24
ENSG00000138346	-0.483402759217776	0.148005147185632	-0.393414817465459	0.295856892963369	0.128955309481578	0.681033796049317	DNA2
ENSG00000138363	0	NA	0	NA	0	NA	ATIC
ENSG00000138376	-0.293007624762662	0.590700201856662	0.572751250941002	0.148008407699623	2.00316683232427	0.0108715437088621	BARD1
ENSG00000138382	-0.451497816862924	0.577011827613757	0.596468684213561	0.378635130267499	0.5695855143515	0.484184787747346	METTL5
ENSG00000138398	-0.0761432522097521	0.890877375975184	0.491579022383534	0.379201332208869	-1.20936669130584	0.053995688830216	PPIG
ENSG00000138399	-0.416918349889587	0.321652546648123	-0.335258094456782	0.445055628098797	1.31761745514627	0.00998502434480246	FASTKD1
ENSG00000138413	0	NA	0	NA	0	NA	IDH1
ENSG00000138430	-0.0337895221580886	0.943551758489651	-0.689526523927208	0.30006860656225	-3.8717240643335	0.000126064277776973	OLA1
ENSG00000138434	0	NA	0	NA	0	NA	SSFA2
ENSG00000138442	0.174907117319755	0.649757141304918	-0.0551154575483286	0.909231070964873	0.546905572186169	0.177958069008327	WDR12
ENSG00000138468	0	NA	0	NA	0	NA	SENP7
ENSG00000138592	0	NA	0	NA	0	NA	USP8
ENSG00000138594	-2.43279596575577	0.000153420256677383	-0.00502781811585851	0.985542992623675	1.20859646094873	0.0046105072781451	TMOD3
ENSG00000138668	0	NA	0	NA	0	NA	HNRNPD
ENSG00000138674	0	NA	0	NA	0	NA	SEC31A
ENSG00000138698	-0.223108489386307	0.852139366336327	-1.37473923132736	0.0215122637054446	-4.14665433001743	0.00695800691344676	RAP1GDS1
ENSG00000138750	0.684117043359759	0.0413918405068576	0.757073864132314	0.0742238857006617	-0.204678117710405	0.489840574969921	NUP54
ENSG00000138757	2.06214696103633	0.157444362468177	0.288627416802675	0.85772521050163	-1.88140316742041	0.190180089528746	G3BP2
ENSG00000138758	0	NA	1.7802689189042	0.0931028211542837	0	NA	SEPT11
ENSG00000138767	0	NA	0	NA	0	NA	CNOT6L
ENSG00000138768	-0.0642476786494749	0.801491554049748	0.282576622365031	0.378053883234088	-0.356414992352253	0.186745716683431	USO1
ENSG00000138777	0	NA	-3.54466652293465	0.0294642471720162	0	NA	PPA2
ENSG00000138778	-0.204003080520032	0.47763687834205	0.460992158727407	0.217279295410345	0.0926924551425523	0.743807171623247	CENPE
ENSG00000138780	0.205433294963369	0.494948909497457	1.05949068664288	0.0322023741438042	0.763567394809416	0.0284510230263404	GSTCD
ENSG00000138796	0	NA	0	NA	0	NA	HADH
ENSG00000138801	0.048467834383286	0.90579437400094	-0.781849506403135	0.200115717033909	0.0546070405488238	0.893941088715844	PAPSS1
ENSG00000138802	0	NA	0	NA	0	NA	SEC24B
ENSG00000138814	0	NA	0	NA	0	NA	PPP3CA
ENSG00000138821	0.201783561157562	0.540645544050955	-0.868161861852791	0.111022789191591	0.00519320671312481	0.98726177138513	SLC39A8
ENSG00000138834	0	NA	0.642200756905984	0.364860088984624	0	NA	MAPK8IP3
ENSG00000138964	0.227831815171588	0.806959628587791	1.26692973873262	0.156162593501898	-0.919765849624534	0.284708858367354	PARVG
ENSG00000139083	0	NA	0	NA	0	NA	ETV6
ENSG00000139146	0.126374986870466	0.680512266591241	-0.397523018435089	0.317454812289131	0.022333416824021	0.941684132007576	FAM60A
ENSG00000139154	-0.699545242011119	0.480555632347384	0.0754731497862957	0.946228143914487	-0.795036769184927	0.425118209049673	AEBP2
ENSG00000139178	0	NA	0	NA	0	NA	C1RL
ENSG00000139218	0	NA	0	NA	0	NA	SCAF11
ENSG00000139278	0	NA	0	NA	0	NA	GLIPR1
ENSG00000139323	-0.352930248296497	0.371702822069365	-0.372712535175864	0.47994197464308	-1.33455491050861	0.00832011661309889	POC1B
ENSG00000139350	0	NA	0.870898985171073	0.597392456161578	0	NA	NEDD1
ENSG00000139436	0	NA	0	NA	0	NA	GIT2
ENSG00000139496	0.868372795540129	0.190533373003143	0.740256781597571	0.420706539286367	0.645057333664206	0.31773593326103	NUP58
ENSG00000139514	0	NA	0	NA	0	NA	SLC7A1
ENSG00000139618	-0.660961500572997	0.256670942868781	2.29349547065082	0.0616400999688504	-0.231092206930306	0.677065365736207	BRCA2
ENSG00000139668	0	NA	0	NA	0	NA	WDFY2
ENSG00000139684	-0.0907426965279251	0.926979579591421	1.79201631383809	0.279963616509417	0.445035340912096	0.628306688139554	ESD
ENSG00000139734	0	NA	0	NA	0	NA	DIAPH3
ENSG00000139842	0.130663276031554	0.832599006963706	-0.866582379212862	0.321490913010564	-2.20371286782653	0.0130937002095084	CUL4A
ENSG00000139946	0.258966432357374	0.665063381221138	-0.214118994909558	0.648224444350206	1.45540086622534	0.0224501236690325	PELI2
ENSG00000140105	-0.18687320402812	0.815037121347143	-0.343588006351116	0.489760070222437	-0.155439373745775	0.857878762307738	WARS
ENSG00000140199	0	NA	0	NA	0	NA	SLC12A6
ENSG00000140262	0.692679061950499	0.360297835063093	0.971403503864219	0.262819755587139	0.196808277781581	0.762826933254582	TCF12
ENSG00000140263	0	NA	0	NA	0	NA	SORD
ENSG00000140299	0	NA	0	NA	0	NA	BNIP2
ENSG00000140332	0	NA	0	NA	0	NA	TLE3
ENSG00000140350	0	NA	0	NA	0	NA	ANP32A
ENSG00000140367	0	NA	0	NA	0	NA	UBE2Q2
ENSG00000140368	0.303315016430035	0.448089168859293	-0.706605566851318	0.0891615701264613	0.597234675608798	0.154455332067961	PSTPIP1
ENSG00000140374	0	NA	0.459156283589516	0.37614339866531	0	NA	ETFA
ENSG00000140382	0	NA	0	NA	0	NA	HMG20A
ENSG00000140396	0	NA	-0.380750692755552	0.578344990986374	0	NA	NCOA2
ENSG00000140443	0	NA	0	NA	0	NA	IGF1R
ENSG00000140455	0	NA	-3.59917114384483	0.00317479329286578	0	NA	USP3
ENSG00000140521	0	NA	0	NA	0	NA	POLG
ENSG00000140525	0	NA	0	NA	0	NA	FANCI
ENSG00000140526	0	NA	0	NA	0	NA	ABHD2
ENSG00000140534	0	NA	0	NA	0	NA	TICRR
ENSG00000140548	0	NA	0	NA	0	NA	ZNF710
ENSG00000140575	-0.451327759303362	0.221498506647503	0.943773808911667	0.0763330074014014	-0.547627815738665	0.146149454675911	IQGAP1
ENSG00000140598	0	NA	0	NA	0	NA	EFL1
ENSG00000140632	0	NA	0	NA	0	NA	GLYR1
ENSG00000140694	-0.220599571777551	0.612507963965973	-0.563949226057046	0.316663105284785	-3.07329776384781	0.000288879330229906	PARN
ENSG00000140740	0	NA	0	NA	0	NA	UQCRC2
ENSG00000140943	-0.220049508498182	0.48734628872878	0.605806745094967	0.103911950057331	0.256121866227723	0.42134206308224	MBTPS1
ENSG00000140968	0	NA	0	NA	0	NA	IRF8
ENSG00000140988	0	NA	0	NA	0	NA	RPS2
ENSG00000140992	0	NA	0	NA	0	NA	PDPK1
ENSG00000141002	0	NA	0	NA	0	NA	TCF25
ENSG00000141027	0	NA	0	NA	0	NA	NCOR1
ENSG00000141279	0	NA	0	NA	0	NA	NPEPPS
ENSG00000141380	0.54476548992579	0.519317982712915	-0.344808372449894	0.409337297549351	0.262165742136954	0.723353568613812	SS18
ENSG00000141384	-0.284861698495458	0.642163007386325	1.54823640808889	0.0576205856948401	0.14369814672112	0.790139910307746	TAF4B
ENSG00000141385	0	NA	0.197359320570089	0.750852858196153	0	NA	AFG3L2
ENSG00000141425	0.992066105219554	0.289952459396555	0.771025141932123	0.12682398012972	0.201546139319554	0.821753571227749	RPRD1A
ENSG00000141429	0.151162732524415	0.674002413551583	0.118079524302717	0.812366724094018	-0.0243848476539441	0.945553683938428	GALNT1
ENSG00000141446	0	NA	0.000140612694326858	0.999724244106289	0	NA	ESCO1
ENSG00000141447	-0.14808521149238	0.66011436627639	0.0433032222551306	0.903146510492615	-0.158295804201549	0.638594315743606	OSBPL1A
ENSG00000141524	0	NA	0	NA	0	NA	TMC6
ENSG00000141551	0	NA	0	NA	0	NA	CSNK1D
ENSG00000141556	0	NA	0	NA	0	NA	TBCD
ENSG00000141564	0	NA	0	NA	0	NA	RPTOR
ENSG00000141568	0	NA	0	NA	0	NA	FOXK2
ENSG00000141627	-0.421091621561407	0.663264408890171	-2.10308270827261	0.192550562832231	-0.028908939023744	0.976008221686148	DYM
ENSG00000141664	0	NA	0	NA	0	NA	ZCCHC2
ENSG00000141867	0	NA	0	NA	0	NA	BRD4
ENSG00000141905	0	NA	0	NA	0	NA	NFIC
ENSG00000141959	0.488031251296535	0.452499999028034	-2.13536835233511	0.0502872722277498	-0.679997708783529	0.303032778564326	PFKL
ENSG00000141968	-0.0674448707889317	0.916211028378202	0.923098960287059	0.195211700069095	0.854050226022237	0.203709075819749	VAV1
ENSG00000142185	0	NA	0	NA	0	NA	TRPM2
ENSG00000142192	0.0139811353963467	0.96479847936715	0.259426795312568	0.436284307727206	0.0258131546366602	0.935068492124602	APP
ENSG00000142197	-0.127150113099513	0.67837293328299	0.275905392086091	0.516602500197542	0.188631750522462	0.541437324390404	DOPEY2
ENSG00000142207	0	NA	0	NA	0	NA	URB1
ENSG00000142230	0.0311824032767983	0.905901452598725	-0.0581474694502978	0.845979015824486	-3.86632601448458	2.33129380663723e-06	SAE1
ENSG00000142347	0	NA	0	NA	0	NA	MYO1F
ENSG00000142541	0	NA	0	NA	0	NA	RPL13A
ENSG00000142599	0	NA	0	NA	0	NA	RERE
ENSG00000142655	0	NA	-2.92663129130641	0.0073482098705199	0	NA	PEX14
ENSG00000142657	0	NA	0	NA	0	NA	PGD
ENSG00000142687	0	NA	0	NA	0	NA	KIAA0319L
ENSG00000142856	-0.233066055068048	0.592879914377876	-1.11845267287017	0.0942430313083803	0.113157534699569	0.793773116910145	ITGB3BP
ENSG00000142864	0	NA	0	NA	0	NA	SERBP1
ENSG00000142875	-0.0829306043000426	0.841754157618149	-0.123363315465523	0.777601637631426	-0.272857909076435	0.551339241788266	PRKACB
ENSG00000142892	-0.182607693328135	0.629364101566572	1.10655535161674	0.118517911069799	0.423847171820752	0.325472045339646	PIGK
ENSG00000142937	0	NA	0	NA	0	NA	RPS8
ENSG00000143013	0	NA	2.20506537820106	0.0657839885356236	0	NA	LMO4
ENSG00000143033	1.4892761462079	0.170648099411939	2.13535996104691	0.0380065869547085	0.0343353181828381	0.969687686760656	MTF2
ENSG00000143106	0.453927727778317	0.563585952228826	0.412375350109067	0.604346723323699	0.862331666718609	0.250191698415039	PSMA5
ENSG00000143119	-0.0858177840106461	0.85003441225689	-0.498101813509036	0.405304745687181	0.860747260304345	0.124104301843872	CD53
ENSG00000143157	0.943615052213252	0.286002977035561	-1.45439201280569	0.0678381513356457	-1.39513627929863	0.162077842418792	POGK
ENSG00000143164	0	NA	0.646077598727879	0.251703804697608	0	NA	DCAF6
ENSG00000143183	0	NA	0.471566415935118	0.583271812948307	0	NA	TMCO1
ENSG00000143190	0	NA	0	NA	0	NA	POU2F1
ENSG00000143207	0	NA	-2.06228196724864	0.110860195809991	0	NA	RFWD2
ENSG00000143228	0	NA	0.681994348736937	0.35592540025527	0	NA	NUF2
ENSG00000143294	0	NA	0	NA	0	NA	PRCC
ENSG00000143324	0	NA	0.175538065735116	0.705580796210255	0	NA	XPR1
ENSG00000143337	0	NA	0	NA	0	NA	TOR1AIP1
ENSG00000143353	-0.653592016186579	0.131174923142144	0.0286552700092564	0.942272112089872	0.181399825393023	0.653744226755505	LYPLAL1
ENSG00000143376	-0.123535648015595	0.630621650563818	-0.0346291581995824	0.901809516819793	0.0989846052126448	0.699268856278858	SNX27
ENSG00000143379	-0.337231799312747	0.577264934296262	-0.379685870272778	0.52785087484883	0.480557070536916	0.431633017069151	SETDB1
ENSG00000143393	0	NA	0	NA	0	NA	PI4KB
ENSG00000143398	0	NA	0	NA	0	NA	PIP5K1A
ENSG00000143401	0	NA	0	NA	0	NA	ANP32E
ENSG00000143437	0	NA	0	NA	0	NA	ARNT
ENSG00000143442	0	NA	0	NA	0	NA	POGZ
ENSG00000143476	0	NA	0	NA	0	NA	DTL
ENSG00000143493	1.99019955908235	0.237012541765557	0.587427387068837	0.656483079239472	0.00471371087119182	0.997415559374837	INTS7
ENSG00000143514	0	NA	0	NA	0	NA	TP53BP2
ENSG00000143549	-0.0842165118094234	0.730839637375954	0.206842807142671	0.493557594796629	-0.172416333000249	0.486418215288999	TPM3
ENSG00000143569	0	NA	0	NA	0	NA	UBAP2L
ENSG00000143614	0	NA	0	NA	0	NA	GATAD2B
ENSG00000143624	0	NA	0	NA	0	NA	INTS3
ENSG00000143641	0.394605740407235	0.224381601657411	-0.814191999281946	0.0417216565653702	-1.38342413282264	0.00163274667308026	GALNT2
ENSG00000143643	0.690272587548993	0.223913915367204	0.175807317922639	0.558827051480746	-0.33195983399999	0.544177696075053	TTC13
ENSG00000143669	0	NA	0	NA	0	NA	LYST
ENSG00000143674	-0.0622808707153586	0.927885791302062	-1.50871886157115	0.184369229147638	-0.00750672524196161	0.991294111674343	RP5-862P8.2
ENSG00000143702	0	NA	0	NA	0	NA	CEP170
ENSG00000143742	-0.0975559194970216	0.739018166348812	-0.324395287605527	0.37186505463174	-1.45742069777745	0.000811519451941158	SRP9
ENSG00000143748	-0.32100989824982	0.254531855072231	-0.333287023132832	0.319682175521619	-0.793165113240756	0.0159231657780856	NVL
ENSG00000143799	0	NA	-0.548937272302067	0.262389998973312	0	NA	PARP1
ENSG00000143815	-1.00934255983481	0.138984334533385	0.424017310883159	0.385457447795867	0.116954364517041	0.869164838614694	LBR
ENSG00000143851	0	NA	0	NA	0	NA	PTPN7
ENSG00000143870	0.278129137708815	0.389113453475655	-0.228037918831737	0.543726877298043	0.129772559315966	0.682261852764482	PDIA6
ENSG00000143924	0.103113760900458	0.831489355883246	-0.251694130279548	0.389499836922876	-1.66348702605749	0.015533526788278	EML4
ENSG00000143933	0	NA	0	NA	0	NA	CALM2
ENSG00000143970	0	NA	0	NA	0	NA	ASXL2
ENSG00000143995	0	NA	0	NA	0	NA	MEIS1
ENSG00000144028	0	NA	0	NA	0	NA	SNRNP200
ENSG00000144029	0	NA	0	NA	0	NA	MRPS5
ENSG00000144136	0	NA	0	NA	0	NA	SLC20A1
ENSG00000144224	0	NA	0	NA	0	NA	UBXN4
ENSG00000144228	-0.204458183241818	0.609088174723739	-0.8809147067457	0.159675945266305	0.470926830338741	0.254796916144856	SPOPL
ENSG00000144283	0	NA	0	NA	0	NA	PKP4
ENSG00000144320	0	NA	-0.531036734686798	0.575200189147408	0	NA	LNPK
ENSG00000144381	0.968892663082825	0.048128730550053	0.49100141288082	0.297968279424093	0.334825586873822	0.44520021373854	HSPD1
ENSG00000144445	-0.765324927617796	0.121666200303776	0.9162681548375	0.134516642525933	0.376857944002913	0.372987513884753	KANSL1L
ENSG00000144468	0	NA	0	NA	0	NA	RHBDD1
ENSG00000144535	-0.0559059524967289	0.880188518110029	-1.0422994804875	0.0757788383102635	-1.20601605527995	0.00967131672294544	DIS3L2
ENSG00000144554	0	NA	0.202636230827992	0.673487445243355	0	NA	FANCD2
ENSG00000144580	-0.599817712331056	0.151055261607081	0.113131652809015	0.74621144117771	-0.178259880063995	0.650184964157811	CNOT9
ENSG00000144711	0	NA	0	NA	0	NA	IQSEC1
ENSG00000144736	0.653400044151466	0.403460709725852	-0.907952201766337	0.344715971205974	1.8063721563647	0.026907762836826	SHQ1
ENSG00000144744	0.504356864625206	0.470269071537795	-0.736938105943203	0.37994118494843	-0.24841150976656	0.718732520447118	UBA3
ENSG00000144791	0	NA	0	NA	0	NA	LIMD1
ENSG00000144848	0	NA	0	NA	0	NA	ATG3
ENSG00000144895	0	NA	0.244788873603659	0.624536692624625	0	NA	EIF2A
ENSG00000145088	-0.0240008528835984	0.97614558820653	-1.61931175808234	0.219169628094678	-0.401008152672028	0.620120254659378	EAF2
ENSG00000145216	0.352573470328085	0.570404639216135	0.586493100723991	0.259008714200852	0.712531148511234	0.26569076691012	FIP1L1
